S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,Date Corrigendum,Date,,1.0,Fee/PreQual/Technical,.pdf,"RC, PAN, GST, EPF, MAF, Relevant Work Experience, All schedules and other documents as per DTCN.","6,63,873",Yes,percentage,1.0%,Nil,Nil,CGM PC,"Office Chamber of the CGM PC, IDCO Towers, Janpath, Bhubaneswar",IDCO||IDCO||IDCO,PC/EST/E-01/2025-26,2025_IDCO_113596_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,20-May-2025 06:00 PM,24-Jun-2025 11:30 AM,20-May-2025 06:00 PM,23-Jun-2025 05:00 PM,20-May-2025 06:00 PM ,26-May-2025 05:00 PM ,29-May-2025 06:00 PM,23-Jun-2025 05:00 PM,18-Aug-2025 11:00 AM,"Retrofitting of HVAC System. Operation and Comprehensive Annual Maintenance Contract for 5 years along with dismantling and buyback of existing system at Fortune Tower, Bhubaneswar","Retrofitting of HVAC System. Operation and Comprehensive Annual Maintenance Contract for 5 years along with dismantling and buyback of existing system at Fortune Tower, Bhubaneswar",As per DTCN ,NA ,"6,63,87,341",Electrical Works,NA ,Tender,180.0,300.0,"Fortune Tower, Bhubaneswar",751023.0,"Board Room, IDCO Towers, Bhubaneswar ","Board Room, IDCO Towers, Bhubaneswar ",28-May-2025 11:30 AM ,Office Chamber of the CGM PC,No ,No,"11,800",0.0,Nil,Nil,No,1.0,ICICI BANK,AOC,CGM PC,Internal,,JAGABANDHU MAJHI,04-Nov-2025 12:13 PM,finsummary_540152.pdf (3838.52 KB),04-Nov-2025,"INR 69,706,708.05",300.0,JAGABANDHU MAJHI,04-Nov-2025 12:22 PM,1.pdf (1694.00 KB),"The L1 bidder had quoted 5% Excess than the estimated cost. Upon negotiation, the agency offered discount of Rs.100000.00 leading to 4.85% Excess than the estimated cost.",Finance,Financial Opening Summary,Soumendra Priyadarshree Barik,18-Aug-2025 11:50 AM,finance_540152.pdf,BOQ Comparative Chart,Technical,Technical Opening Summary,JAGABANDHU MAJHI,16-Aug-2025 12:53 PM,technical_540152.pdf,1,2957801,ADS ENGINEERS,11-Jun-2025 02:54 PM,Rejected-Technical,Does not satisfy the eligibility criterias as per DTCN.,16-Aug-2025 12:57 PM,IDCO||IDCO||IDCO,2025_IDCO_113596_1,PC/EST/E-01/2025-26,"Retrofitting of HVAC System. Operation and Comprehensive Annual Maintenance Contract for 5 years along with dismantling and buyback of existing system at Fortune Tower, Bhubaneswar",1.0,2951332.0,EVAC ENGINEERING PROJECTS PVT. LTD.,INR,"69,606,708.05",1.0,Revocation of tender,Revocation of Tender for submission of Technical Evaluation Summary,16-Aug-2025 12:22 PM,1.pdf ,670.4,Technical Opening,CGM PC,Internal,,JAGABANDHU MAJHI,16-Aug-2025 12:57 PM,18-Aug-2025 11:00 AM,techsummary_540152.pdf (479.81 KB),AOC
2.0,Pre-bid Corrigendum,Other,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,2951332,EVAC ENGINEERING PROJECTS PVT. LTD.,23-Jun-2025 12:49 PM,Accepted-AOC,As per DTCN,04-Nov-2025 12:24 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,2977941,PROFIS ENGINEERS PVT LTD,23-Jun-2025 04:41 PM,Rejected-Technical,Does not satisfy the eligibility criterias as per DTCN.,16-Aug-2025 12:57 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,2947821,Shinryo Suvidha Engineers India Pvt. Ltd.,23-Jun-2025 04:06 PM,Rejected-AOC,As per DTCN,04-Nov-2025 12:24 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
