Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Construction of Nilakantheswar Community Hall at Padasahi Ward No-12,Construction of Nilakantheswar Community Hall at Padasahi Ward No-12,Please refer Tender documents. ,NA ,"1,69,495",Civil Works - Others,NA ,Tender,90.0,60.0,"Pipli NAC, ward no-12",752104.0,NA ,NA ,NA ,"Office of the Executive officer, Pipli NAC",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Regist. of licence, GST, Regd, PAN, Paper cost, Affidavit, Decl and otfer doc as per DTCN","1,695",No,fixed,,Nil,Nil,29-Aug-2023 12:00 PM,13-Sep-2023 11:00 AM,29-Aug-2023 12:00 PM,12-Sep-2023 05:00 PM,NA ,NA ,29-Aug-2023 12:00 PM,12-Sep-2023 05:00 PM,"Executive Officer, Pipli NAC","Office of the Executive Officer, Pipli NAC",Municipal Bodies||Pipli NAC,PIPILI-NAC-2(78-II)/2023-24,2023_ORULB_93224_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,600.0,0.0,Nil,Nil,No,1,ICICI BANK,AOC,Chairperson,Internal,,Nalini ranjan Sahoo,12-Nov-2025 12:04 PM,techsummary_455652.pdf (113.41 KB),1.0,2247525.0,Sagar Majhi,INR,"169,494.67",Municipal Bodies||Pipli NAC,2023_ORULB_93224_9,PIPILI-NAC-2(78-II)/2023-24,Construction of Nilakantheswar Community Hall at Padasahi Ward No-12,1,2247647,BISWARANJAN PRADHAN,12-Sep-2023 11:35 AM,Rejected-AOC,As per quoted rate,13-Nov-2025 04:34 PM,13-Nov-2025,"INR 169,494.67",60.0,Kadambini Jena,13-Nov-2025 04:34 PM,WO.pdf (176.00 KB),Chairperson,Internal,,Nalini ranjan Sahoo,12-Nov-2025 12:06 PM,finsummary_455652.pdf (113.41 KB),Finance,2 nos. of bidder have participated in bidding process,Nalini ranjan Sahoo,12-Nov-2025 12:01 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,2,2247525,Sagar Majhi,12-Sep-2023 09:29 AM,Accepted-AOC,As per quoted rate,13-Nov-2025 04:34 PM,,,,,,,,,,,,,,,,,,,AOC
