Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
02-Apr-2025 10:00 AM,15-Apr-2025 11:00 AM,02-Apr-2025 10:00 AM,11-Apr-2025 05:00 PM,NA ,NA ,02-Apr-2025 10:00 AM,11-Apr-2025 05:00 PM,Municipal Bodies||Umerkote Municipality,UKTM-MUN- 01/2025-26(30),2025_ORULB_112055_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of CC road with Guard Wall from Pratap Biswal house to Bimal Dalai House in Ward No 07,Civil Work,Please refer to Tender Documents ,NA ,,Civil Works - Roads,NA ,Tender,180.0,60.0,Umerkote Municipality,764073.0,NA ,NA ,NA ,Umerkote Municipality,No ,No,1.0,ICICI BANK,Executive Officer,Umerkote Municipality,"2,333",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"DTCN,Regd Certificates,GSTIN,PAN etc...","2,000",0.0,Nil,Nil,No,AOC,Smt. RADHA BHATRA,Internal,Chairperson Umerkote Municipality BDO Umerkote E.O Umerkote Municipality M.E Umerkote Municipality A.E Umerkote Municipality Accountant Umerkote Municipality,Aswini Kumar Patnaik,14-Oct-2025 06:05 PM,finsummary_534797.pdf (1713.72 KB),Municipal Bodies||Umerkote Municipality,2025_ORULB_112055_1,UKTM-MUN- 01/2025-26(30),Construction of CC road with Guard Wall from Pratap Biswal house to Bimal Dalai House in Ward No 07,1.0,2880259.0,BALIRAM MANGARAJ,INR,"198,358",Finance,total thirteen nos of bidders found in bidding...........,ALAK KUMAR ANUGULIA,25-Jul-2025 10:50 PM,,BOQ Comparative Chart,1,2881339,AJAYA KUMAR BEHERA,10-Apr-2025 09:47 PM,Rejected-Finance,L2 bidder,14-Oct-2025 06:05 PM,29-Oct-2025,"INR 198,358",60.0,Aswini Kumar Patnaik,20-Nov-2025 11:10 AM,AOC.pdf (430.00 KB),LOA issued in favour of BALIRAM MANGARAJ as he is qualified as L1 bidder......,Smt. Radha Bhatra,Internal,Chairperson Umerkote Municipality BDO Umerkote E.O Umerkote Municipality M.E Umerkote Municipality J.E Umerkote Municipality Accountant Umerkote Municipality,ALAK KUMAR ANUGULIA,26-Jul-2025 05:57 PM,techsummary_534797.pdf (14371.10 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,.xls,BOQ,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2880337,ALEKHA CHANDRA MOHANTY,10-Apr-2025 12:57 PM,Rejected-Finance,L2 bidder,14-Oct-2025 06:05 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2880722,BABULU DALAI,10-Apr-2025 04:14 PM,Rejected-Finance,L2 bidder,14-Oct-2025 06:05 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2880259,BALIRAM MANGARAJ,09-Apr-2025 11:51 PM,Accepted-AOC,qualified as L1 bidder......,20-Nov-2025 11:10 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2879895,HATIA ROUT,09-Apr-2025 10:39 PM,Rejected-Finance,L2 bidder,14-Oct-2025 06:05 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2881570,MAHAMMAD SARUK,11-Apr-2025 04:00 AM,Rejected-Finance,L2 bidder,14-Oct-2025 06:05 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2881145,NARAYAN PANIGRAHI,10-Apr-2025 08:48 PM,Rejected-Finance,L2 bidder,14-Oct-2025 06:05 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2879910,PRASANTA KUMAR MUDULI,09-Apr-2025 06:55 PM,Rejected-Finance,L2 bidder,14-Oct-2025 06:05 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2881682,PRATAP KUMAR MALLICK,11-Apr-2025 11:39 AM,Rejected-Finance,L2 bidder,14-Oct-2025 06:05 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2880359,SANTOSH KUMAR SWAIN,10-Apr-2025 02:42 PM,Rejected-Finance,L2 bidder,14-Oct-2025 06:05 PM,,,,,,,,,,,,,,AOC
