Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,Document as per DTCN,1.0,ICICI BANK,04-Oct-2025 12:00 PM,14-Oct-2025 01:00 PM,04-Oct-2025 12:00 PM,13-Oct-2025 05:00 PM,NA ,NA ,04-Oct-2025 12:00 PM,13-Oct-2025 05:00 PM,"8,280",No,percentage,1.0%,Nil,Nil,"4,000",0.0,Nil,Nil,No,"E.I. to Construction of New PHC Day Care Building at Dungura under Khaira Block under R.W. Electrical Section, Balasore","E.I. to Construction of New PHC Day Care Building at Dungura under Khaira Block under R.W. Electrical Section, Balasore",Please refer Tender documents. ,NA ,"8,28,013",Electrical Works,NA ,Tender,90.0,180.0,"Dungura under Khaira Block , Balasore",756182.0,NA ,NA ,NA ,"Executive Engineer, R.W EL.DIVN.BBSR At- 1st floo",No ,No,E. E. R.W EL.DIVN.BBSR At- Divn. Complex Rasulgarh,"Executive Engineer, R.W EL.DIVN.BBSR At- 1st floor of Divn. Complex, Rasulgarh Behind Explanade Mall. Dist. Khurda Odisha. Pincode-751010",CE RW I||RW Electrical Circle Bhubaneswar||RW Electrical Division Bhubaneswar,EERWELBBSR- 15/2025-26,2025_CERWI_118695_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,1,3125814,AKSHAYA KUMAR DAS,13-Oct-2025 02:06 PM,Rejected-Finance,looser on lottery,24-Nov-2025 05:21 PM,25-Nov-2025,"INR 703,894",180.0,Chudamani Sethi,28-Nov-2025 10:14 AM,DUNGURAPHC_compressed.pdf (250.00 KB),"Executive Engineer, D.A.O-II, and Estimator of R.W EL.DIVN.BBSR",Internal,,Chudamani Sethi,12-Nov-2025 03:58 PM,techsummary_554211.pdf (634.90 KB),CE RW I||RW Electrical Circle Bhubaneswar||RW Electrical Division Bhubaneswar,2025_CERWI_118695_1,EERWELBBSR- 15/2025-26,"E.I. to Construction of New PHC Day Care Building at Dungura under Khaira Block under R.W. Electrical Section, Balasore","Executive Engineer, D.A.O-II, and Estimator of R.W EL.DIVN.BBSR",Internal,,Chudamani Sethi,24-Nov-2025 05:21 PM,finsummary_554211.pdf (2004.79 KB),Finance,19 nos of bidder participated in tender,Chudamani Sethi,16-Oct-2025 02:52 PM,finance_554211.pdf,BOQ Comparative Chart,1.0,3114120.0,ODISHA INFRASTRUCTURE,INR,"703,894",AOC
,,.xls,boq,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3125383,JAYANTA KUMAR JENA,13-Oct-2025 12:43 PM,Rejected-Finance,looser on lottery,24-Nov-2025 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3125780,MANOJ KUMAR BEHERA,13-Oct-2025 02:11 PM,Rejected-Finance,looser on lottery,24-Nov-2025 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3123059,MS AYUSH ENGINEERING AND COMPANY,13-Oct-2025 02:59 PM,Rejected-Finance,looser on lottery,24-Nov-2025 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3124005,M/S GOURISHANKAR ENTERPRISES.RAMAKANTA MAHANI,12-Oct-2025 02:06 PM,Rejected-Finance,looser on lottery,24-Nov-2025 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3124798,M/S. MAA SANTOSHI ENTERPRISERS,13-Oct-2025 12:35 PM,Rejected-Finance,looser on lottery,24-Nov-2025 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3126040,M/s Maa Subarnmukhi Engineering,13-Oct-2025 03:46 PM,Rejected-Finance,looser on lottery,24-Nov-2025 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3126278,MS RAGHUNATH ENTERPRISES,13-Oct-2025 04:24 PM,Rejected-Finance,looser on lottery,24-Nov-2025 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3125525,MS SARASWOTI ENTERPRISES,13-Oct-2025 01:26 PM,Rejected-Finance,looser on lottery,24-Nov-2025 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3126355,M/S SRI JAGANNATH ELECTRICAL AND CONSTRUCTION,13-Oct-2025 04:47 PM,Rejected-Finance,looser on lottery,24-Nov-2025 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,3114120,ODISHA INFRASTRUCTURE,12-Oct-2025 12:31 PM,Accepted-AOC,ODISHA INFRASTRUCTURE DEPOSITED APS AND ISD.,28-Nov-2025 10:14 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,3124120,R.G. Enterprises,12-Oct-2025 12:41 PM,Rejected-Finance,looser on lottery,24-Nov-2025 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,3126027,Satyam Maharana,13-Oct-2025 03:03 PM,Rejected-Finance,looser on lottery,24-Nov-2025 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,3125939,SBM ENTERPRISES,13-Oct-2025 04:27 PM,Rejected-Finance,looser on lottery,24-Nov-2025 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
