Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"SE,BID,BURLA","O/O THE SE, BID, BURLA","CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||NA",BID-06(1 OF 2)/25-26,2025_CEBBU_119940_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"10,267",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN, GST, LICENSE, AFFIDAVIT AND OTHER RELEVANT DOCUMENTS AS PER DTCN","New construction of pani panchayat office building office of Godbhaga Canal Sub-Division, Godbhaga under Superintending Engineer, Burla Irrigation Division, Burla","New construction of pani panchayat office building office of Godbhaga Canal Sub-Division, Godbhaga under Superintending Engineer, Burla Irrigation Division, Burla",REFER DTCN ,NA ,"10,26,662",Civil Works - Buildings,NEW CONSTRUCTION OF PANI PANCHAYAT OFFICEBUILDING  ,Tender,90.0,45.0,BURLA,768017.0,NA ,NA ,NA ,"O/O THE SE,BID,BURLA",No ,No,"6,000",0.0,Nil,Nil,No,24-Oct-2025 11:00 AM,03-Nov-2025 11:00 AM,24-Oct-2025 11:00 AM,01-Nov-2025 05:00 PM,24-Oct-2025 11:00 AM ,01-Nov-2025 04:00 PM ,24-Oct-2025 11:00 AM,01-Nov-2025 05:00 PM,AOC,1,3172053,Ghanshyam Kar,01-Nov-2025 01:27 PM,Rejected-Finance,Not selected in transparent lottery,13-Nov-2025 06:40 PM,24-Nov-2025,"INR 872,765",45.0,SUBHAMITRA KALO,26-Nov-2025 06:35 PM,AOC1.pdf (869.00 KB),The bidder was awarded the contract being L1 bidder,"SE, BID, BURLA",Internal,SE BID BURLA DAO BID BURLA AEE ESTIMATOR JE ESTIMATOR,SUBHAMITRA KALO,13-Nov-2025 06:25 PM,techsummary_557726.pdf (526.29 KB),"SE, BID, BURLA",Internal,SE BID BURLA DAO BID BURLA AEE ESTIMATOR JE ESTIMATOR,SUBHAMITRA KALO,13-Nov-2025 06:40 PM,finsummary_557726.pdf (526.29 KB),"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||NA",2025_CEBBU_119940_1,BID-06(1 OF 2)/25-26,"New construction of pani panchayat office building office of Godbhaga Canal Sub-Division, Godbhaga under Superintending Engineer, Burla Irrigation Division, Burla",1.0,3171684.0,RABINDRA JHANKAR,INR,"872,765",Finance,summary,SUBHAMITRA KALO,13-Nov-2025 06:08 PM,finance_557726.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3169694,Manoj Kumar Garg,31-Oct-2025 01:20 PM,Rejected-Finance,Not selected in transparent lottery,13-Nov-2025 06:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3169228,M/s Kashish constructions Prop-Priyanshu Agrawal,31-Oct-2025 12:19 PM,Rejected-Finance,Not selected in transparent lottery,13-Nov-2025 06:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3171331,M/S PRAKASH CHANDRA NAYAK,01-Nov-2025 04:05 PM,Rejected-Finance,Not selected in transparent lottery,13-Nov-2025 06:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3171298,M/S RADHAKRUSHNA PANIGRAHI,01-Nov-2025 04:19 PM,Rejected-Finance,Not selected in transparent lottery,13-Nov-2025 06:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3171684,RABINDRA JHANKAR,01-Nov-2025 01:01 PM,Accepted-AOC,Being L1 bidder,26-Nov-2025 06:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3171696,RAJESH JAYASWAL,01-Nov-2025 12:07 PM,Rejected-Finance,Not selected in transparent lottery,13-Nov-2025 06:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3163494,RAMESH CHHANDA,28-Oct-2025 02:32 PM,Rejected-Technical,Non responsive,13-Nov-2025 06:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3163347,RASESWARI PRADHAN,28-Oct-2025 02:13 PM,Rejected-Finance,Not selected in transparent lottery,13-Nov-2025 06:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3169720,Sashi Kumar Agrawal,31-Oct-2025 01:25 PM,Rejected-Finance,Not selected in transparent lottery,13-Nov-2025 06:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
