S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,"C.C.E.R.W. Circle, Cuttack","C.C.E.R.W. Circle, Cuttack","Improvement to Balipada to Dihigop (4.90 Km),Gotara - Praharajpur (0.80 Km), Balipada to Dihigop (2.10Km), Umar - Apilo (0.70km) road under MMSY-Improvement to Existing RD Road in the dist of Cuttack for the year 2024-25",ROAD works,Please refer Tender documents. ,NA ,"9,98,45,400",Civil Works - Roads,NA ,Tender,90.0,360.0,Cuttack,753004.0,NA ,NA ,NA ,"C.C.E.R.W. Circle, Cuttack",No ,No,CE RW I||RWCIRCLE-CUTTACK,Tender Online RWC - 02/25,2025_CERWI_110367_8,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,12-Feb-2025 06:55 PM,25-Feb-2025 11:30 AM,12-Feb-2025 06:55 PM,24-Feb-2025 05:00 PM,12-Feb-2025 06:55 PM ,24-Feb-2025 02:00 PM ,12-Feb-2025 06:55 PM,24-Feb-2025 05:00 PM,25-Jun-2025 04:45 PM,"9,98,454",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper Cost, EMD, GSTIN, RC, PAN, Registration Certificate, Labor License, No Relationship","10,000",0.0,Nil,Nil,No,AOC,1,2833741,AMLAN SAMAL,24-Feb-2025 09:22 AM,Rejected-Finance,Unsucessful bidder,15-Nov-2025 01:19 PM,17-Nov-2025,"INR 84,878,529",360.0,Usharani Behera,17-Nov-2025 11:41 AM,agmt.pdf (160.00 KB),Agmt drawn,Finance,total 9 nos document downloaded,Ajay Kumar Behera,25-Jun-2025 05:28 PM,,BOQ Comparative Chart,1.0,Tender revocation,Tender revocation,25-Jun-2025 10:57 AM,2239.pdf ,691.92,Technical Opening,C.C.E.R.W.Circle Cuttack,Internal,"SERWDIVISION, CUTTACK DAO RW DIVISION JAGATSINGHPUR PA TO CCE",Usharani Behera,25-Jun-2025 04:40 PM,25-Jun-2025 04:45 PM,techsummary_529848.pdf (708.16 KB),C.C.E.R.W.Circle Cuttack,Internal,EE RW Division-II Cuttack DAO RW Division Cuttack PA to CCE,Usharani Behera,15-Nov-2025 01:19 PM,finsummary_529848.pdf (160.36 KB),CE RW I||RWCIRCLE-CUTTACK,2025_CERWI_110367_8,Tender Online RWC - 02/25,"Improvement to Balipada to Dihigop (4.90 Km),Gotara - Praharajpur (0.80 Km), Balipada to Dihigop (2.10Km), Umar - Apilo (0.70km) road under MMSY-Improvement to Existing RD Road in the dist of Cuttack for the year 2024-25",Technical,total 10 nos document downlaoded,Usharani Behera,25-Jun-2025 04:32 PM,,1.0,2835357.0,M/S. AOSS CONSTRUCTION,INR,"84,878,529",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit of Correctness Certificate undertaking duly filled, all affidavits",,,,,,AOC,2,2833339,BRANZO PROJECTS PRIVATE LIMITED,23-Feb-2025 08:00 PM,Rejected-Finance,Unsucessful bidder,15-Nov-2025 01:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"A.T.O from CA, Similar Nature of Work Experience Certificate, Work in Hand Machineries followed by",,,,,,AOC,3,2826145,Kamal Lochan Das,23-Feb-2025 11:22 AM,Rejected-Finance,Unsucessful bidder,15-Nov-2025 01:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,AOC,4,2835357,M/S. AOSS CONSTRUCTION,24-Feb-2025 02:47 PM,Accepted-AOC,Agmt drawn,17-Nov-2025 11:41 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2833272,MS CHANDRA MOHAN OJHA,23-Feb-2025 09:18 PM,Rejected-Technical,Disqualified due to non submission of EMD other state MSME,25-Jun-2025 04:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2822289,MS GLOBAL CONSTRUCTION,17-Feb-2025 02:00 PM,Rejected-Finance,Unsucessful bidder,15-Nov-2025 01:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2827215,OM MAA CONSTRUCTION,24-Feb-2025 10:57 AM,Rejected-Finance,Unsucessful bidder,15-Nov-2025 01:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2830530,PRAMOD KUMAR SWAIN,22-Feb-2025 12:56 PM,Rejected-Finance,Unsucessful bidder,15-Nov-2025 01:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2825057,SATIKANTA BEHERA,19-Feb-2025 11:07 PM,Rejected-Finance,Unsucessful bidder,15-Nov-2025 01:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2830866,SRI BANSHIDHAR PANDA,22-Feb-2025 09:25 PM,Rejected-Finance,Unsucessful bidder,15-Nov-2025 01:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
