Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"Construction of developmental work at various Market Yards and PPCs of Attabira Block and Bheden Block under RMC, Attabira","Godown, covershed, Building, road etc",Please refer Tender documents. ,NA ,"17,94,94,858",Civil Works - Buildings,NA ,Tender,90.0,330.0,Different MYs and PPCs of Attabira and Bheden Bloc,768027.0,NA ,NA ,NA ,"Office of RMC, Attabira",No ,No,Odisha State Agricultural Marketing Board||RMC Attabira,RMC ATTABIRA e-procurement No. 01/2025-26 and TCN No.997 dtd 24.10.2025,2025_OSAMB_120218_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,28-Oct-2025 12:10 PM,12-Nov-2025 11:30 AM,28-Oct-2025 12:15 PM,11-Nov-2025 05:00 PM,NA ,NA ,28-Oct-2025 12:15 PM,11-Nov-2025 05:00 PM,19-Nov-2025 11:30 AM,"10,000",Nil,Nil,No,1,ICICI BANK,"17,94,950",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,As per DTCN,"Sub-Collector,Bargarh-cum-Chairman,RMC, Attabira","At/P.O- Attabira, Dist.Bargarh ( Odisha ) PIN 768027",AOC,1,3202340,SATYA PRAKASH AGRAWAL,11-Nov-2025 11:17 AM,Rejected-AOC,L2 Bidder,29-Nov-2025 02:26 PM,26-Nov-2025,"INR 179,494,858.37",330.0,Sasanka Sekhar Sahani,29-Nov-2025 02:26 PM,Workordercopy.pdf (452.00 KB),Work order,"Sub-Collector,Bargarh-cum-Chairman,RMC,Attabira",Internal,"Secretary,RMC,Attabira,Assistant Engineer,OSAM Board,Bhubaneswar,Junior Engineer,OSAM Board,Bhubaneswar,Accountant,RMC,Attabira",Sasanka Sekhar Sahani,18-Nov-2025 04:27 PM,19-Nov-2025 11:30 AM,techsummary_559188.pdf (261.62 KB),Finance,price bid opened. Proceedings is prepared as per the rate quoted by the bidders.,Sasanka Sekhar Sahani,25-Nov-2025 02:36 PM,finance_559188.pdf,BOQ Comparative Chart,Odisha State Agricultural Marketing Board||RMC Attabira,2025_OSAMB_120218_1,RMC ATTABIRA e-procurement No. 01/2025-26 and TCN No.997 dtd 24.10.2025,"Construction of developmental work at various Market Yards and PPCs of Attabira Block and Bheden Block under RMC, Attabira",Technical,Technical bid opened. The proceedings after evaluating the bids submitted by the bidders is prepared. The price bid will be opened on 19.11.2025 at 11.30 AM,Sasanka Sekhar Sahani,18-Nov-2025 04:23 PM,technical_559188.pdf,"Sub-Collector,Bargarh-cum-Chairman,RMC,Attabira",Internal,"Secretary,RMC,Attabira,Assistant Engineer,OSAM Board,Bhubaneswar,Junior Engineer,OSAM Board,Bhubaneswar and Accountant,RMC,Attabira",Sasanka Sekhar Sahani,25-Nov-2025 02:41 PM,finsummary_559188.pdf (511.52 KB),1.0,3183898.0,toshabantadash,INR,"179,475,114",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,2,Finance,.xls,BOQ,,,AOC,2,3183898,toshabantadash,06-Nov-2025 11:28 AM,Accepted-AOC,L1 Bidder,29-Nov-2025 02:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
