Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,21-Feb-2025 05:00 PM,03-Mar-2025 11:00 AM,21-Feb-2025 05:00 PM,01-Mar-2025 05:00 PM,21-Feb-2025 05:00 PM ,28-Feb-2025 05:00 PM ,21-Feb-2025 05:00 PM,01-Mar-2025 05:00 PM,"28,200",Yes,fixed,,Nil,Nil,Rural Water Supply and Sanitation||RWSS Circle Berhampur||RWSS Division Bhanjanagar,SE RWSS BNJ19 of 2024-25,2025_RWSS_111039_8,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of Intake Well at Nuaudhura in Bellaguntha Block,Construction of Intake Well at Nuaudhura in Bellaguntha Block,Technical Evaluation ,NA ,"28,13,604",Civil Works - Water Works,Drinking Water ,Tender,90.0,90.0,Construction of Intake Well at Nuaudhura in Bellag,761126.0,NA ,NA ,NA ,SE RWSS Division Bhanjanagar,No ,No,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,SE RWSS Division Bhanjanagar,SE RWSS Division Bhanjanagar,AOC,SE RWSS Divin Bhanjanagar,Internal,,Nihar Ranjan Swain,24-Nov-2025 10:22 AM,techsummary_531175.pdf (462.65 KB),1.0,2841928.0,SWADHIN KUMAR BEHERA,INR,"2,391,845",Rural Water Supply and Sanitation||RWSS Circle Berhampur||RWSS Division Bhanjanagar,2025_RWSS_111039_8,SE RWSS BNJ19 of 2024-25,Construction of Intake Well at Nuaudhura in Bellaguntha Block,1,2842185,BAINATH BISHOE,01-Mar-2025 03:48 PM,Rejected-AOC,4th Lowest,24-Nov-2025 10:31 AM,SE RWSS Divn Bhanjanagar,Internal,,Nihar Ranjan Swain,24-Nov-2025 10:26 AM,finsummary_531175.pdf (462.65 KB),Finance,Five bidder have participated in the Work,Nihar Ranjan Swain,24-Nov-2025 10:18 AM,,BOQ Comparative Chart,24-Nov-2025,"INR 2,391,845",90.0,Nihar Ranjan Swain,24-Nov-2025 10:31 AM,NuaUdhuraWO.pdf (277.00 KB),Sri Swadhin Kumar Behera has awarded the work,AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC,,,,,,,,,,,,,,,,2,2841966,BISWANATH PRADHAN,01-Mar-2025 11:12 AM,Rejected-AOC,3rd Lowest,24-Nov-2025 10:31 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3,2842175,DEBASIS GOUDA,01-Mar-2025 03:15 PM,Rejected-AOC,5th Lowest,24-Nov-2025 10:31 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,4,2841960,RAMACHANDRA NAIK,01-Mar-2025 10:56 AM,Rejected-AOC,2nd Lowest,24-Nov-2025 10:31 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,5,2841928,SWADHIN KUMAR BEHERA,01-Mar-2025 10:01 AM,Accepted-AOC,1st Lowest and awarded the work,24-Nov-2025 10:31 AM,,,,,,,,,,,,,,,,,,,,AOC
