Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"VALID CDMS,GST,PAN,REG CERTIFICATE, NO RELATION,AFFIDEFIT, OTHER DOCUMENT AS DTCN","6,250",Yes,fixed,,Nil,Nil,"4,000",0.0,Nil,Nil,No,"CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani||MI Division Bhanjanagar",BID IDENTIFICATION NO_SEMIDN_07_OF2025_26,2025_CEMIB_117589_4,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,03-Sep-2025 10:00 AM,10-Sep-2025 11:00 AM,03-Sep-2025 10:00 AM,09-Sep-2025 05:00 PM,NA ,NA ,03-Sep-2025 10:00 AM,09-Sep-2025 05:00 PM,1.0,ICICI BANK,Improvement to Baghuapalli Check Dam in Bhapur Block of Nayagarh district under Improvement to Check Dam grant for the year 2025-26,Improvement to Baghuapalli Check Dam in Bhapur Block of Nayagarh district under Improvement to Check Dam grant for the year 2025-26.,Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,90.0,30.0,SUPERINTENDING ENGINEER M I DIVISION NAYAGARH,752070.0,NA ,NA ,NA ,SUPERINTENDING ENGINEER M I DIVISION NAYAGARH,No ,No,SUPERINTENDING ENGINEER M I DIVISION NAYAGARH,SUPERINTENDING ENGINEER M I DIVISION NAYAGARH,AOC,Er. Suprava Kanhar(SE),Internal,"Saurabh Pandey (DA), Er. Nibedita Nath (AE, Estr.), Er. Subarna Khilla (JE, Estr.)",SUPRAVA KANHAR,27-Nov-2025 01:36 PM,finsummary_551161.pdf (639.39 KB),"CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani||MI Division Bhanjanagar",2025_CEMIB_117589_4,BID IDENTIFICATION NO_SEMIDN_07_OF2025_26,Improvement to Baghuapalli Check Dam in Bhapur Block of Nayagarh district under Improvement to Check Dam grant for the year 2025-26,1.0,3068946.0,FIDA HOSEN KHAN,INR,"531,295.12",Finance,Out of total 23nos of bidders 23nos of bidders Technically qualified for opening their bid documents,NIBEDITA NATH,30-Oct-2025 05:22 PM,finance_551161.pdf,BOQ Comparative Chart,1,3069701,ANANDA KUMAR PANDA,08-Sep-2025 05:27 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,28-Nov-2025 09:04 PM,28-Nov-2025,"INR 531,295.12",30.0,SUPRAVA KANHAR,28-Nov-2025 09:04 PM,WorkOrder07_4_25_26.pdf (728.00 KB),AOC,Er. Suprava Kanhar(SE),Internal,"Saurabh Pandey (DA), Er. Nibedita Nath (AE, Estr.), Er. Subarna Khilla (JE, Estr.)",SUPRAVA KANHAR,27-Nov-2025 12:35 PM,techsummary_551161.pdf (639.38 KB),AOC
,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3063933,Bidyadhar Barad,05-Sep-2025 09:35 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,28-Nov-2025 09:04 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3070572,BISWARANJAN ROUTRAY,09-Sep-2025 08:53 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,28-Nov-2025 09:04 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3071033,CHANDRAKANT MOHANTY,09-Sep-2025 11:17 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,28-Nov-2025 09:04 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3068946,FIDA HOSEN KHAN,08-Sep-2025 01:46 PM,Accepted-AOC,Successful during Transparent Lottery,28-Nov-2025 09:04 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3066894,JANAKI NAYAK,08-Sep-2025 11:15 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,28-Nov-2025 09:04 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3068113,JITENDRA KUMAR SAHOO,09-Sep-2025 11:46 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,28-Nov-2025 09:04 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3071078,LALITA SENAPATI,09-Sep-2025 11:46 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,28-Nov-2025 09:04 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3071363,MANORAMA DALEI,09-Sep-2025 03:19 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,28-Nov-2025 09:04 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3071222,NITYANANDA SAHOO,09-Sep-2025 12:05 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,28-Nov-2025 09:04 PM,,,,,,,,,,,,,,AOC
