Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,03-Nov-2025 12:18 PM,techsummary_552605.pdf (2291.73 KB),03-Nov-2025,"INR 356,630",30.0,Soubhagya Kumar Das,03-Nov-2025 12:36 PM,12TCN3.pdf (2292.00 KB),1,3092080,AIRAKHARABALA PATRA,21-Sep-2025 12:42 PM,Rejected-AOC,Not Qualified,03-Nov-2025 12:36 PM,1.0,3089261.0,MADHUSMITA PAL,INR,"356,630",Finance,Document Downloaded,Priyadarshini Behera,25-Sep-2025 12:56 PM,finance_552605.pdf,BOQ Comparative Chart,Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,03-Nov-2025 12:28 PM,finsummary_552605.pdf (2291.73 KB),CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,2025_CERWI_118062_1,03SERWBLS,SR to GHD Building at Bandhana for the year 2025-26,AOC,15-Sep-2025 10:00 AM,23-Sep-2025 11:00 AM,15-Sep-2025 10:00 AM,22-Sep-2025 05:00 PM,15-Sep-2025 10:00 AM ,22-Sep-2025 01:00 PM ,15-Sep-2025 10:00 AM,22-Sep-2025 05:00 PM,"2,000",0.0,Nil,Nil,No,SR to GHD Building at Bandhana for the year 2025-26,SR to GHD Building at Bandhana for the year 2025-26,NA ,NA ,"4,19,516",Civil Works - Buildings,NA ,Tender,90.0,30.0,Balasore,756001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, BALASORE",No ,No,"4,195",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,03SERWBLS,2025_CERWI_118062_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"P. cost, EMD, RC, Pan, Valid GSTIN, Affidavit and other as per DTCN",Divisional Officer,"RURAL WORKS DIVISION, BALASORE",AOC
,,,,,,,,,,,,2,3091916,AJIT KUMAR PATRA,21-Sep-2025 11:41 AM,Rejected-AOC,Not Qualified,03-Nov-2025 12:36 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Boq,,,AOC
,,,,,,,,,,,,3,3091883,ANIRUDHA MANIK,21-Sep-2025 11:17 AM,Rejected-AOC,Not Qualified,03-Nov-2025 12:36 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,3090450,BANCHHANIDHI PARIDA,20-Sep-2025 07:02 PM,Rejected-AOC,Not Qualified,03-Nov-2025 12:36 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,3095135,Bashanti Das,22-Sep-2025 03:46 PM,Rejected-AOC,Not Qualified,03-Nov-2025 12:36 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,3087407,BHAGYASHREE JENA,19-Sep-2025 08:32 AM,Rejected-AOC,Not Qualified,03-Nov-2025 12:36 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,3092363,BHAJAHARI PARIDA,21-Sep-2025 03:30 PM,Rejected-AOC,Not Qualified,03-Nov-2025 12:36 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,3094896,CHANDAN KUMAR SINGH,22-Sep-2025 04:27 PM,Rejected-AOC,Not Qualified,03-Nov-2025 12:36 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,3091285,Daitari Rout,20-Sep-2025 07:19 PM,Rejected-AOC,Not Qualified,03-Nov-2025 12:36 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,3089619,GOPINATH SAHU,20-Sep-2025 06:44 PM,Rejected-AOC,Not Qualified,03-Nov-2025 12:36 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
