Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"Superintending EngineerMechanicalDivision,Cuttack","OFFICE OF THE SUPERINTENDING ENGINEER, MECHANICAL DIVISION, JAGATPUR, CUTTACK",1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,GST,PAN,AFFIDAVIT AND ALL OTHER DOCUMENTS AS PER DTCN",08-Jul-2025 11:00 AM,17-Jul-2025 11:00 AM,08-Jul-2025 11:00 AM,16-Jul-2025 05:00 PM,08-Jul-2025 11:00 AM ,16-Jul-2025 05:00 PM ,08-Jul-2025 11:00 AM,16-Jul-2025 05:00 PM,"8,500",No,fixed,,Nil,Nil,Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Cuttack,SE/MDC-08(02)/2025-26,2025_CEMWR_115177_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,Renovation of gates with shutters of check dam at Mundida on Sundarkani D/C under Drainage Division Jagatsinghpur for the year 2025-26.,Renovation of gates with shutters of check dam at Mundida on Sundarkani D/C under Drainage Division Jagatsinghpur for the year 2025-26.,Please refer Tender documents. ,NA ,"8,42,349",Mechanical Works,NA ,Tender,90.0,30.0,Raghunathpur,754132.0,NA ,NA ,NA ,CUTTACK,No ,No,1.0,ICICI BANK,AOC,"SUPERINTENDING ENGINEER, MECHANICAL DIVISION, JAGATPUR, CUTTACK",Internal,,BISHNU NARAYAN MOHAPATRA,01-Nov-2025 01:42 PM,finsummary_545254.pdf (1035.21 KB),Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Cuttack,2025_CEMWR_115177_1,SE/MDC-08(02)/2025-26,Renovation of gates with shutters of check dam at Mundida on Sundarkani D/C under Drainage Division Jagatsinghpur for the year 2025-26.,1.0,2996122.0,M/S SHREE INDUSTRIES,INR,"716,081",Finance,All bid documents are downloaded successfully.,BISHNU NARAYAN MOHAPATRA,17-Jul-2025 02:12 PM,,BOQ Comparative Chart,1,3000163,ABHISEKH ENTERPRISERS,15-Jul-2025 05:49 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 12:49 PM,01-Nov-2025,"INR 716,081",30.0,BISHNU NARAYAN MOHAPATRA,01-Nov-2025 06:04 PM,82A.pdf (1135.00 KB),"SUPERINTENDING ENGINEER, MECHANICAL DIVISION, JAGATPUR, CUTTACK",Internal,,BISHNU NARAYAN MOHAPATRA,01-Nov-2025 12:49 PM,techsummary_545254.pdf (800.01 KB),AOC
,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,2,2997154,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",12-Jul-2025 09:33 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 12:49 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2999615,BANASHREE BHUYAN,16-Jul-2025 12:44 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 12:49 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2999618,LAXMIDHRA BHUYAN,16-Jul-2025 12:08 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 12:49 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2998920,M/S Abirvab Steel Product,16-Jul-2025 01:08 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 12:49 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2993712,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,15-Jul-2025 01:03 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 12:49 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2998942,M/S Ashreebad Fabricators,16-Jul-2025 01:51 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 12:49 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2993726,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,15-Jul-2025 01:09 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 12:49 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3000682,M/S JAGANNATH AGRICULTURAL IMPLEMENTS WORKSHOP,16-Jul-2025 12:41 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 12:49 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3000397,M/S KALINGA METAL PRODUCT (PROP. SMT BASANTILATA MOHANTY,15-Jul-2025 09:25 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 12:49 PM,,,,,,,,,,,,,AOC
