Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Finance,12 NOS OF BIDDERS HAVE PARTICIPATED,Amiya Kumar Mudali,12-Sep-2025 12:39 PM,,BOQ Comparative Chart,17-Nov-2025,"INR 1,504,405.82",120.0,Amiya Kumar Mudali,17-Nov-2025 11:46 AM,24_workorder.pdf (388.00 KB),1,3074372,Babu Sethy,10-Sep-2025 03:50 PM,Rejected-AOC,Loser in transparency lottery,17-Nov-2025 11:46 AM,1.0,3068567.0,BIJAYA KUMAR SAHU,INR,"1,504,405.82","CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||GANJAM I",2025_CEMIB_117502_12,Online Tender /02/ GMID-I/2025-26,Improvement to Hetabandha Hatiadi MIP,SE M.I DIVIN GM-I,Internal,,Amiya Kumar Mudali,17-Nov-2025 11:39 AM,techsummary_550851.pdf (243.50 KB),SE M.I DIVIN GM-I,Internal,,Amiya Kumar Mudali,17-Nov-2025 11:41 AM,finsummary_550851.pdf (243.50 KB),AOC,"6,000",0.0,Nil,Nil,No,"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||GANJAM I",Online Tender /02/ GMID-I/2025-26,2025_CEMIB_117502_12,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Improvement to Hetabandha Hatiadi MIP,Improvement to Hetabandha Hatiadi in Digapahandi Block under Critical Grant,Please refer Tender documents. ,NA ,"18,50,000",Civil Works - Others,NA ,Tender,90.0,120.0,Digapahandi,761012.0,NA ,NA ,NA ,"SE MI DIVIN GM-I,BAM",No ,No,"SE MI DIVIN GM-I,BAM","SE MI DIVIN GM-I,BAM,ENGINEERING SCHOOL ROAD","18,500",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"GST,PAN,AFFIDAVIT, NO RELATION, SCHEDULE-E, CDMS COPY OF REGISTRATION CERTIFICATE",02-Sep-2025 10:00 AM,12-Sep-2025 11:00 AM,02-Sep-2025 10:00 AM,11-Sep-2025 05:00 PM,02-Sep-2025 10:00 AM ,10-Sep-2025 05:00 PM ,02-Sep-2025 10:00 AM,11-Sep-2025 05:00 PM,AOC
,,,,,,,,,,,,2,3068567,BIJAYA KUMAR SAHU,08-Sep-2025 03:40 PM,Accepted-AOC,winner in transparency lottery,17-Nov-2025 11:46 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,AOC
,,,,,,,,,,,,3,3074224,GAYATRI PRADHAN,10-Sep-2025 02:56 PM,Rejected-AOC,Loser in transparency lottery,17-Nov-2025 11:46 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,3073634,GHANTA SURYA REDDY,10-Sep-2025 12:18 PM,Rejected-AOC,Loser in transparency lottery,17-Nov-2025 11:46 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,3073909,GOKUL KUMAR SAHU,10-Sep-2025 01:24 PM,Rejected-AOC,Loser in transparency lottery,17-Nov-2025 11:46 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,3073719,Hari Chandra Sethi,10-Sep-2025 01:04 PM,Rejected-AOC,Loser in transparency lottery,17-Nov-2025 11:46 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,3067069,KABITA SAHU,07-Sep-2025 11:45 AM,Rejected-AOC,Loser in transparency lottery,17-Nov-2025 11:46 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,3073343,MITHUN KUMAR SAHU,10-Sep-2025 10:42 AM,Rejected-AOC,Loser in transparency lottery,17-Nov-2025 11:46 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,3064706,MUNA SETHI,05-Sep-2025 05:37 PM,Rejected-AOC,Loser in transparency lottery,17-Nov-2025 11:46 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,3068835,Narasingha Sethi,08-Sep-2025 01:27 PM,Rejected-AOC,Loser in transparency lottery,17-Nov-2025 11:46 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
