Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Superintending Engineer,Internal,,kamadev das,17-Jun-2025 10:02 AM,techsummary_536592.pdf (68.67 KB),07-Nov-2025,"INR 3,782,561",180.0,kamadev das,09-Nov-2025 11:02 AM,12.pdf (65.00 KB),1,2899001,ABHIJIT SAHOO,28-Apr-2025 09:06 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,17-Jun-2025 10:10 AM,Finance,"The opening of the Technical and Financial Bid, it is found that 56 nos. of bidder has been participated in the above said work",kamadev das,01-May-2025 08:46 AM,,BOQ Comparative Chart,1.0,2899734.0,PHILLURAJ MALLIK,INR,"3,782,561","CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE,Jagatsinghpur Irr Division,Jagatsinghpur",2025_CELBB_112501_3,NOTICE NO.JID-01 OF 2025-26,Construction of protection wall on right bank of Disty. No.10 main from RD 2.020 to 2.300 Km,Superintending Engineer,Internal,,kamadev das,17-Jun-2025 10:10 AM,finsummary_536592.pdf (68.67 KB),AOC,16-Apr-2025 10:00 AM,30-Apr-2025 11:00 AM,16-Apr-2025 10:00 AM,29-Apr-2025 05:30 PM,NA ,NA ,16-Apr-2025 10:00 AM,29-Apr-2025 05:30 PM,Construction of protection wall on right bank of Disty. No.10 main from RD 2.020 to 2.300 Km,Civil Works,Please refer Tender documents. ,NA ,"44,49,548",Civil Works - Others,NA ,Tender,90.0,180.0,Jagatsinghpur,754103.0,NA ,NA ,NA ,"O/o the S.E, Jagatsinghpur Irrigation Division",No ,No,Superintending Engineer,"Jagatsinghpur Irrigation Division, Jagatsinghpur",1.0,ICICI BANK,"44,500",Yes,fixed,,Nil,Nil,"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE,Jagatsinghpur Irr Division,Jagatsinghpur",NOTICE NO.JID-01 OF 2025-26,2025_CELBB_112501_3,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor R.C, Affidavit, NRC, undertakings, GSTIN, PAN and any other documents as per SBD/DTCN","6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,2,2895770,AJAY KUMAR BISWAL,26-Apr-2025 03:11 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,17-Jun-2025 10:10 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,AOC
,,,,,,,,,,,,3,2899990,AMULYA KUMAR JENA,29-Apr-2025 04:58 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,17-Jun-2025 10:10 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,2894003,ANANDA KABU,28-Apr-2025 06:56 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,17-Jun-2025 10:10 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,2899453,ANSUMAN BHUYAN,29-Apr-2025 10:07 AM,Rejected-Finance,Due to unsuccessful tender on lottery system,17-Jun-2025 10:10 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,2899174,ANSUMAN GURUDATTA MOHANTY,29-Apr-2025 01:04 AM,Rejected-Finance,Due to unsuccessful tender on lottery system,17-Jun-2025 10:10 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,2900854,ASHIS DAS,29-Apr-2025 05:25 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,17-Jun-2025 10:10 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,2898816,BANDITA BHUYAN,28-Apr-2025 07:35 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,17-Jun-2025 10:10 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,2896715,BIBHU CHARAN MALLICK,27-Apr-2025 07:29 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,17-Jun-2025 10:10 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,2897222,BIKASH CHANDRA NAYAK,27-Apr-2025 09:31 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,17-Jun-2025 10:10 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
