Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"6,000",0.0,Nil,Nil,No,06-Sep-2025 10:00 AM,16-Sep-2025 10:00 AM,06-Sep-2025 10:00 AM,15-Sep-2025 05:00 PM,NA ,NA ,06-Sep-2025 10:00 AM,15-Sep-2025 05:00 PM,"31,009",Yes,fixed,,Nil,Nil,Construction of Additional Dormitories with Toilet and bath for Girls at Damingia AS under Phiringia Block,Construction of Additional Dormitories with Toilet and bath for Girls at Damingia AS under Phiringia Block,Please refer Tender documents. ,NA ,"31,00,931",Civil Works - Buildings,NA ,Tender,90.0,180.0,"ITDA , PHULBANI",762001.0,NA ,NA ,NA ,ITDA PHULBANI,No ,No,"PA ITDA , PHULBANI","ITDA , PHULBANI",1.0,Fee/PreQual/Technical/Finance,.pdf,Technical Bids,"ST and SC Development Deptt||ITDA, Phulbani",PAITDA PLB_02 of 2025-26,2025_STSCD_117619_16,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1,ICICI BANK,AOC,"PA ITDA, PHULBANI",Internal,Members of ITDA Phulbani,Gadardhar Patra,20-Sep-2025 05:49 PM,techsummary_551567.pdf (331.60 KB),PA ITDA Phulbani,Internal,Members of ITDA Phulbani,Jaya Prakash Jena,26-Nov-2025 04:31 PM,finsummary_551567.pdf (700.87 KB),Finance,All Bidders are Admitted,Jaya Prakash Jena,16-Sep-2025 03:48 PM,,BOQ Comparative Chart,26-Nov-2025,"INR 3,136,960",180.0,Gadardhar Patra,26-Nov-2025 05:39 PM,work16.pdf (395.00 KB),1.0,3081796.0,SARALA NAYAK,INR,"3,136,960","ST and SC Development Deptt||ITDA, Phulbani",2025_STSCD_117619_16,PAITDA PLB_02 of 2025-26,Construction of Additional Dormitories with Toilet and bath for Girls at Damingia AS under Phiringia Block,1,3078462,M/S MAMATA MAHAPATRA,13-Sep-2025 06:30 PM,Rejected-Finance,Not Selected in Lottery,26-Nov-2025 04:31 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Financial bid,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3081796,SARALA NAYAK,15-Sep-2025 04:22 PM,Accepted-AOC,Awarded the work in Lottery,26-Nov-2025 05:39 PM,AOC
