Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,Summary,Sanjib Kumar Behera,01-Jun-2025 01:02 PM,,BOQ Comparative Chart,1.0,2928449.0,"M/s Ramchandi Construction, Nayagargh",INR,"2,251,316",EIC-CIVIL||SERNB-CIRCLE-KHURDA||EE Nayagarh Rnb Division,2025_EICCL_113387_5,eTCN01,Shifting and relocation of existing 11Kv lines to the side from Sadar PS to waste management site Khetribarapur dist Nayagarh under electrical Section Nayagarh,Sanjib Kumar Behera,Internal,,Sanjib Kumar Behera,27-Nov-2025 04:11 PM,finsummary_539383.pdf (505.45 KB),Sanjib Kumar Behera,Internal,,Sanjib Kumar Behera,08-Jun-2025 03:41 PM,techsummary_539383.pdf (522.87 KB),1,2929727,BABA ELECTRICAL CONSTRUCTION,23-May-2025 12:10 PM,Rejected-Finance,Selected through transparency lottery,27-Nov-2025 04:11 PM,27-Nov-2025,"INR 2,251,316",30.0,Sanjib Kumar Behera,27-Nov-2025 04:13 PM,WOShiftingSadarPSToKhetribarapur.pdf (971.00 KB),AOC,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,EIC-CIVIL||SERNB-CIRCLE-KHURDA||EE Nayagarh Rnb Division,eTCN01,2025_EICCL_113387_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,15-May-2025 10:00 AM,26-May-2025 11:00 AM,15-May-2025 10:00 AM,23-May-2025 05:00 PM,NA ,NA ,15-May-2025 10:00 AM,23-May-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,Shifting and relocation of existing 11Kv lines to the side from Sadar PS to waste management site Khetribarapur dist Nayagarh under electrical Section Nayagarh,Shifting and relocation of existing 11Kv lines to the side from Sadar PS to waste management site Khetribarapur dist Nayagarh under electrical Section Nayagarh,Please refer Tender documents. ,NA ,"26,48,296",Electrical Works,NA ,Tender,90.0,30.0,Nayagarh,752069.0,NA ,NA ,NA ,Nayagarh RandB Division,No ,No,Superintending Engineer,Nayagarh RandB Division,"26,483",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2926543,Dillip Ranjan Das,20-May-2025 06:16 PM,Rejected-Finance,Selected through transparency lottery,27-Nov-2025 04:11 PM,,,,,,,AOC,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"DTCN, Licence, PAN, GST, affidavit etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2930010,M/S. M.C.C. ASSOCIATES,23-May-2025 02:13 PM,Rejected-Finance,Selected through transparency lottery,27-Nov-2025 04:11 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2928449,"M/s Ramchandi Construction, Nayagargh",22-May-2025 01:25 PM,Accepted-AOC,AOC,27-Nov-2025 04:13 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2929715,POWERTECH ENGINEERING.TAPAS RANJAN PATI,23-May-2025 12:18 PM,Rejected-Finance,Selected through transparency lottery,27-Nov-2025 04:11 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2929175,SHANKAR GOURI INDUSTRIES PRIVATE LIMITED,23-May-2025 02:09 PM,Rejected-Finance,Selected through transparency lottery,27-Nov-2025 04:11 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
