Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,TENDER OPENED,SUJIT KUMAR MOHANTY,01-Aug-2025 04:12 PM,finance_546938.pdf,BOQ Comparative Chart,Sujit Kumar Mohanty,Internal,"EE,ESTR,DA",SUJIT KUMAR MOHANTY,21-Nov-2025 02:43 PM,finsummary_546938.pdf (1026.05 KB),21-Nov-2025,"INR 1,878,855",90.0,SUJIT KUMAR MOHANTY,21-Nov-2025 02:44 PM,Tainlo.pdf (1026.00 KB),Work order and agreement completed,1,3018713,AGRAWALLA POWER INFRASTRUCTURE,31-Jul-2025 01:35 PM,Rejected-Technical,Rejected,21-Nov-2025 02:39 PM,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI,Division, Bhubaneswar",2025_OLIC_115902_4,BID NO-1910/2025-26 DT.19.07.2025,REVIVAL AND RE-ENERGISATION OF TAINLO LIP UNDER KAKATAPUR BLOCK OF PURI DISTRICT UNDER PLAN FUND 2024-25,1.0,3019416.0,ALOK KUMAR SETHY,INR,"1,878,855",Sujit Kumar Mohanty,Internal,"EE,ESTR,DA",SUJIT KUMAR MOHANTY,21-Nov-2025 02:39 PM,techsummary_546938.pdf (1026.06 KB),AOC,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI,Division, Bhubaneswar",BID NO-1910/2025-26 DT.19.07.2025,2025_OLIC_115902_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"19,775",Yes,percentage,1.0%,Nil,Nil,REVIVAL AND RE-ENERGISATION OF TAINLO LIP UNDER KAKATAPUR BLOCK OF PURI DISTRICT UNDER PLAN FUND 2024-25,REVIVAL AND RE-ENERGISATION OF TAINLO LIP UNDER KAKATAPUR BLOCK OF PURI DISTRICT UNDER PLAN FUND 2024-25,Please Refer Tender Documents ,NA ,"19,77,534",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,KAKATAPUR,752001.0,NA ,NA ,NA ,EE LI DIVISION BHUBANESWAR,No ,No,24-Jul-2025 10:00 AM,01-Aug-2025 11:00 AM,24-Jul-2025 10:00 AM,31-Jul-2025 05:00 PM,24-Jul-2025 10:00 AM ,31-Jul-2025 05:00 PM ,24-Jul-2025 10:00 AM,31-Jul-2025 05:00 PM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,TENDER PAPER COST EMD AND ALL OTHER DOCUMENTS AS PER DTCN,EE LI DIVISION BHUBANESWAR,EE LI DIVISION BHUBANESWAR,"7,080",0.0,Nil,Nil,Yes,AOC
,,,,,,,,,,,,,,,,,,,2,3019416,ALOK KUMAR SETHY,31-Jul-2025 04:20 PM,Accepted-AOC,Work order and agreement completed,21-Nov-2025 02:44 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,3019303,ASHOK PANI,31-Jul-2025 02:44 PM,Rejected-Technical,Rejected,21-Nov-2025 02:39 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,3019278,Chandrika Nanda,31-Jul-2025 02:20 PM,Rejected-Technical,Rejected,21-Nov-2025 02:39 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,3016907,GAGAN BIHARI SAHOO,31-Jul-2025 01:17 PM,Rejected-Technical,Rejected,21-Nov-2025 02:39 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,3018976,ISWAR CHANDRA PARIDA,31-Jul-2025 11:46 AM,Rejected-Technical,Rejected,21-Nov-2025 02:39 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,3019434,MALAYA RANJAN DAS,31-Jul-2025 04:28 PM,Rejected-Technical,Rejected,21-Nov-2025 02:39 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,3019209,M/S. BALIYARSINGH ELECTRICAL ENGINEERING & CONSTRUCTION,31-Jul-2025 02:50 PM,Rejected-Technical,Rejected,21-Nov-2025 02:39 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,3018468,RAJESH KUMAR SAHOO,31-Jul-2025 12:06 PM,Rejected-Technical,Rejected,21-Nov-2025 02:39 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,3016558,SHREE KISHAN ENTERPRISES,29-Jul-2025 02:10 PM,Rejected-Technical,Rejected,21-Nov-2025 02:39 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,11,3019292,SUKANTA KUMAR SAHOO,31-Jul-2025 04:21 PM,Rejected-Technical,Rejected,21-Nov-2025 02:39 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
