S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage
1.0,2978715.0,Dillip Ranjan Das,INR,"2,310,433",Finance,s,Sanjib Kumar Behera,30-Jun-2025 12:24 PM,,BOQ Comparative Chart,Sanjib Kumar Behera,Internal,,Sanjib Kumar Behera,26-Nov-2025 02:58 PM,finsummary_543724.pdf (540.96 KB),EIC-CIVIL||SERNB-CIRCLE-KHURDA||EE Nayagarh Rnb Division,2025_EICCL_114636_3,eTCN02,Supply Installation Testing Inspection and Commissioning of HTMU DP and 250 KVA 11/ 0.4 KV (Cu) Transformer with Tap Changer BIS Energy level II substation JMFC Dasapalla in the district of Nayagarh,Sanjib Kumar Behera,Internal,,Sanjib Kumar Behera,26-Nov-2025 02:55 PM,techsummary_543724.pdf (511.32 KB),1,2981583,AB POWER,27-Jun-2025 04:39 PM,Rejected-Finance,Selected through transparency Lottery,26-Nov-2025 02:58 PM,26-Nov-2025,"INR 2,310,433",30.0,Sanjib Kumar Behera,26-Nov-2025 03:00 PM,Wo250KVATransformerJMFCDaspalla.pdf (980.00 KB),AOC,20-Jun-2025 02:00 PM,28-Jun-2025 11:00 AM,20-Jun-2025 02:00 PM,27-Jun-2025 05:00 PM,NA ,NA ,20-Jun-2025 02:00 PM,27-Jun-2025 05:00 PM,Supply Installation Testing Inspection and Commissioning of HTMU DP and 250 KVA 11/ 0.4 KV (Cu) Transformer with Tap Changer BIS Energy level II substation JMFC Dasapalla in the district of Nayagarh,Supply Installation Testing Inspection and Commissioning of HTMU DP and 250 KVA 11/ 0.4 KV (Cu) Transformer with Tap Changer BIS Energy level II substation JMFC Dasapalla in the district of Nayagarh,Please refer Tender documents. ,NA ,"27,17,836",Electrical Works,NA ,Tender,90.0,30.0,Nayagarh,752069.0,NA ,NA ,NA ,Nayagarh RandB Division,No ,No,EIC-CIVIL||SERNB-CIRCLE-KHURDA||EE Nayagarh Rnb Division,eTCN02,2025_EICCL_114636_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,S.E,Nayagarh RandB Division,"6,000",0.0,Nil,Nil,No,"27,178",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2981497,A R INFRA,27-Jun-2025 02:36 PM,Rejected-Finance,Selected through transparency Lottery,26-Nov-2025 02:58 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,.pdf,"DTCN, LICENCE, PAN, GST, affidavit ETC.",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2981331,ARMAN ENGINEERING PROJECTS PRIVATE LIMITED,27-Jun-2025 12:57 PM,Rejected-Finance,Selected through transparency Lottery,26-Nov-2025 02:58 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2978715,Dillip Ranjan Das,23-Jun-2025 10:06 PM,Accepted-AOC,AOC,26-Nov-2025 03:00 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2979435,M/S. M.C.C. ASSOCIATES,24-Jun-2025 07:40 PM,Rejected-Finance,Selected through transparency Lottery,26-Nov-2025 02:58 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2980578,"M/s Ramchandi Construction, Nayagargh",26-Jun-2025 12:23 PM,Rejected-Finance,Selected through transparency Lottery,26-Nov-2025 02:58 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
