Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Municipal Bodies||Cuttack Municipal Corporation,2025_ORULB_112214_10,MC(CMC)CTC_Div-IIINo.1/2025-26,Construction of Balance road at Ramadevi Samabaya Nagar in Ward No.49.,1.0,2886228.0,PURNA CHANDRA NAYAK,INR,"2,091,957.47",1,2886730,HRUSHIKESH SAHOO,17-Apr-2025 11:50 AM,Rejected-AOC,Rejected,15-Nov-2025 07:09 PM,15-Nov-2025,"INR 2,091,957.47",90.0,Antarjyamee Patra,15-Nov-2025 07:08 PM,2746.pdf (1250.00 KB),WO,Finance,Seven bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified.,Sanjukta Sa,23-Apr-2025 01:54 PM,finance_535629.pdf,BOQ Comparative Chart,Deputy Executive Engineer,Internal,Executive Engineer,Antarjyamee Patra,15-Nov-2025 07:02 PM,finsummary_535629.pdf (415.49 KB),Deputy Executive Engineer,Internal,Executive Engineer,Antarjyamee Patra,15-Nov-2025 06:57 PM,techsummary_535629.pdf (433.75 KB),AOC,Construction of Balance road at Ramadevi Samabaya Nagar in Ward No.49.,Construction of Balance road at Ramadevi Samabaya Nagar in Ward No.49.,Please refer Tender documents. ,NA ,"24,60,837",Civil Works - Others,NA ,Tender,120.0,90.0,CMC,753012.0,NA ,NA ,NA ,"Bikash Bhawan,Jagannath Lane,Badambadi-753012",No ,No,1.0,1ST Corrigendum Notice,Other,,"24,700",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"Executive Engineer,Div-III","Bikash Bhawan,Jagannath Lane,Badambadi-753012",08-Apr-2025 11:00 AM,22-Apr-2025 10:00 AM,08-Apr-2025 11:00 AM,17-Apr-2025 05:00 PM,NA ,NA ,08-Apr-2025 11:00 AM,17-Apr-2025 05:00 PM,Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-IIINo.1/2025-26,2025_ORULB_112214_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online.","7,080",0.0,Nil,Nil,No,AOC
,,,,,,,,,2,2886717,PABITRA KUMAR SINGH,16-Apr-2025 09:14 PM,Rejected-AOC,Rejected,15-Nov-2025 07:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,AOC
,,,,,,,,,3,2886228,PURNA CHANDRA NAYAK,16-Apr-2025 03:39 PM,Accepted-AOC,Accepted,15-Nov-2025 07:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,2885410,SASHI KANTA SETHY,17-Apr-2025 03:13 PM,Rejected-AOC,Rejected,15-Nov-2025 07:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,2883805,SATYA PRAKASH SUNDARAY,14-Apr-2025 07:30 PM,Rejected-AOC,Rejected,15-Nov-2025 07:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,2887501,Sri Jagabandhu Sethy,17-Apr-2025 04:30 PM,Rejected-AOC,Rejected,15-Nov-2025 07:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,7,2886313,TAPAN KUMAR PATRA,16-Apr-2025 04:16 PM,Rejected-AOC,Rejected,15-Nov-2025 07:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
