S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,24-Jun-2025 09:00 AM,01-Jul-2025 11:30 AM,24-Jun-2025 09:00 AM,30-Jun-2025 05:00 PM,24-Jun-2025 09:00 AM ,26-Jun-2025 03:00 PM ,24-Jun-2025 09:00 AM,30-Jun-2025 05:00 PM,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-PHULBANI,Online Tender/02/SERWD PHULBANI/2025-26,2025_CERWI_114723_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"OO the SE,RWD,Phulbani","OO the SE,RWD,Phulbani",Construction of Office building at Dadaki LAMPCS for the year 2024-25,Construction of Office building at Dadaki LAMPCS for the year 2024-25,Construction of Office building at Dadaki LAMPCS for the year 2024-25 ,NA ,"11,69,000",Civil Works - Buildings,NA ,Tender,90.0,90.0,"OO the SE,RWD,Phulbani",762001.0,NA ,NA ,NA ,"OO the SE,RWD,Phulbani",No ,No,"12,000",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,Yes,AOC,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-PHULBANI,2025_CERWI_114723_4,Online Tender/02/SERWD PHULBANI/2025-26,Construction of Office building at Dadaki LAMPCS for the year 2024-25,Er.Kartikeswar Sahu,Internal,DA with Estimator,Pragyan Devi,01-Nov-2025 08:22 PM,finsummary_543922.pdf (24.94 KB),Finance,Bid opening Register,Pragyan Devi,01-Nov-2025 08:17 PM,finance_543922.pdf,BOQ Comparative Chart,1.0,2984288.0,SIMANCHAL KAR,INR,"994,036",01-Nov-2025,"INR 9,940,346",90.0,Pragyan Devi,01-Nov-2025 08:25 PM,TE.pdf (25.00 KB),Awarding of contract,1,2983826,ANATHA RANJAN GURU,30-Jun-2025 01:56 PM,Rejected-Technical,Unsuccessful,01-Nov-2025 08:20 PM,Er.Kartikeswar Sahu,Internal,DA with Estimator,Pragyan Devi,01-Nov-2025 08:20 PM,techsummary_543922.pdf (24.94 KB),AOC
2.0,ICICI NEFT/RTGS,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2983711,BIPRA BEHERA,30-Jun-2025 01:22 PM,Rejected-Technical,Unsuccessful,01-Nov-2025 08:20 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2983354,JATIN KUMAR SAHU,30-Jun-2025 10:38 AM,Rejected-Technical,Unsuccessful,01-Nov-2025 08:20 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2984022,MANOJ KUMAR DHAL,30-Jun-2025 03:14 PM,Rejected-Technical,Unsuccessful,01-Nov-2025 08:20 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2984288,SIMANCHAL KAR,30-Jun-2025 04:53 PM,Accepted-AOC,Awarding of contract,01-Nov-2025 08:25 PM,,,,,,,AOC
