S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,ICICI BANK,600.0,0.0,Nil,Nil,No,"Executive Officer, NAC Barpali","Office of the E.O, NAC Barpali At-Gandhi Chowk, Po-Barpali, Dist.-Barpali","1,646",Yes,fixed,,Nil,Nil,19-May-2025 11:00 AM,09-Jun-2025 11:00 AM,19-May-2025 11:00 AM,06-Jun-2025 05:00 PM,19-May-2025 11:00 AM ,06-Jun-2025 01:00 PM ,19-May-2025 11:00 AM,06-Jun-2025 05:00 PM,1.0,Extension of Date,Date,,Construction of CC Road from Magsira Meher house to Trilochan Meher house in W.No.09 under NAC Barpali,Construction of CC Road from Magsira Meher house to Trilochan Meher house in W.No.09 under NAC Barpali,Please refer Tender documents. ,NA ,"1,64,560",Civil Works - Others,NA ,Tender,90.0,60.0,Barpali,768029.0,NA ,NA ,NA ,"Office of the E.O, NAC Barpali",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Online Copy of Paper Cost and EMD, Valid (R.C, PAN, GSTN), Affidavit, No Relation Certificate etc.",Municipal Bodies||Barpali NAC,EOBRP/01/2025-26,2025_ORULB_113593_15,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,Chairperson,Internal,"Executive Officer, Municipal Engineer, Sub-Treasury Officer, Addl. Tahasildar",Bhuban Kumar Satpathy,09-Sep-2025 08:07 AM,techsummary_540143.pdf (315.90 KB),Chairperson,Internal,"Executive Officer, Municipal Engineer, Sub-Treasury Officer, Addl. Tahasildar",Bhuban Kumar Satpathy,09-Sep-2025 09:50 AM,finsummary_540143.pdf (307.04 KB),Finance,5 NOS OF BIDDER HAVE PARTICIPATE,Bhuban Kumar Satpathy,17-Jul-2025 06:15 PM,,BOQ Comparative Chart,10-Oct-2025,"INR 164,559.05",60.0,Bhuban Kumar Satpathy,08-Nov-2025 10:30 PM,MagsiramehertoTrilochameher.pdf (432.00 KB),"Work Order Issued to Jiten Suna, vide dt. 2166 dt. 10.10.2025",Municipal Bodies||Barpali NAC,2025_ORULB_113593_15,EOBRP/01/2025-26,Construction of CC Road from Magsira Meher house to Trilochan Meher house in W.No.09 under NAC Barpali,1.0,2941798.0,JITEN SUNA,INR,"139,891.65",1,2937331,GURU MEHER,04-Jun-2025 11:43 AM,Rejected-Finance,Other than L1,09-Sep-2025 09:50 AM,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2941798,JITEN SUNA,05-Jun-2025 04:28 PM,Accepted-AOC,1st Lowest,08-Nov-2025 10:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2941763,LALIT MEHER (SC),05-Jun-2025 10:43 PM,Rejected-Finance,Other than L1,09-Sep-2025 09:50 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2954243,MUNA MEHER,06-Jun-2025 01:04 PM,Rejected-AOC,Other than L1,08-Nov-2025 10:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2934979,REENA SAHU,27-May-2025 04:09 PM,Rejected-Finance,Other than L1,09-Sep-2025 09:50 AM,AOC
