Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Construction of Workshop Building (Gplus2) with Terrace floor at SIPT Pattamundai in Kendrapara District for the year 2023-24,Building work,As per DTCN ,NA ,"6,20,38,920",Civil Works - Buildings,NA ,Tender,90.0,330.0,Kendrapara,754103.0,NA ,NA ,NA ,O/o CCE Cuttack RandB Circle,No ,No,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, EMD, GSTIN, PAN, RC, Affidavit and correctness certificate",1.0,ICICI BANK,"6,20,400",Yes,fixed,,Nil,Nil,EIC-CIVIL||SERNB-CIRCLE-CUTTACK,CCE.Ctc.(RandB)14/2024-25,2025_EICCL_110693_5,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,CCE Cuttack RandB Circle,O/o CCE Cuttack RandB Circle,"10,000",0.0,Nil,Nil,No,17-Feb-2025 04:00 PM,03-Mar-2025 11:00 AM,17-Feb-2025 04:00 PM,01-Mar-2025 05:30 PM,NA ,NA ,17-Feb-2025 04:00 PM,01-Mar-2025 05:30 PM,19-May-2025 03:00 PM,AOC,1,2842212,AMAN INFRA ENGINEERING AND CONSTRUCTION,01-Mar-2025 04:07 PM,Rejected-Finance,Due to transparent lottery,24-Nov-2025 06:10 PM,24-Nov-2025,"INR 52,739,286",330.0,Trinatha Behera,24-Nov-2025 06:15 PM,Agtworksipt.pdf (723.00 KB),The date of commencemenet may be read as 24.10.2025 to complete the wowrk within 11 calendar months,Finance,13 bidders have participated,Parsuram Sahu,19-May-2025 09:02 PM,,BOQ Comparative Chart,Trinath Behera,Internal,SE KendraparaI DAO EE Cuttack Circle EE PA to CCE JE Estimator,Trinatha Behera,17-May-2025 05:44 PM,19-May-2025 03:00 PM,techsummary_530313.pdf (772.13 KB),Trinath Behera,Internal,SE Kendrapara1 DAO PA to CCE JE Estimator,Trinatha Behera,24-Nov-2025 06:10 PM,finsummary_530313.pdf (48.41 KB),Technical,12 bidders have participated,Parsuram Sahu,30-Mar-2025 09:17 PM,,EIC-CIVIL||SERNB-CIRCLE-CUTTACK,2025_EICCL_110693_5,CCE.Ctc.(RandB)14/2024-25,Construction of Workshop Building (Gplus2) with Terrace floor at SIPT Pattamundai in Kendrapara District for the year 2023-24,1.0,2839799.0,BAZRANGI CONSTRUCTIONS PROP. BIJAYA KUMAR NAYAK,INR,"52,739,286",AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Machinaries and other documents as per DTCN,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2841000,Avijit Mohapatra,01-Mar-2025 11:26 AM,Rejected-Finance,Due to transparent lottery,24-Nov-2025 06:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2839799,BAZRANGI CONSTRUCTIONS PROP. BIJAYA KUMAR NAYAK,01-Mar-2025 03:01 PM,Accepted-AOC,Due to transparent lottery,24-Nov-2025 06:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2841937,BISWAJIT ROUT,01-Mar-2025 10:40 AM,Rejected-Finance,Due to transparent lottery,24-Nov-2025 06:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2842066,KAILASH CHANDRA LENKA,01-Mar-2025 02:57 PM,Rejected-Finance,Due to transparent lottery,24-Nov-2025 06:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2842102,KT CONSTRUCTION,01-Mar-2025 01:45 PM,Rejected-Finance,Due to transparent lottery,24-Nov-2025 06:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2841131,M/S.Parikshita Chuli and Sons,01-Mar-2025 11:32 AM,Rejected-Finance,Due to transparent lottery,24-Nov-2025 06:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2842133,SACHIN KUMAR SAHOO,01-Mar-2025 02:34 PM,Rejected-Finance,Due to transparent lottery,24-Nov-2025 06:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2837244,SATISH KUMAR SAHOO,25-Feb-2025 01:09 PM,Rejected-Finance,Due to transparent lottery,24-Nov-2025 06:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2842018,SILADITYA BEHERA,01-Mar-2025 12:32 PM,Rejected-Finance,Due to transparent lottery,24-Nov-2025 06:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
