EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"8,100",Yes,fixed,,Nil,Nil,02-Sep-2025 11:00 AM,12-Sep-2025 11:00 AM,02-Sep-2025 11:00 AM,11-Sep-2025 05:00 PM,NA ,NA ,02-Sep-2025 11:00 AM,11-Sep-2025 05:00 PM,S.E CUTTACK RANDB DIV II,S.E CUTTACK RANDB DIV II,P R with SDBC to Sani Mandir to Mahima Nagar Mahanadi Vihar in the District of Cuttack for the year 2025 26 from Ch.0 000Km to 0 500Km,P R with SDBC to Sani Mandir to Mahima Nagar Mahanadi Vihar in the District of Cuttack for the year 2025 26 from Ch.0 000Km to 0 500Km,AS PER DTCN ,NA ,,Civil Works - Roads,NA ,Tender,90.0,30.0,SADAR,753003.0,NA ,NA ,NA ,S.E CUTTACK RANDB DIV II,No ,No,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EE RnB Division Cuttack-II,SE CTC (RnB)-II -10 of 2025-26,2025_EICCL_117536_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,1.0,ICICI BANK,AOC,10-Nov-2025,"INR 810,706",30.0,Jyoti Ranjan Pati,10-Nov-2025 06:16 PM,AOC.pdf (398.00 KB),1,3073468,ANIL KUMAR PATRA,10-Sep-2025 11:23 AM,Rejected-AOC,L,10-Nov-2025 06:16 PM,S.E,Internal,S.E DAO 1,Jyoti Ranjan Pati,16-Sep-2025 01:36 PM,techsummary_550897.pdf (625.16 KB),SE DAO 1,Internal,,Jyoti Ranjan Pati,10-Nov-2025 06:11 PM,finsummary_550897.pdf (625.16 KB),EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EE RnB Division Cuttack-II,2025_EICCL_117536_6,SE CTC (RnB)-II -10 of 2025-26,P R with SDBC to Sani Mandir to Mahima Nagar Mahanadi Vihar in the District of Cuttack for the year 2025 26 from Ch.0 000Km to 0 500Km,1.0,3070422.0,Sri Baikuntha Nath Das,INR,"687,039",Finance,SUMMARY,Jyoti Ranjan Pati,16-Sep-2025 01:31 PM,finance_550897.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,2.0,ICICI NEFT/RTGS,AOC,,,,,,,2,3075803,BINAPANI ROUTRAY,11-Sep-2025 12:17 PM,Rejected-AOC,L,10-Nov-2025 06:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,AOC,,,,,,,3,3073776,BINOD KUMAR PATI,10-Sep-2025 12:50 PM,Rejected-AOC,L,10-Nov-2025 06:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3070205,DURGAPRASAD OJHA,08-Sep-2025 07:52 PM,Rejected-AOC,L,10-Nov-2025 06:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3075646,HRUSHIKESH SAHOO,11-Sep-2025 02:23 PM,Rejected-AOC,L,10-Nov-2025 06:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3075302,NIHAR RANJAN PATTANAIK,11-Sep-2025 12:28 AM,Rejected-AOC,L,10-Nov-2025 06:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3066191,SANJEEB KUMAR PATRA,06-Sep-2025 05:13 PM,Rejected-AOC,L,10-Nov-2025 06:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,3066448,SAROJ KUMAR DALAI,08-Sep-2025 05:17 PM,Rejected-AOC,L,10-Nov-2025 06:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,3076178,SIDDHANT ABHIJIT,11-Sep-2025 01:56 PM,Rejected-AOC,L,10-Nov-2025 06:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,3070422,Sri Baikuntha Nath Das,09-Sep-2025 04:13 PM,Accepted-AOC,W,10-Nov-2025 06:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
