Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
"Er. Tapas Ranjan Lenka, EE",Internal,Amar Chandra Kumar DA Lalit Ku. Naik JE Estr. I/c,Amar Chandra Kumar,11-Oct-2025 06:17 PM,13-Oct-2025 11:00 AM,techsummary_552328.pdf (167.92 KB),Finance,Thirteen financial bids have been opened,Amar Chandra Kumar,13-Oct-2025 01:21 PM,,BOQ Comparative Chart,03-Nov-2025,"INR 5,106,024",270.0,Tapas Ranjan Lenka,21-Nov-2025 04:34 PM,RIDava_Nilamadhabsahu.pdf (1303.00 KB),32/P1 of 2025-26,1,3094744,ANANDA KUMAR SINGH,22-Sep-2025 02:40 PM,Rejected-Finance,Not successful in Lottery,24-Oct-2025 05:52 PM,1.0,3088886.0,NILA MADHAB SAHU,INR,"5,106,024",CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-PADMAPUR,2025_CERWI_117977_1,Online 07 of 2025-26,Construction of RI Office cum Residence Builidng at Dava of Jharbandh Block in the District of Bargarh building,Technical,Thirteen numbers of bidders have participated,Amar Chandra Kumar,23-Sep-2025 01:41 PM,,"Er. Tapas Ranjan Lenka, EE",Internal,Amar Ch. Kumar DA Lalit Ku. Naik JE estr.I/c,Tapas Ranjan Lenka,24-Oct-2025 05:52 PM,finsummary_552328.pdf (192.81 KB),AOC,Construction of RI Office cum Residence Builidng at Dava of Jharbandh Block in the District of Bargarh building,Construction of RI Office cum Residence Builidng at Dava of Jharbandh Block in the District of Bargarh building,NA ,NA ,"60,06,380",Civil Works - Buildings,NA ,Tender,90.0,270.0,Padampur,768036.0,NA ,NA ,NA ,"O/o the E.E RURAL WORKS DIVISION, PADMAPUR",No ,No,"60,060",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-PADMAPUR,Online 07 of 2025-26,2025_CERWI_117977_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Tender cost,EMD,Affidavit,PAN,RC,GSTIN and other docs as per the DTCN","10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"EE R.W Division,Padampur","RURAL WORKS DIVISION, PADMAPUR,DIST.BARGARH",13-Sep-2025 10:00 AM,23-Sep-2025 11:00 AM,13-Sep-2025 10:00 AM,22-Sep-2025 05:00 PM,13-Sep-2025 10:00 AM ,20-Sep-2025 01:00 PM ,13-Sep-2025 10:00 AM,22-Sep-2025 05:00 PM,13-Oct-2025 11:00 AM,AOC
,,,,,,,,,,,,,,,,,,,,2,3092821,ARUN PRASAD SAHOO,21-Sep-2025 07:32 PM,Rejected-Finance,Not successful in Lottery,24-Oct-2025 05:52 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantity,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,3,3091715,DEBARCHAN BARIHA,21-Sep-2025 07:28 AM,Rejected-Finance,Not successful in Lottery,24-Oct-2025 05:52 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,3092021,GOPESWARI PRADHAN,21-Sep-2025 12:09 PM,Rejected-Finance,Not successful in Lottery,24-Oct-2025 05:52 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,3092664,HARAPRASAD SAHU,21-Sep-2025 07:13 PM,Rejected-Finance,Not successful in Lottery,24-Oct-2025 05:52 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,3093152,HIMANSU SHEKHAR SWAIN,22-Sep-2025 06:36 AM,Rejected-Finance,Not successful in Lottery,24-Oct-2025 05:52 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,3086100,KRUSHNA KUMBHAR,18-Sep-2025 01:16 PM,Rejected-Finance,Not successful in Lottery,24-Oct-2025 05:52 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,3093120,MANAS RANJAN MISHRA,22-Sep-2025 06:10 AM,Rejected-Finance,Not successful in Lottery,24-Oct-2025 05:52 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,3088886,NILA MADHAB SAHU,19-Sep-2025 06:33 PM,Accepted-AOC,Awarded,21-Nov-2025 04:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,3092805,PRADEEP KUMAR NAIK,21-Sep-2025 08:10 PM,Rejected-AOC,Not awarded,21-Nov-2025 04:34 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
