Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
15-Sep-2025 10:00 AM,23-Sep-2025 11:00 AM,15-Sep-2025 10:00 AM,22-Sep-2025 05:00 PM,15-Sep-2025 10:00 AM ,22-Sep-2025 01:00 PM ,15-Sep-2025 10:00 AM,22-Sep-2025 05:00 PM,SR to 2 Nos SI Qtr Building at Basta PS for the year 2025-26,SR to 2 Nos SI Qtr Building at Basta PS for the year 2025-26,NA ,NA ,"4,19,415",Civil Works - Buildings,NA ,Tender,90.0,30.0,Balasore,756001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, BALASORE",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"P. cost, EMD, RC, Pan, Valid GSTIN, Affidavit and other as per DTCN",Divisional Officer,"RURAL WORKS DIVISION, BALASORE",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,03SERWBLS,2025_CERWI_118058_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"4,194",Yes,percentage,1.0%,Nil,Nil,"2,000",0.0,Nil,Nil,No,AOC,1,3085019,ADWAITYA PRASAD DAS,17-Sep-2025 02:31 PM,Rejected-AOC,Not Qualified,20-Nov-2025 12:21 PM,20-Nov-2025,"INR 356,546",30.0,Soubhagya Kumar Das,20-Nov-2025 12:21 PM,9TCN3.pdf (3213.00 KB),Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,20-Nov-2025 12:03 PM,techsummary_552599.pdf (3213.38 KB),CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,2025_CERWI_118058_1,03SERWBLS,SR to 2 Nos SI Qtr Building at Basta PS for the year 2025-26,Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,20-Nov-2025 12:13 PM,finsummary_552599.pdf (3213.38 KB),Finance,Document downloaded,Priyadarshini Behera,25-Sep-2025 12:04 PM,finance_552599.pdf,BOQ Comparative Chart,1.0,3086858.0,SURAJ KUMAR DEY,INR,"356,546",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,AOC,2,3091568,ASHOK KUMAR GIRI,21-Sep-2025 05:40 AM,Rejected-AOC,Not Qualified,20-Nov-2025 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3090402,BANCHHANIDHI PARIDA,20-Sep-2025 06:52 PM,Rejected-AOC,Not Qualified,20-Nov-2025 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3093345,BHABASHANKAR ACHARYA,22-Sep-2025 09:03 AM,Rejected-AOC,Not Qualified,20-Nov-2025 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3087400,BHAGYASHREE JENA,19-Sep-2025 08:16 AM,Rejected-AOC,Not Qualified,20-Nov-2025 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3088285,CHANDAN KUMAR BHOL,19-Sep-2025 07:50 PM,Rejected-AOC,Not Qualified,20-Nov-2025 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3094860,CHANDAN KUMAR SINGH,22-Sep-2025 04:31 PM,Rejected-AOC,Not Qualified,20-Nov-2025 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3091249,Daitari Rout,20-Sep-2025 07:00 PM,Rejected-AOC,Not Qualified,20-Nov-2025 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3088670,DIPIKA RANI SAHU,19-Sep-2025 06:29 PM,Rejected-AOC,Not Qualified,20-Nov-2025 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3089616,GOPINATH SAHU,20-Sep-2025 06:36 PM,Rejected-AOC,Not Qualified,20-Nov-2025 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
