Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,3091414,Itishree Mohanty,21-Sep-2025 06:46 AM,Rejected-AOC,Not Qualified,20-Nov-2025 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,3094805,JITENDRA KUMAR NAYAK,22-Sep-2025 02:40 PM,Rejected-AOC,Not Qualified,20-Nov-2025 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,3091618,KAILASH NAYAK,20-Sep-2025 11:18 PM,Rejected-AOC,Not Qualified,20-Nov-2025 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,3094226,LAXMIDHAR DHAL,22-Sep-2025 12:40 PM,Rejected-AOC,Not Qualified,20-Nov-2025 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,15,3093155,LIPSA PRAVA SHAW,22-Sep-2025 09:40 AM,Rejected-AOC,Not Qualified,20-Nov-2025 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,16,3089459,LISARANI SINGHA,20-Sep-2025 12:18 AM,Rejected-AOC,Not Qualified,20-Nov-2025 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,17,3089223,MADHUSMITA PAL,19-Sep-2025 08:52 PM,Rejected-AOC,Not Qualified,20-Nov-2025 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,18,3093831,MAHASWETA DHADA,22-Sep-2025 12:43 PM,Rejected-AOC,Not Qualified,20-Nov-2025 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,19,3092156,MANAS ROUT,21-Sep-2025 01:01 PM,Rejected-AOC,Not Qualified,20-Nov-2025 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,20,3089541,MAUSUMI BEHERA,21-Sep-2025 04:31 PM,Rejected-AOC,Not Qualified,20-Nov-2025 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,21,3091194,MRS. UTTARA PANDA,20-Sep-2025 08:29 PM,Rejected-AOC,Not Qualified,20-Nov-2025 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,22,3088527,PANKAJ KUMAR PATRA,21-Sep-2025 03:23 PM,Rejected-AOC,Not Qualified,20-Nov-2025 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,23,3091078,PINTU BAITHA(S.C),21-Sep-2025 09:08 PM,Rejected-AOC,Not Qualified,20-Nov-2025 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,24,3090923,PRAJNA PARAMITA BARIK,22-Sep-2025 10:39 AM,Rejected-AOC,Not Qualified,20-Nov-2025 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,25,3093521,PRANABANDHU BARIK,22-Sep-2025 11:49 AM,Rejected-AOC,Not Qualified,20-Nov-2025 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,26,3093446,PRASHANTA KUMAR SAMAL,22-Sep-2025 10:54 AM,Rejected-AOC,Not Qualified,20-Nov-2025 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,27,3094940,PRATIMA CHAND,22-Sep-2025 03:37 PM,Rejected-AOC,Not Qualified,20-Nov-2025 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,28,3090947,PRIYAKANAK NANDAN PRUSTI,21-Sep-2025 12:26 PM,Rejected-AOC,Not Qualified,20-Nov-2025 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,29,3092531,PUSPALATA PAL,21-Sep-2025 05:10 PM,Rejected-AOC,Not Qualified,20-Nov-2025 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,30,3094757,RASHNI RANI BHUYAN,22-Sep-2025 02:26 PM,Rejected-AOC,Not Qualified,20-Nov-2025 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,31,3091043,SANJAY KUMAR BUGUDI,21-Sep-2025 05:17 AM,Rejected-AOC,Not Qualified,20-Nov-2025 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,32,3082999,SANJAY KUMAR JENA,19-Sep-2025 09:16 AM,Rejected-AOC,Not Qualified,20-Nov-2025 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,33,3088637,SATYAJIT BEHERA,19-Sep-2025 05:05 PM,Rejected-AOC,Not Qualified,20-Nov-2025 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,34,3089938,SBL CONSTRUCTION,20-Sep-2025 11:56 AM,Rejected-AOC,Not Qualified,20-Nov-2025 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,35,3089907,SHEPHALI SANTARA,20-Sep-2025 11:46 AM,Rejected-AOC,Not Qualified,20-Nov-2025 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,36,3088820,SIDDHESWAR GHOSH,19-Sep-2025 06:00 PM,Rejected-AOC,Not Qualified,20-Nov-2025 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,37,3089640,SNEHALATA SETHI,21-Sep-2025 10:00 AM,Rejected-AOC,Not Qualified,20-Nov-2025 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,38,3094186,Subhadra Mohanty,22-Sep-2025 01:37 PM,Rejected-AOC,Not Qualified,20-Nov-2025 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,39,3088494,Sumitra Maharana,22-Sep-2025 11:27 AM,Rejected-AOC,Not Qualified,20-Nov-2025 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,40,3086858,SURAJ KUMAR DEY,20-Sep-2025 11:18 AM,Accepted-AOC,Qualified,20-Nov-2025 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,41,3089973,SURAMA SAHU,20-Sep-2025 05:31 PM,Rejected-AOC,Not Qualified,20-Nov-2025 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,42,3090972,SWAGATIKA MOHAPATRA,21-Sep-2025 08:40 AM,Rejected-AOC,Not Qualified,20-Nov-2025 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
