Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
15-May-2025 10:00 AM,23-May-2025 11:00 AM,15-May-2025 10:00 AM,22-May-2025 05:00 PM,15-May-2025 10:00 AM ,21-May-2025 05:00 PM ,15-May-2025 10:00 AM,22-May-2025 05:00 PM,1.0,ICICI BANK,"16,365",Yes,percentage,1.0%,Nil,Nil,EE LI DIVISION BHUBANESWAR,EE LI DIVISION BHUBANESWAR,"7,080",0.0,Nil,Nil,Yes,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI,Division, Bhubaneswar",BID NO-1280/2025-26 DT.09.05.2025,2025_OLIC_113371_20,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,PAPER COST EMD AND ALL OTHER DOCUMENTS AS PER DTCN,REVIVAL AND RE-ENERGISATION OF GOTHASABALIA-II LIP UNDER BALIANTA BLOCK OF KHORDHA DISTRICT UNDER PLAN FUND 2024-25,REVIVAL AND RE-ENERGISATION OF GOTHASABALIA-II LIP UNDER BALIANTA BLOCK OF KHORDHA DISTRICT UNDER PLAN FUND 2024-25,PLEASE REFER TENDER DOCUMENTS ,NA ,"16,36,508",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,BALIANTA,752055.0,NA ,NA ,NA ,EE LI DIVISION BHUBANESWAR,No ,No,AOC,21-Nov-2025,"INR 1,636,508",90.0,SUJIT KUMAR MOHANTY,21-Nov-2025 05:43 PM,Gothasabalia.pdf (1099.00 KB),Work order and agreement completed,1,2928909,ABUBAKAR SIDDIQU,22-May-2025 04:48 PM,Rejected-Technical,Rejected,21-Nov-2025 05:40 PM,Sujit Kumar Mohanty,Internal,"EE,ESTR,DA",SUJIT KUMAR MOHANTY,21-Nov-2025 05:40 PM,techsummary_539343.pdf (1099.40 KB),Sujit Kumar Mohanty,Internal,"EE,ESTR,DA",SUJIT KUMAR MOHANTY,21-Nov-2025 05:42 PM,finsummary_539343.pdf (1099.40 KB),"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI,Division, Bhubaneswar",2025_OLIC_113371_20,BID NO-1280/2025-26 DT.09.05.2025,REVIVAL AND RE-ENERGISATION OF GOTHASABALIA-II LIP UNDER BALIANTA BLOCK OF KHORDHA DISTRICT UNDER PLAN FUND 2024-25,1.0,2928660.0,HAREKRUSHNA ROUT,INR,"1,636,508",Finance,TENDER OPENED,SUJIT KUMAR MOHANTY,23-May-2025 03:29 PM,finance_539343.pdf,BOQ Comparative Chart,AOC
,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,2925686,AGRAWALLA POWER INFRASTRUCTURE,22-May-2025 10:59 AM,Rejected-Technical,Rejected,21-Nov-2025 05:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,2928896,ALOK KUMAR SETHY,22-May-2025 04:22 PM,Rejected-Technical,Rejected,21-Nov-2025 05:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,2928660,HAREKRUSHNA ROUT,22-May-2025 01:54 PM,Accepted-AOC,Work order and agreement completed,21-Nov-2025 05:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,2928536,JITENDRA SARANGI,22-May-2025 01:15 PM,Rejected-Technical,Rejected,21-Nov-2025 05:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,2928901,MITA NAYAK,22-May-2025 04:24 PM,Rejected-Technical,Rejected,21-Nov-2025 05:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,2925441,MS Shree Shyam and Co,21-May-2025 07:13 PM,Rejected-Technical,Rejected,21-Nov-2025 05:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,2928685,SAMBIT BISOYI,22-May-2025 02:04 PM,Rejected-Technical,Rejected,21-Nov-2025 05:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,2928259,SHREE KISHAN ENTERPRISES,22-May-2025 12:25 PM,Rejected-Technical,Rejected,21-Nov-2025 05:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,2927873,S.R CONSTRUCTIONS PROP-SUJATA RAY,21-May-2025 08:07 PM,Rejected-Technical,Rejected,21-Nov-2025 05:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
