Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Superintending Engineer,Internal,Sr DAO AEE EstimatorJE Estimator,JAYANTA PRASAD NAIK,10-Sep-2025 11:27 AM,techsummary_547881.pdf (357.02 KB),20-Nov-2025,"INR 1,107,925",90.0,JAYANTA PRASAD NAIK,26-Nov-2025 11:14 AM,1406.pdf (914.00 KB),Agreement as on dtd.25.10.2025,1,3025574,Ahalya Rout,06-Aug-2025 12:53 PM,Rejected-AOC,disqualified in transparent lottery,26-Nov-2025 11:14 AM,1.0,3033406.0,RAJESH KUMAR BEHERA,INR,"941,847",Finance,Bid Opened,JAYANTA PRASAD NAIK,14-Aug-2025 07:05 PM,finance_547881.pdf,BOQ Comparative Chart,Superintending Engineer,Internal,Sr DAO AEE Estimator JE Estimator,JAYANTA PRASAD NAIK,16-Sep-2025 07:17 AM,finsummary_547881.pdf (25.08 KB),EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB-DIVN-DHENKANAL,2025_EICCL_116264_2,SE DKL (R and B) 13/ 2025-26,"Construction of crop cafeteria at Agro Polytechnic center, Mahispat, Dhenkanal",AOC,"Construction of crop cafeteria at Agro Polytechnic center, Mahispat, Dhenkanal","Construction of crop cafeteria at Agro Polytechnic center, Mahispat, Dhenkanal",Please refer tender documents  ,NA ,"11,07,925",Civil Works - Others,NA ,Tender,90.0,90.0,Dhenkanal,759001.0,NA ,NA ,NA ,SE Dhenkanal R and B Division,No ,No,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,GSTIN EMD PAN Valid RC Affidavit as per DTC,31-Jul-2025 09:00 AM,14-Aug-2025 11:00 AM,31-Jul-2025 09:00 AM,13-Aug-2025 05:00 PM,NA ,NA ,31-Jul-2025 09:00 AM,13-Aug-2025 05:00 PM,SE Dhenkanal R and B Division,SE Dhenkanal R and B Division,"12,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB-DIVN-DHENKANAL,SE DKL (R and B) 13/ 2025-26,2025_EICCL_116264_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,2,3033866,BODHINATH JAGADISH CHANDRA,12-Aug-2025 07:37 PM,Rejected-AOC,disqualified in transparent lottery,26-Nov-2025 11:14 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3032403,Chnadra Bhanupratap Singh,12-Aug-2025 11:28 PM,Rejected-AOC,disqualified in transparent lottery,26-Nov-2025 11:14 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3034433,FAKIRA MOHAN MOHAPATRA,13-Aug-2025 12:09 PM,Rejected-AOC,disqualified in transparent lottery,26-Nov-2025 11:14 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3034468,Parag Mohanty,13-Aug-2025 12:20 PM,Rejected-AOC,disqualified in transparent lottery,26-Nov-2025 11:14 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3034245,Prafulla Kumar Mohanty,13-Aug-2025 10:46 AM,Rejected-AOC,disqualified in transparent lottery,26-Nov-2025 11:14 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3029684,PRITI PADMA PATRA,09-Aug-2025 09:27 PM,Rejected-AOC,disqualified in transparent lottery,26-Nov-2025 11:14 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3033406,RAJESH KUMAR BEHERA,12-Aug-2025 03:01 PM,Accepted-AOC,Work has been awarded,26-Nov-2025 11:14 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3032325,Rakesh Ranjan Pattnaik,11-Aug-2025 08:19 PM,Rejected-AOC,disqualified in transparent lottery,26-Nov-2025 11:14 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3029720,Rojalin Kabisatapathy,10-Aug-2025 09:59 PM,Rejected-AOC,disqualified in transparent lottery,26-Nov-2025 11:14 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
