Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
Finance,opened,Abhishek Ojha,09-Sep-2025 06:09 PM,finance_550602.pdf,BOQ Comparative Chart,1.0,3061617.0,LALIT MITRA,INR,"2,876,591",EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EE RNB Division Deogarh,2025_EICCL_117423_1,SE PWD DGR No. 11 of 2025-26,"S/R to Town road inside municipality areas such as Pradhanpat to Ganesh Chowk, Jail Chowk to Pradhanpart via Bania sahi , SBI, Bhitiria Sahi, Lalu sahi and PHD Office road such as pothole repair with in the District of Deogarh for the year 2025-26.",Abhishek Ojha,Internal,,Prabodh Kumar Sahoo,18-Oct-2025 02:04 PM,finsummary_550602.pdf (496.04 KB),Abhishek Ojha,Internal,,Prabodh Kumar Sahoo,18-Oct-2025 02:00 PM,techsummary_550602.pdf (496.04 KB),27-Nov-2025,"INR 2,876,591",60.0,Prabodh Kumar Sahoo,27-Nov-2025 04:53 PM,AOCMunicipality.pdf (247.00 KB),1,3062796,BHARATI BHUKTA,04-Sep-2025 09:51 AM,Rejected-AOC,Rejected in lottery,27-Nov-2025 04:53 PM,AOC,"S/R to Town road inside municipality areas such as Pradhanpat to Ganesh Chowk, Jail Chowk to Pradhanpart via Bania sahi , SBI, Bhitiria Sahi, Lalu sahi and PHD Office road such as pothole repair with in the District of Deogarh for the year 2025-26.","S/R to Town road inside municipality areas such as Pradhanpat to Ganesh Chowk, Jail Chowk to Pradhanpart via Bania sahi , SBI, Bhitiria Sahi, Lalu sahi and PHD Office road such as pothole repair with in the District of Deogarh for the year 2025-26.",Please refer Tender documents. ,NA ,"33,84,000",Civil Works - Roads,NA ,Tender,90.0,60.0,Deogarh,768108.0,NA ,NA ,NA ,Deogargh,No ,No,1.0,ICICI BANK,26-Aug-2025 06:10 PM,06-Sep-2025 11:30 AM,26-Aug-2025 06:10 PM,04-Sep-2025 05:00 PM,26-Aug-2025 06:10 PM ,04-Sep-2025 05:00 PM ,26-Aug-2025 06:10 PM,04-Sep-2025 05:00 PM,EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EE RNB Division Deogarh,SE PWD DGR No. 11 of 2025-26,2025_EICCL_117423_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Superintending Engineer Deogarh Rand B Division,O/o the Superintending Engineer Deogarh Rand B Division,1.0,2 nd corrigendum,Other,,"34,000",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3063040,JALANDHAR MAHAKUL,04-Sep-2025 03:14 PM,Rejected-AOC,Rejected in lottery,27-Nov-2025 04:53 PM,AOC,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3061617,LALIT MITRA,02-Sep-2025 06:33 PM,Accepted-AOC,L1 bidder in lottery,27-Nov-2025 04:53 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3060651,MAHESWARI PRASAD GANGDEB,02-Sep-2025 11:29 AM,Rejected-AOC,Rejected in lottery,27-Nov-2025 04:53 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3062612,SUBRATA SAHU,03-Sep-2025 04:16 PM,Rejected-AOC,Rejected in lottery,27-Nov-2025 04:53 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3060226,SUSHANTA KUMAR BEHERA,02-Sep-2025 05:39 AM,Rejected-AOC,Rejected in lottery,27-Nov-2025 04:53 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
