Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
ODISHA CONSTRUCTION CORPORATION LTD||CIVIL,E-procurement Notice No. 01/OCCL/GMWZ/2025-26 (on-line),2025_OCCL_116248_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"63,000",No,fixed,,Nil,Nil,"General Manager (Civil), OCC Ltd. Western Zone.","ODISHA CONSTRUCTION CORPORATION Ltd. UNIT - VIII, GOPABANDHUNAGAR,BBSR-751012",Bid identification No. OCCL-SMP/01/25-26,Infrastructure upgradation of Veterinary Dispensary at Burla in Sambalpur District.,AS PER DTCN. ,NA ,"62,13,533",Civil Works - Others,NA ,Tender,90.0,365.0,"Burla in Sambalpur District, Odisha",768017.0,NA ,NA ,NA ,HEAD OFFICE OCCL,No ,No,1.0,ICICI BANK,30-Jul-2025 03:30 PM,14-Aug-2025 12:00 PM,30-Jul-2025 03:30 PM,13-Aug-2025 05:30 PM,30-Jul-2025 03:30 PM ,05-Aug-2025 03:30 PM ,30-Jul-2025 03:30 PM,13-Aug-2025 05:30 PM,11-Sep-2025 11:30 AM,1.0,1st Corrigendum.,Technical Bid,,1.0,Fee/PreQual/Technical,.pdf,"GST,PAN,EPF registration certificate, Valid C-I OCC Ltd enlistment certificate and EMD (Mandatory).","11,800",Nil,Nil,No,AOC,1.0,3034610.0,Leaptree Engineers Pvt. Ltd.,INR,"5,282,124",ODISHA CONSTRUCTION CORPORATION LTD||CIVIL,2025_OCCL_116248_1,E-procurement Notice No. 01/OCCL/GMWZ/2025-26 (on-line),Bid identification No. OCCL-SMP/01/25-26,GENERAL MANAGER WESTERN ZONE OF OCC LTD.,Internal,,BIRANCHI KUMAR KARAN,10-Sep-2025 04:28 PM,11-Sep-2025 11:30 AM,techsummary_547822.pdf (311.63 KB),25-Nov-2025,"INR 6,213,532.61",365.0,BIRANCHI KUMAR KARAN,25-Nov-2025 11:22 AM,AOC_SMP_01.pdf (352.00 KB),AOC,MANAGING DIRECTOR OF OCC LTD.,Internal,,BIRANCHI KUMAR KARAN,25-Nov-2025 11:19 AM,finsummary_547822.pdf (352.35 KB),Technical,Opened Successfully.,BIRANCHI KUMAR KARAN,14-Aug-2025 01:41 PM,,1,3033160,ABHAYA KUMAR SAHOO,12-Aug-2025 02:26 PM,Rejected-Finance,L3 BIDDER.,25-Nov-2025 11:19 AM,Finance,Opened Successfully.,BIRANCHI KUMAR KARAN,11-Sep-2025 11:34 AM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN.,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3034610,Leaptree Engineers Pvt. Ltd.,13-Aug-2025 01:35 PM,Accepted-AOC,L1 BIDDER.,25-Nov-2025 11:22 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3034462,SUSANTA KUMAR BADHAI,13-Aug-2025 12:48 PM,Rejected-Finance,L2 BIDDER.,25-Nov-2025 11:19 AM,,,,,,,AOC
