Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender Stage
"10,000",0.0,Nil,Nil,No,S.E. Electrical Circle (RandB) Bhubaneswar,"S.E. Electrical Circle (RandB) Bhubaneswar, Nirman Soudha, Unit-V, 751001",EIC-CIVIL||SE R and B Electrical,Bid Identification No.S.E.E.C (RandB) 02/2025-26,2025_EICCL_113024_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"Supply, Installation, Testing and Commissioning of LED Solar Street Light (All in one) in Different location under Lakhanpur Block of Jharsuguda (2024-25)","Supply, Installation, Testing and Commissioning of LED Solar Street Light (All in one) in Different location under Lakhanpur Block of Jharsuguda (2024-25)",Please refer Tender documents. ,NA ,"1,96,45,200",Electrical Works,NA ,Tender,90.0,180.0,"Lakhanpur, Jharsuguda",768219.0,NA ,NA ,NA ,S.E. Electrical Circle (RandB) Bhubaneswar,No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Tender Cost, EMD, GSTIN, PAN, Electrical License, Affidavit and other documents as per DTCN.","1,96,452",No,percentage,1.0%,Nil,Nil,01-May-2025 05:00 PM,16-May-2025 11:30 AM,01-May-2025 05:00 PM,15-May-2025 05:00 PM,01-May-2025 05:00 PM ,09-May-2025 05:00 PM ,01-May-2025 05:00 PM,15-May-2025 05:00 PM,23-Jun-2025 05:00 PM,AOC,"S.E. Electrical Circle (RandB) Odisha, BBSR",Internal,"AEE SEEC (RandB) Odisha, BBSR, PA to SEEC (RandB) Odisha, BBSR, AEE GE Sub Division, Jharsuguda, DAO, Jharsuguda (RandB) Division and SE, Jharsuguda (RandB) Division.",Nihar Chandra Naik,13-Nov-2025 11:57 AM,finsummary_538158.pdf (366.52 KB),Technical,Opened,Sulagna Biswal,18-Jun-2025 05:24 PM,,EIC-CIVIL||SE R and B Electrical,2025_EICCL_113024_1,Bid Identification No.S.E.E.C (RandB) 02/2025-26,"Supply, Installation, Testing and Commissioning of LED Solar Street Light (All in one) in Different location under Lakhanpur Block of Jharsuguda (2024-25)",1.0,2916917.0,BALAJI SOLAR SYSTEMS,INR,"16,700,385",13-Nov-2025,"INR 16,700,385",180.0,Nihar Chandra Naik,13-Nov-2025 12:13 PM,lpur.pdf (312.00 KB),AOC,1,2916917,BALAJI SOLAR SYSTEMS,15-May-2025 01:36 PM,Accepted-AOC,OK,13-Nov-2025 12:13 PM,Finance,Opened,Nihar Chandra Naik,23-Jun-2025 06:30 PM,,BOQ Comparative Chart,"S.E. Electrical (RandB) Odisha, Bhubaneswar",Internal,"SE Jharsuguda (RandB) Division, Sr. DAO Jharsuguda (RandB) Division, AEE GE Sub-Division, Jharsuguda, PA to SEEC (RandB) Odisha, BBSR, AEE SEEC (RandB) Odisha, BBSR",Nihar Chandra Naik,18-Jun-2025 05:40 PM,23-Jun-2025 05:00 PM,techsummary_538158.pdf (322.94 KB),1.0,Corrigendum for wrong upload.,The technical evaluation sheet was uploaded for this work was mistakenly uploaded of another work.,18-Jun-2025 05:11 PM,CorrigendumLAKHANPUR.pdf ,309.59,Technical Opening,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2918989,BHARAT KUMAR SAHOO,15-May-2025 02:22 PM,Rejected-AOC,OK,13-Nov-2025 12:13 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2918139,DIVINE ENTERPRISES,14-May-2025 08:03 PM,Rejected-AOC,OK,13-Nov-2025 12:13 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2917444,GREEN INNOVATIVE POWER PRIVATE LIMITED,14-May-2025 01:56 PM,Rejected-AOC,OK,13-Nov-2025 12:13 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2918969,MESSERS BIRAJA ELECTRICAL AND CONSTRUCTION,15-May-2025 02:34 PM,Rejected-AOC,OK,13-Nov-2025 12:13 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2919007,MESSERS OMM SAI ELECTRICALS,15-May-2025 03:25 PM,Rejected-AOC,OK,13-Nov-2025 12:13 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2918748,M/S Bocha Rajesh,15-May-2025 04:41 PM,Rejected-Technical,"Not fullfilled the criteria as per DTCN Clause 11 (a), (d) and (g).",18-Jun-2025 05:40 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2916813,M/s. EASTERN ENGINEERING,14-May-2025 01:31 PM,Rejected-AOC,OK,13-Nov-2025 12:13 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2918590,M/S SARALA ENGINEERING WORKS,15-May-2025 12:34 PM,Rejected-AOC,OK,13-Nov-2025 12:13 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2914800,M/s.TULSHI ENTERPRISES,14-May-2025 05:36 PM,Rejected-AOC,OK,13-Nov-2025 12:13 PM,,,,,,,,,,,,,,,,,,,,,AOC
