Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"SE MI DIVIN GM-I,BAM","SE MI DIVIN GM-I,BAM,ENGINEERING SCHOOL ROAD",1.0,ICICI BANK,14-Oct-2025 10:00 AM,24-Oct-2025 11:00 AM,14-Oct-2025 10:00 AM,23-Oct-2025 05:00 PM,14-Oct-2025 10:00 AM ,22-Oct-2025 05:00 PM ,14-Oct-2025 10:00 AM,23-Oct-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"GST,PAN,AFFIDAVIT, NO RELATION, SCHEDULE-E,CDMS COPY OF REGISTRATION CERTIFICAT","Construction of C.C Lining of RD 430m to770m ofMain Canal of Jhamibandha, Kaitha MIP","Construction of C.C Lining of RD 430m to770m ofMain Canal of Jhamibandha, Kaitha MIP in Patrapur block under the Scheme MIPSP for the year 2025-26.",Please refer Tender documents. ,NA ,"14,16,000",Civil Works - Others,NA ,Tender,90.0,60.0,Patrapur,761004.0,NA ,NA ,NA ,"SE MI DIVIN GM-I,BAM",No ,No,"14,500",Yes,fixed,,Nil,Nil,"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||GANJAM I",Online Tender /04/ GMID-I/2025-26,2025_CEMIB_119434_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,AOC,12-Dec-2025,"INR 1,203,047.92",60.0,Amiya Kumar Mudali,29-Nov-2025 04:16 PM,38_w.PDF (824.00 KB),1,3145563,AJIT KUMAR SAHU,23-Oct-2025 01:52 PM,Rejected-AOC,loser in transparency lottery,29-Nov-2025 04:16 PM,SE M.I DIVIN GM-I,Internal,,Amiya Kumar Mudali,29-Nov-2025 04:11 PM,techsummary_555739.pdf (207.06 KB),"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||GANJAM I",2025_CEMIB_119434_3,Online Tender /04/ GMID-I/2025-26,"Construction of C.C Lining of RD 430m to770m ofMain Canal of Jhamibandha, Kaitha MIP",SE M.I DIVIN GM-I,Internal,,Amiya Kumar Mudali,29-Nov-2025 04:13 PM,finsummary_555739.pdf (207.06 KB),Finance,10 nos of bidders have participated,KUMUDA CHANDRA PRADHAN,24-Oct-2025 12:39 PM,,BOQ Comparative Chart,1.0,3144811.0,MADHABA NAIK,INR,"1,203,047.92",AOC
,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,3139826,BAPI SAHU,21-Oct-2025 02:10 PM,Rejected-AOC,loser in transparency lottery,29-Nov-2025 04:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3144811,MADHABA NAIK,23-Oct-2025 11:07 AM,Accepted-AOC,winner in transparency lottery,29-Nov-2025 04:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3146081,Mitra Sethi,23-Oct-2025 04:10 PM,Rejected-AOC,loser in transparency lottery,29-Nov-2025 04:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3145722,MODA MILIKA,23-Oct-2025 02:38 PM,Rejected-AOC,loser in transparency lottery,29-Nov-2025 04:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3140874,MUNA SETHI,23-Oct-2025 10:40 AM,Rejected-AOC,loser in transparency lottery,29-Nov-2025 04:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3134854,RAJESH KUMAR SAHU,18-Oct-2025 04:41 PM,Rejected-AOC,loser in transparency lottery,29-Nov-2025 04:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,3145707,Sailendra Narayan Padhy,23-Oct-2025 02:27 PM,Rejected-AOC,loser in transparency lottery,29-Nov-2025 04:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,3142381,Simadri Sethi,22-Oct-2025 12:47 PM,Rejected-AOC,loser in transparency lottery,29-Nov-2025 04:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,3146051,Siva Sankar Sahu,23-Oct-2025 04:02 PM,Rejected-AOC,loser in transparency lottery,29-Nov-2025 04:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
