Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
26-Jul-2025 03:00 PM,11-Aug-2025 11:30 AM,26-Jul-2025 03:00 PM,08-Aug-2025 05:00 PM,NA ,NA ,26-Jul-2025 03:00 PM,08-Aug-2025 05:00 PM,22-Oct-2025 11:35 AM,1.0,ICICI BANK,Request for Quotation RFQ Limited Tender for Selection of Event Management Agency EMA for Execution and Management of Odisha Parab event at Bangalore,Request for Quotation RFQ Limited Tender for Selection of Event Management Agency EMA for Execution and Management of Odisha Parab event at Bangalore,As per DTCN ,NA ,,Miscellaneous Works,NA ,Tender,90.0,0.0,Bangaluru,530068.0,NA ,NA ,NA ,"O/o the Superintending Engineer, OTDC, BBSR",No ,No,"O/o the Superintending Engineer, OTDC, BBSR","O/o the Superintending Engineer, OTDC, BBSR",Odisha Tourism Devl. Corp.,BP I/15/2025-26 Dt. 21.07.2025,2025_OTDC_116165_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"1,00,000",Yes,fixed,,Nil,Nil,"10,000","1,800",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,DTCN,AOC,Finance,Financial Proceeding,Sunil Kumar Behera,28-Oct-2025 04:21 PM,,BOQ Comparative Chart,Technical,List of Bidders,Sunil Kumar Behera,22-Oct-2025 11:16 AM,,1,3025038,6th P Marketing,08-Aug-2025 04:07 PM,Rejected-Technical,Not Fulfilled eligibility criteria,22-Oct-2025 11:32 AM,28-Oct-2025,"INR 7,286,920",3.0,Sunil Kumar Behera,14-Nov-2025 03:09 PM,AOC.pdf (3099.00 KB),WORK ORDER,S.K. Behera,Internal,"S. K. JENA, A. S. SWAIN, B. ROUTRAY, D. Mallick",Sunil Kumar Behera,28-Oct-2025 04:31 PM,finsummary_547576.pdf (742.03 KB),S.K. Behera,Internal,"S. K. JENA, A. S. SWAIN, B. ROUTRAY, L. SAHOO",Sunil Kumar Behera,22-Oct-2025 11:32 AM,22-Oct-2025 11:35 AM,techsummary_547576.pdf (805.09 KB),1.0,3028120.0,Seventhavenue Eventz Pvt Ltd,INR,"7,286,920",Odisha Tourism Devl. Corp.,2025_OTDC_116165_1,BP I/15/2025-26 Dt. 21.07.2025,Request for Quotation RFQ Limited Tender for Selection of Event Management Agency EMA for Execution and Management of Odisha Parab event at Bangalore,AOC
,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,AOC,,,,,,,,,,,,2,3027318,CKARNIVAL PROMOTIONS PVT.LTD,08-Aug-2025 12:08 PM,Rejected-Finance,2nd lowest bidder,28-Oct-2025 04:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,AOC,,,,,,,,,,,,3,3028667,COLOR PLUS,08-Aug-2025 03:31 PM,Rejected-Finance,4rth lowest bidder,28-Oct-2025 04:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,3026223,GOBANANAS,08-Aug-2025 04:50 PM,Rejected-Technical,Not Fulfilled eligibility criteria,22-Oct-2025 11:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,3027805,IMAGERY,07-Aug-2025 10:12 PM,Rejected-Finance,3rd lowest bidder,28-Oct-2025 04:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,3024996,PRELUDE NOVEL VENTURES PRIVATE LIMITED,08-Aug-2025 02:00 PM,Rejected-Technical,Not Fulfilled eligibility criteria,22-Oct-2025 11:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,3027661,RATIRANJAN GARNAIK,08-Aug-2025 03:50 PM,Rejected-Technical,Not Fulfilled eligibility criteria,22-Oct-2025 11:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,3025985,SANKET COMMUNICATIONS PRIVATE LIMITED,08-Aug-2025 03:18 PM,Rejected-Technical,Not Fulfilled eligibility criteria,22-Oct-2025 11:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,3028120,Seventhavenue Eventz Pvt Ltd,08-Aug-2025 03:19 PM,Accepted-AOC,SUCESSFUL BIDDER,14-Nov-2025 03:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,3028881,XPOSE ADVERTISING,08-Aug-2025 04:59 PM,Rejected-Technical,Not Fulfilled eligibility criteria,22-Oct-2025 11:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
