S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,2948684.0,SUBAS CHANDRA DALEI,INR,"1,108,994",Finance,Summary,Jyoti Ranjan Pati,23-Jun-2025 12:34 PM,finance_540937.pdf,BOQ Comparative Chart,SE DAO 1,Internal,,Jyoti Ranjan Pati,11-Nov-2025 05:27 PM,finsummary_540937.pdf (625.16 KB),EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EE RnB Division Cuttack-II,2025_EICCL_113790_4,SE CTC (RnB)-II -04 of 2025-26,"Construction of 1nos RCC Roof Cycle Stand inside the premises of Odisha Adarsha Vidyalaya, Jokidola under Banki Block in the district of Cuttack",SE,Internal,,Jyoti Ranjan Pati,23-Jun-2025 12:36 PM,techsummary_540937.pdf (625.16 KB),1,2933429,BIJAY BEURA,27-May-2025 02:03 PM,Rejected-AOC,L,11-Nov-2025 05:32 PM,11-Nov-2025,"INR 1,308,614",60.0,Jyoti Ranjan Pati,11-Nov-2025 05:32 PM,AOC.pdf (326.00 KB),AOC,S.E CUTTACK RANDB DIV II,S.E CUTTACK RANDB DIV II OMP SQUARE CUTTACK,"Construction of 1nos RCC Roof Cycle Stand inside the premises of Odisha Adarsha Vidyalaya, Jokidola under Banki Block in the district of Cuttack","Construction of 1nos RCC Roof Cycle Stand inside the premises of Odisha Adarsha Vidyalaya, Jokidola under Banki Block in the district of Cuttack",AS PER DTCN ,NA ,,Civil Works - Buildings,NA ,Tender,90.0,60.0,JOKIDALA,754008.0,NA ,NA ,NA ,S.E CUTTACK RANDB DIV II,No ,No,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EE RnB Division Cuttack-II,SE CTC (RnB)-II -04 of 2025-26,2025_EICCL_113790_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,23-May-2025 02:00 PM,03-Jun-2025 11:00 AM,23-May-2025 02:00 PM,02-Jun-2025 05:00 PM,NA ,NA ,23-May-2025 02:00 PM,02-Jun-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,"13,100",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2947343,KASHINATH PRADHAN,01-Jun-2025 09:09 PM,Rejected-AOC,L,11-Nov-2025 05:32 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2948932,M/s BENUDHAR RANA,02-Jun-2025 04:14 PM,Rejected-AOC,L,11-Nov-2025 05:32 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2945001,PRAVAKAR BEHERA (S.C)/ PROP. PRASHANTI CONSULTANCY,31-May-2025 02:10 PM,Rejected-AOC,L,11-Nov-2025 05:32 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2948684,SUBAS CHANDRA DALEI,02-Jun-2025 02:23 PM,Accepted-AOC,W,11-Nov-2025 05:32 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
