Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
01-Sep-2025 04:00 PM,11-Sep-2025 11:00 AM,01-Sep-2025 04:00 PM,10-Sep-2025 05:00 PM,NA ,NA ,01-Sep-2025 04:00 PM,10-Sep-2025 05:00 PM,Er.Soumya Ranjan Dwibedi,O/o the S E R and B Division Puri,"7,226",Yes,percentage,1.0%,Nil,Nil,"4,000",0.0,Nil,Nil,No,EIC-CIVIL||SERNB-CIRCLE-KHURDA||EERNB-DIVN-PURI,TCN No 25 of 2025-26,2025_EICCL_117520_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of Transgender Toilet in Premises of gram Nyayalaya at Puri,Construction of Transgender Toilet in Premises of gram Nyayalaya at Puri,Please refer Tender documents. ,NA ,"7,22,586",Civil Works - Buildings,NA ,Tender,90.0,30.0,Puri,752001.0,NA ,NA ,NA ,O/o the S E R and B Division Puri,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,PAN,GST,EMD,COST OF TENDER PAPER, AFFIDAVIT,ALL SCHEDULE AND OTHER DOCUMENTS AS PER APPROVED DTCN",1.0,ICICI BANK,AOC,Er. Soumya Ranjan Dwibedi,Internal,Sri Abadhuta Prasad Das Smt Smita Pal,Soumya Ranjan Dwibedi,24-Nov-2025 01:14 PM,finsummary_550868.pdf (654.10 KB),EIC-CIVIL||SERNB-CIRCLE-KHURDA||EERNB-DIVN-PURI,2025_EICCL_117520_1,TCN No 25 of 2025-26,Construction of Transgender Toilet in Premises of gram Nyayalaya at Puri,1.0,3070285.0,ORITECH ENGINEERS PROP PRAKASH KUMAR PRADHAN,INR,"614,270",Finance,Total 13 Nos bidder are participated in the online tender,Soumya Ranjan Dwibedi,11-Sep-2025 05:45 PM,,BOQ Comparative Chart,1,3070496,BIBEKANANDA SITHA,09-Sep-2025 04:48 PM,Rejected-AOC,Rejected,24-Nov-2025 01:25 PM,24-Nov-2025,"INR 614,270",30.0,Soumya Ranjan Dwibedi,24-Nov-2025 01:25 PM,AOC.pdf (1776.00 KB),The bidder has won the transparency lottery held on 14.10.2025 among the qualified bidder so that the work has been awarded to him,Er. Soumya Ranjan Dwibedi,Internal,"Sri Abadhuta Prasad Das, Smt Smita Pal",Soumya Ranjan Dwibedi,11-Oct-2025 06:55 PM,techsummary_550868.pdf (606.50 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,2,3071196,BIJAYA KUMAR JENA,10-Sep-2025 12:49 PM,Rejected-AOC,Rejected,24-Nov-2025 01:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3073965,DIPAK KUMAR SAHOO,10-Sep-2025 02:47 PM,Rejected-AOC,Rejected,24-Nov-2025 01:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3072869,GEETA CHOWDHURY,09-Sep-2025 09:29 PM,Rejected-AOC,Rejected,24-Nov-2025 01:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3073386,KRUSHNA CHANDRA SWAIN,10-Sep-2025 10:56 AM,Rejected-AOC,Rejected,24-Nov-2025 01:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3070285,ORITECH ENGINEERS PROP PRAKASH KUMAR PRADHAN,09-Sep-2025 01:37 PM,Accepted-AOC,The bidder has won the transparency lottery held on 14.10.2025 among the qualified bidder so that the work has been awarded to him,24-Nov-2025 01:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3071335,RASHMI RANJAN MISHRA,10-Sep-2025 12:20 PM,Rejected-AOC,Rejected,24-Nov-2025 01:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3069697,SANJIB KUMAR MOHANTY,10-Sep-2025 01:59 PM,Rejected-AOC,Rejected,24-Nov-2025 01:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3074181,SOUMYA TRIPATHY,10-Sep-2025 03:02 PM,Rejected-AOC,Rejected,24-Nov-2025 01:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3064948,SUJATA PRIYADARSHINI,09-Sep-2025 02:54 PM,Rejected-AOC,Rejected,24-Nov-2025 01:25 PM,,,,,,,,,,,,,,AOC
