Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
06-Aug-2025 03:00 PM,18-Aug-2025 11:00 AM,06-Aug-2025 03:00 PM,16-Aug-2025 05:30 PM,06-Aug-2025 03:00 PM ,14-Aug-2025 05:30 PM ,06-Aug-2025 03:00 PM,16-Aug-2025 05:30 PM,03-Sep-2025 11:00 AM,1.0,ICICI BANK,"Chief Construction Engineer, R.W.Circle, BAM,","O/O Chief Construction Engineer, RWC, BAM Near Income Tax Office Ambapua-11",Construction of Transit House at Tumudibandha in the District of Kandhamal for the year 2025-26,Construction of Transit House at Tumudibandha in the District of Kandhamal for the year 2025-26,Please refer Tender documents. ,NA ,"1,12,60,000",Civil Works - Buildings,NA ,Tender,90.0,365.0,Balliguda,760011.0,NA ,NA ,NA ,"O/O Chief Construction Engineer, R.W.Circle, BAM,",No ,No,"10,000",0.0,Nil,Nil,No,"1,12,600",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Affidavit,GSTIN,PAN,RC,Experience,Bid security and other documents as per DTCN",CE RW I||RWCIRCLE-BERHAMPUR,Online Tender/13-2025-26/BPR,2025_CERWI_116534_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,Technical,Documents to be verified,Swagatika Rauto,18-Aug-2025 04:57 PM,technical_548454.pdf,CE RW I||RWCIRCLE-BERHAMPUR,2025_CERWI_116534_1,Online Tender/13-2025-26/BPR,Construction of Transit House at Tumudibandha in the District of Kandhamal for the year 2025-26,"Er. K.Ch.Khatua, CCE, RWC, BAM",Internal,,Lopamudra Dalai,12-Sep-2025 03:26 PM,finsummary_548454.pdf (1124.41 KB),1.0,3038635.0,DEBASIS GOUDA,INR,"9,571,557",17-Nov-2025,"INR 9,571,557",365.0,Lopamudra Dalai,27-Nov-2025 12:02 PM,Transit.pdf (808.00 KB),1,3034980,AMIYA KUMAR JENA,13-Aug-2025 05:41 PM,Rejected-AOC,1st Lowest,27-Nov-2025 12:02 PM,"Er. K.Ch.Khatua, CCE, RWC, BAM",Internal,"Junior Engineer,R.W.Circle,BAM P.A. to CCE,R.W.Circle, BAM SE,R.W.Divn-II,Gm,BAM",Swagatika Rauto,30-Aug-2025 02:25 PM,03-Sep-2025 11:00 AM,techsummary_548454.pdf (258.94 KB),Finance,Documents to be verified,Swagatika Rauto,03-Sep-2025 06:07 PM,finance_548454.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3038635,DEBASIS GOUDA,16-Aug-2025 04:59 PM,Accepted-AOC,Successful bidders after lottery system,27-Nov-2025 12:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3032272,GANARAM MAHALA,12-Aug-2025 12:15 PM,Rejected-AOC,1st Lowest,27-Nov-2025 12:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3038018,HERO WANI JENA,16-Aug-2025 02:37 PM,Rejected-AOC,1st Lowest,27-Nov-2025 12:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3037480,JAY DURGA BUILDCON PRIVATE LIMITED,15-Aug-2025 10:49 PM,Rejected-AOC,1st Lowest,27-Nov-2025 12:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3037340,Pruthibraj Pradhan,15-Aug-2025 08:12 PM,Rejected-AOC,1st Lowest,27-Nov-2025 12:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3037137,RAKESH MAHAPATRA,15-Aug-2025 11:48 PM,Rejected-AOC,1st Lowest,27-Nov-2025 12:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3026247,RAMESWAR PANIGRAHI,06-Aug-2025 07:58 PM,Rejected-AOC,1st Lowest,27-Nov-2025 12:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3037674,RP INFRASTRUCTURE,15-Aug-2025 11:24 PM,Rejected-AOC,1st Lowest,27-Nov-2025 12:02 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3037358,SANJAYA KUMAR GOUDA,15-Aug-2025 08:24 PM,Rejected-AOC,1st Lowest,27-Nov-2025 12:02 PM,,,,,,,,,,,,,,AOC
