Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
Finance,All Bidders are Responsive,SURJYA NARAYANA PANIGRAHI,16-Nov-2025 01:47 PM,,BOQ Comparative Chart,"Superintending Engineer,",Internal,"Divisional Accounts Officer, JE Estimator, AEE, MISD, Purunakatak, AEE,MISD, Kantamal and AEE, MISD, Boudh",SURJYA NARAYANA PANIGRAHI,13-Oct-2025 02:10 PM,13-Oct-2025 02:30 PM,techsummary_552790.pdf (601.56 KB),16-Nov-2025,"INR 5,397,806",180.0,SURJYA NARAYANA PANIGRAHI,16-Nov-2025 01:59 PM,Committee.pdf (44.00 KB),1,3109627,ABINASH KUDEI,04-Oct-2025 03:52 PM,Rejected-Finance,Not Qualified in Lottery,16-Nov-2025 01:55 PM,1.0,3102433.0,MADHUSUDAN PANDA,INR,"4,574,411.71",SE MI DIVISION BOUDH,Internal,,SURJYA NARAYANA PANIGRAHI,16-Nov-2025 01:55 PM,finsummary_552790.pdf (43.91 KB),"CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani||MI Division Kandhamal",2025_CEMIB_118119_2,07/BMID/2025-2026,Construction of Gudmenda Check Dam near village Gudmenda of Narayanaprasad GP in Kantamal Block of Boudh District for the year 2025-26,Technical,All Bidders are responsible,PRANATI PATANAIK,12-Oct-2025 01:31 PM,technical_552790.pdf,AOC,Construction of Gudmenda Check Dam near village Gudmenda of Narayanaprasad GP in Kantamal Block of Boudh District for the year 2025-26,Construction of Gudmenda Check Dam near village Gudmenda of Narayanaprasad GP in Kantamal Block of Boudh District for the year 2025-26,Please refer Tender documents. ,NA ,"53,81,028",Civil Works - Others,NA ,Tender,90.0,180.0,"Narayanaprasad, Kantamal",762017.0,NA ,NA ,NA ,"SE, Minor Irrigation Division, Boudh",No ,No,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"53,900",Yes,fixed,,Nil,Nil,"SE, Minor Irrigation Division, Boudh","Superintending Engineer, Minor Irrigation Division, Boudh, At/Po-Malisahi, District-Boudh, PIN-762014",18-Sep-2025 10:00 AM,08-Oct-2025 11:00 AM,18-Sep-2025 10:00 AM,04-Oct-2025 05:00 PM,NA ,NA ,18-Sep-2025 10:00 AM,04-Oct-2025 05:00 PM,13-Oct-2025 02:30 PM,"CE,Minor Irrigation,BBSR||Phulbani Minor Irrigation Circle Phulbani||MI Division Kandhamal",07/BMID/2025-2026,2025_CEMIB_118119_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Valid Registration Certificate, PAN, GST, No Relation Certificate and Affidavit",AOC
,,,,,,,,,,,,,,,,,,,2,3103449,ASHISH SINGH,30-Sep-2025 12:34 PM,Rejected-Finance,Not Qualified in Lottery,16-Nov-2025 01:55 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Documents as per DTCN,AOC
,,,,,,,,,,,,,,,,,,,3,3108141,ASHOK KUMAR BARIK,03-Oct-2025 07:39 PM,Rejected-Finance,Not Qualified in Lottery,16-Nov-2025 01:55 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantities,AOC
,,,,,,,,,,,,,,,,,,,4,3104715,BAIJAYANTI JAGADALA,01-Oct-2025 06:50 PM,Rejected-Finance,Not Qualified in Lottery,16-Nov-2025 01:55 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,3108197,BIKASH KUMAR SAHU,03-Oct-2025 08:30 PM,Rejected-Finance,Not Qualified in Lottery,16-Nov-2025 01:55 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,3089982,HARI PRASAD SAHOO,20-Sep-2025 12:01 PM,Rejected-Finance,Not Qualified in Lottery,16-Nov-2025 01:55 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,3105383,JHULANA MEHER,03-Oct-2025 06:28 PM,Rejected-Finance,Not Qualified in Lottery,16-Nov-2025 01:55 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,3105784,Jitendra Kudei,02-Oct-2025 06:17 PM,Rejected-Finance,Not Qualified in Lottery,16-Nov-2025 01:55 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,3105247,KUSHAL KUMBHAR,02-Oct-2025 12:06 PM,Rejected-Finance,Not Qualified in Lottery,16-Nov-2025 01:55 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,3102433,MADHUSUDAN PANDA,29-Sep-2025 12:31 PM,Accepted-AOC,Qualified in Lottery,16-Nov-2025 01:59 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
