Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Finance,Cover-II opened for necessary evaluation.,Sundara Madhaba Padhi,18-Oct-2025 03:42 PM,,BOQ Comparative Chart,Additional Chief Engineer,Internal,Sr DAO AEE Estimator,Sundara Madhaba Padhi,17-Oct-2025 03:43 PM,18-Oct-2025 12:30 PM,techsummary_549921.pdf (1859.32 KB),22-Nov-2025,"INR 5,223,935",30.0,Arun Amitav Pradhan,22-Nov-2025 01:38 PM,WO2.pdf (785.00 KB),Award of contract,1,3049619,ABHIMANYU ROUT,28-Aug-2025 03:47 PM,Rejected-Finance,Disqnalified,22-Nov-2025 01:26 PM,1.0,3059602.0,SAUDAMINI MOHAPATRA,INR,"5,223,935",SE,Internal,Sr DAO AEE Estimator,Arun Amitav Pradhan,22-Nov-2025 01:26 PM,finsummary_549921.pdf (1496.50 KB),EIC-CIVIL||SERNB-CIRCLE-CENTRAL||EERNB-DIVN-IV-BBSR,2025_EICCL_117061_2,eTCN-14 of 2025-26,"Improvement to road from Acharya Vihar to NALCO Chhak via Sainik School such as providing Median Painting, Footpath Painting Cycle Track Painting from 0.0 km to 3.128 km for the year 2025-26",Technical,Cover-I (Technical Bid) opened for necessary evaluation.,Sundara Madhaba Padhi,06-Sep-2025 11:46 PM,,AOC,"61,451",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"RC,PAN,GST,BIDCOST,EMP AND OTHERS DOCUMENTS AS PER APPROVED DTCN",1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,EIC-CIVIL||SERNB-CIRCLE-CENTRAL||EERNB-DIVN-IV-BBSR,eTCN-14 of 2025-26,2025_EICCL_117061_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,S.E.BBSR RandB Divn No.4 Bhubaneswar,Nirman Soudha Unit 5 Bhubaneswar Dist Khordha Odisha,"Improvement to road from Acharya Vihar to NALCO Chhak via Sainik School such as providing Median Painting, Footpath Painting Cycle Track Painting from 0.0 km to 3.128 km for the year 2025-26","Improvement to road from Acharya Vihar to NALCO Chhak via Sainik School such as providing Median Painting, Footpath Painting Cycle Track Painting from 0.0 km to 3.128 km for the year 2025-26",Pl refer DTCN ,NA ,"61,45,083",Civil Works - Roads,Road works ,Tender,90.0,30.0,Bhubaneswar,751001.0,NA ,NA ,NA ,O.O.S.E.BBSR RandB Divn No.4,No ,No,19-Aug-2025 06:15 PM,02-Sep-2025 11:30 AM,19-Aug-2025 06:15 PM,01-Sep-2025 05:30 PM,NA ,NA ,19-Aug-2025 06:15 PM,01-Sep-2025 05:30 PM,18-Oct-2025 12:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,2,3056355,Ajit Kumar Choudhury,30-Aug-2025 02:41 PM,Rejected-Finance,Disqnalified,22-Nov-2025 01:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,Finance,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,3,3052965,AKSHAYA KUMAR SAHOO,29-Aug-2025 04:35 PM,Rejected-Finance,Disqnalified,22-Nov-2025 01:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,3057444,AMBUJA BHUSAN SETHY,31-Aug-2025 12:03 PM,Rejected-Finance,Disqnalified,22-Nov-2025 01:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,3059007,AMITABH SWAIN,01-Sep-2025 01:38 PM,Rejected-Finance,Disqnalified,22-Nov-2025 01:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,3059234,AMITA MOHANTY,01-Sep-2025 02:23 PM,Rejected-Finance,Disqnalified,22-Nov-2025 01:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,3056237,AMIYA KUMAR PAIKARAY,30-Aug-2025 01:55 PM,Rejected-Finance,Disqnalified,22-Nov-2025 01:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,3053368,ANIL KUMAR JENA,28-Aug-2025 09:17 PM,Rejected-Finance,Disqnalified,22-Nov-2025 01:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,3054941,BALARAM MALIK,29-Aug-2025 03:53 PM,Rejected-Finance,Disqnalified,22-Nov-2025 01:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,3059716,BIJAYA KUMAR BEHERA,01-Sep-2025 05:12 PM,Rejected-Finance,Disqnalified,22-Nov-2025 01:26 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
