Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Construction of Government Homeopathic Dispensary building at Suksanda under Bhograi Block for the year 2024-25,Construction of Government Homeopathic Dispensary building at Suksanda under Bhograi Block for the year 2024-25,NA ,NA ,"35,20,830",Civil Works - Buildings,NA ,Tender,90.0,180.0,Balasore,756086.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, JALESWAR",No ,No,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-JALESWAR,SE/RW/Jls- 03/2025-26,2025_CERWI_117400_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,Divisional Officer,"RURAL WORKS DIVISION, JALESWAR, At/PO- Chalanti, Via- Jaleswar","35,210",Yes,fixed,,Nil,Nil,26-Aug-2025 05:00 PM,06-Sep-2025 11:00 AM,26-Aug-2025 05:00 PM,04-Sep-2025 05:00 PM,26-Aug-2025 05:00 PM ,03-Sep-2025 05:00 PM ,26-Aug-2025 05:00 PM,04-Sep-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"T.P. cost, EMD declaration, R.C., GST, PAN, Adhar, Affidavit etc as per DTCN",AOC,12-Nov-2025,"INR 3,520,830",180.0,Soubhagya Kumar Das,12-Nov-2025 03:17 PM,3650.pdf (582.00 KB),1,3063062,GEETA MINERAL,04-Sep-2025 08:33 AM,Rejected-Finance,The bidder has not qualified through lottery system,12-Nov-2025 03:14 PM,Er Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,12-Nov-2025 03:08 PM,techsummary_550571.pdf (908.06 KB),Er Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,12-Nov-2025 03:14 PM,finsummary_550571.pdf (908.06 KB),CE RW I||RWCIRCLE-BALASORE||RWDIVISION-JALESWAR,2025_CERWI_117400_1,SE/RW/Jls- 03/2025-26,Construction of Government Homeopathic Dispensary building at Suksanda under Bhograi Block for the year 2024-25,1.0,3056493.0,Subas Chandra Chand,INR,"2,993,058",Finance,All bidders have qualified,Soubhagya Kumar Das,12-Nov-2025 03:05 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,AOC,,,,,,,2,3057468,gouri sankar parida,31-Aug-2025 12:10 PM,Rejected-Finance,The bidder has not qualified through lottery system,12-Nov-2025 03:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3061540,GOUTAM PRAMANIK,02-Sep-2025 05:04 PM,Rejected-Finance,The bidder has not qualified through lottery system,12-Nov-2025 03:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3060575,KRUSHNAKINKAR GIRI,03-Sep-2025 09:13 AM,Rejected-Finance,The bidder has not qualified through lottery system,12-Nov-2025 03:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3062726,MAMATA DAS,04-Sep-2025 03:12 PM,Rejected-Finance,The bidder has not qualified through lottery system,12-Nov-2025 03:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3063028,MANOJ KUMAR CHAND,04-Sep-2025 11:08 AM,Rejected-Finance,The bidder has not qualified through lottery system,12-Nov-2025 03:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3063022,PRATIMA CHAND,04-Sep-2025 09:33 AM,Rejected-Finance,The bidder has not qualified through lottery system,12-Nov-2025 03:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,3063142,PURNA CHANDRA MIDYA,04-Sep-2025 11:51 AM,Rejected-Finance,The bidder has not qualified through lottery system,12-Nov-2025 03:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,3062977,RAJESH KUMAR SAHOO,03-Sep-2025 09:44 PM,Rejected-Finance,The bidder has not qualified through lottery system,12-Nov-2025 03:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,3062304,RAMANIKANTA CONSTRUCTION,03-Sep-2025 01:07 PM,Rejected-Finance,The bidder has not qualified through lottery system,12-Nov-2025 03:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,11,3061041,RIPAN ROY,04-Sep-2025 03:39 PM,Rejected-Finance,The bidder has not qualified through lottery system,12-Nov-2025 03:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
