Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Chairperson,Internal,,Nalini ranjan Sahoo,11-Nov-2025 03:41 PM,techsummary_455646.pdf (113.41 KB),Municipal Bodies||Pipli NAC,2023_ORULB_93224_8,PIPILI-NAC-2(78-II)/2023-24,Construction of Hasanpur Madrasa compound wall in Ward No-05,1.0,2247523.0,Sagar Majhi,INR,"169,548.57",1,2247644,BISWARANJAN PRADHAN,12-Sep-2023 11:27 AM,Rejected-AOC,As per quoted rate,13-Nov-2025 04:41 PM,13-Nov-2025,"INR 169,548.57",60.0,Kadambini Jena,13-Nov-2025 04:41 PM,WO.pdf (182.00 KB),Finance,2 nos. of bidder have participated in bidding process,Nalini ranjan Sahoo,11-Nov-2025 03:38 PM,,BOQ Comparative Chart,Chairperson,Internal,,Nalini ranjan Sahoo,11-Nov-2025 03:43 PM,finsummary_455646.pdf (113.41 KB),AOC,1,ICICI BANK,29-Aug-2023 12:00 PM,13-Sep-2023 11:00 AM,29-Aug-2023 12:00 PM,12-Sep-2023 05:00 PM,NA ,NA ,29-Aug-2023 12:00 PM,12-Sep-2023 05:00 PM,"Executive Officer, Pipli NAC","Office of the Executive Officer, Pipli NAC",Municipal Bodies||Pipli NAC,PIPILI-NAC-2(78-II)/2023-24,2023_ORULB_93224_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"1,700",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Regist. of licence, GST, Regd, PAN, Paper cost, Affidavit, Decl and otfer doc as per DTCN",Construction of Hasanpur Madrasa compound wall in Ward No-05,Construction of Hasanpur Madrasa compound wall in Ward No-05,Please refer Tender documents. ,NA ,"1,69,649",Civil Works - Others,NA ,Tender,90.0,60.0,"Pipli NAC, ward no-5",752104.0,NA ,NA ,NA ,"Office of the Executive officer, Pipli NAC",No ,No,600.0,0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,2,2247523,Sagar Majhi,12-Sep-2023 09:26 AM,Accepted-AOC,As per quoted rate,13-Nov-2025 04:41 PM,,,,,,,,,,,,,,,,,,,AOC,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,AOC
