Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage
"Executive Engineer, D.A.O-II, and Estimator of R.W EL.DIVN.BBSR",Internal,,Chudamani Sethi,12-Nov-2025 12:45 PM,techsummary_552523.pdf (678.56 KB),25-Nov-2025,"INR 1,682,715",180.0,Chudamani Sethi,28-Nov-2025 09:55 AM,circle.pdf (563.00 KB),1,3096552,ABHILASH PRADHAN,23-Sep-2025 03:35 PM,Rejected-Finance,Losser on lottery,19-Nov-2025 11:40 AM,1.0,3086822.0,SBM ENTERPRISES,INR,"1,682,715",Finance,18nos of bidders participated in the tender,Chudamani Sethi,26-Sep-2025 05:05 PM,finance_552523.pdf,BOQ Comparative Chart,"Executive Engineer, D.A.O-II, and Estimator of R.W EL.DIVN.BBSR",Internal,,Chudamani Sethi,19-Nov-2025 11:40 AM,finsummary_552523.pdf (1480.34 KB),CE RW I||RW Electrical Circle Bhubaneswar||RW Electrical Division Bhubaneswar,2025_CERWI_117973_3,EERWELBBSR 12/ 2025-26,"Provision of Conventional Lightning Arrestor, DG Set and Glow Sign Board, AC, Solar Light and Video Conferencing at RW Circle Balasore",AOC,CE RW I||RW Electrical Circle Bhubaneswar||RW Electrical Division Bhubaneswar,EERWELBBSR 12/ 2025-26,2025_CERWI_117973_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"19,794",No,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,16-Sep-2025 12:00 PM,25-Sep-2025 01:00 PM,16-Sep-2025 12:00 PM,24-Sep-2025 05:00 PM,NA ,NA ,16-Sep-2025 12:00 PM,24-Sep-2025 05:00 PM,E. E. R.W EL.DIVN.BBSR At- Divn. Complex Rasulgarh,"Executive Engineer, R.W EL.DIVN.BBSR At- 1st floor of Divn. Complex, Rasulgarh Behind Explanade Mall. Dist. Khurda Odisha. Pincode-751010","Provision of Conventional Lightning Arrestor, DG Set and Glow Sign Board, AC, Solar Light and Video Conferencing at RW Circle Balasore","Provision of Conventional Lightning Arrestor, DG Set and Glow Sign Board, AC, Solar Light and Video Conferencing at RW Circle Balasore",Please refer Tender documents. ,NA ,"19,79,431",Electrical Works,NA ,Tender,90.0,180.0,BALASORE,756100.0,NA ,NA ,NA ,E. E. R.W EL.DIVN.BBSR At- Divn. Complex Rasulgarh,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid license copy,GST certificate ,PAN card , EMD, Tender paper cost",1.0,ICICI BANK,AOC
,,,,,,,,,,,,2,3098015,ANIL KUMAR SAHU,24-Sep-2025 10:51 AM,Rejected-Finance,Losser on lottery,19-Nov-2025 11:40 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit for correctness, no relation certificate",2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,3,3098584,Fusion Power,24-Sep-2025 02:48 PM,Rejected-Finance,Losser on lottery,19-Nov-2025 11:40 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,AOC
,,,,,,,,,,,,4,3089312,JAYANTA KUMAR JENA,19-Sep-2025 09:28 PM,Rejected-Finance,Losser on lottery,19-Nov-2025 11:40 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,3098954,MELUHA ELEKTRON,24-Sep-2025 04:34 PM,Rejected-Finance,Losser on lottery,19-Nov-2025 11:40 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,3086867,M/s Excel Infrastructure,19-Sep-2025 12:45 PM,Rejected-Finance,Losser on lottery,19-Nov-2025 11:40 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,3097850,MS KALYANI ELECTRICALS AND CONSTRUCTION,24-Sep-2025 02:17 AM,Rejected-Finance,Losser on lottery,19-Nov-2025 11:40 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,3098781,M/S. OMM ENGINEERING,24-Sep-2025 03:43 PM,Rejected-Finance,Losser on lottery,19-Nov-2025 11:40 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,3098026,RM ENTERPRISES,24-Sep-2025 01:11 PM,Rejected-Finance,Losser on lottery,19-Nov-2025 11:40 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,3086939,Sahil Electricals,19-Sep-2025 12:59 PM,Rejected-Finance,Losser on lottery,19-Nov-2025 11:40 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
