EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"60,620",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Tender cost,EMD,affidavit,PAN card,GSTIN,RC and other docs as per DTCN",13-Sep-2025 10:00 AM,23-Sep-2025 11:00 AM,13-Sep-2025 10:00 AM,22-Sep-2025 05:00 PM,13-Sep-2025 10:00 AM ,20-Sep-2025 01:00 PM ,13-Sep-2025 10:00 AM,22-Sep-2025 05:00 PM,13-Oct-2025 11:00 AM,CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-PADMAPUR,Online 07 of 2025-26,2025_CERWI_117982_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"EE R.W Division,Padampur","RURAL WORKS DIVISION, PADMAPUR,DIST. BARGARH",Construction of R.I Office Cum Residence building at Ghanamal under Padampur Tahasil in the district of Bargarh building,Construction of R.I Office Cum Residence building at Ghanamal under Padampur Tahasil in the district of Bargarh building,NA ,NA ,"60,61,910",Civil Works - Buildings,NA ,Tender,90.0,270.0,Padampur,768036.0,NA ,NA ,NA ,"O/o the E.E RURAL WORKS DIVISION, PADMAPUR",No ,No,"10,000",0.0,Nil,Nil,No,AOC,CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-PADMAPUR,2025_CERWI_117982_1,Online 07 of 2025-26,Construction of R.I Office Cum Residence building at Ghanamal under Padampur Tahasil in the district of Bargarh building,Technical,15 numbers of bidders have participated,Amar Chandra Kumar,23-Sep-2025 12:46 PM,,"Er. Tapas Ranjan Lenka, EE",Internal,Amar Ch. Kumar DA Lalit Ku. Naik JE Estr.I/c,Tapas Ranjan Lenka,24-Oct-2025 06:12 PM,finsummary_552333.pdf (192.81 KB),1.0,3089189.0,LINGARAJ MISHRA,INR,"5,153,230",31-Oct-2025,"INR 5,153,230",270.0,Tapas Ranjan Lenka,21-Nov-2025 04:37 PM,RIGhanamal_LingarajMishra.pdf (1108.00 KB),30/P1 of 2025-26,1,3089041,AJAYA KUMAR DASH,19-Sep-2025 07:44 PM,Rejected-Finance,Not successful in lottery,24-Oct-2025 06:12 PM,"Er. Tapas Ranjan Lenka, EE",Internal,Amar Chandra Kumar DA Lalit Ku. Naik JE Estr. I/c,Amar Chandra Kumar,11-Oct-2025 06:22 PM,13-Oct-2025 11:00 AM,techsummary_552333.pdf (173.29 KB),Finance,Fourteen financial bids have been opened,Amar Chandra Kumar,13-Oct-2025 12:49 PM,,BOQ Comparative Chart,AOC
,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,Bill of quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3090988,BAMADEB DUDUKA,20-Sep-2025 05:39 PM,Rejected-Finance,Not successful in lottery,24-Oct-2025 06:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3083826,BIJAYA KUMAR MEHER,16-Sep-2025 03:16 PM,Rejected-Technical,Not qualified due to wrong affidavit,11-Oct-2025 06:22 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3093337,DEEPAK MEHER,22-Sep-2025 08:55 AM,Rejected-AOC,Not awarded,21-Nov-2025 04:37 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3092675,HARAPRASAD SAHU,21-Sep-2025 07:17 PM,Rejected-Finance,Not successful in lottery,24-Oct-2025 06:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3091304,INDRAMANI SAHU,21-Sep-2025 08:59 AM,Rejected-Finance,Not successful in lottery,24-Oct-2025 06:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3085040,JAY BIHARI RUIDAS,17-Sep-2025 02:04 PM,Rejected-Finance,Not successful in lottery,24-Oct-2025 06:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3086107,KRUSHNA KUMBHAR,18-Sep-2025 01:22 PM,Rejected-Finance,Not successful in lottery,24-Oct-2025 06:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3093774,Kunja Bihari Sahu,22-Sep-2025 03:16 PM,Rejected-Finance,Not successful in lottery,24-Oct-2025 06:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3089189,LINGARAJ MISHRA,21-Sep-2025 01:41 PM,Accepted-AOC,Awarded,21-Nov-2025 04:37 PM,,,,,,,,,,,,,,AOC
