Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
08-Nov-2025,"INR 1,547,324",60.0,Chinmaya Acharya,08-Nov-2025 01:41 PM,WO12.pdf (1308.00 KB),As per tender committee,1,3059615,AKSHAY KUMAR MAHAPATRA,03-Sep-2025 01:04 PM,Rejected-Finance,As per tender committee,08-Nov-2025 01:38 PM,Municipal Bodies||Kesinga NAC,2025_ORULB_115144_12,KSNG-NAC-1/2025-26,CONSTRUCTION OF DRAIN AND CULVERT WITH COVER SLAB OF OM NAGAR ROAD FROM NH 26 TOWARDS TITLAGARH ROAD IN WARD NO 06,1.0,3061689.0,DHANANJAYA MAHANANDA,INR,"1,547,324",Finance,As per tender committee,Chinmaya Acharya,08-Nov-2025 01:27 PM,finance_549230.pdf,BOQ Comparative Chart,Nruparaj yadav,Internal,"Chairperson,NAC,Keisnga,STO,Keisnga,Additional Tahasildar,kesinga,ME,Bhawanipatna Municipality,EO,NAC,Kesinga",Chinmaya Acharya,08-Nov-2025 01:38 PM,finsummary_549230.pdf (2944.29 KB),Nruparaj yadav,Internal,"Chairperson,NAC,Keisnga,STO,Keisnga,Additional Tahasildar,kesinga,ME,Bhawanipatna Municipality,EO,NAC,Kesinga",Chinmaya Acharya,08-Nov-2025 01:30 PM,techsummary_549230.pdf (2944.29 KB),AOC,1.0,Modification of Date,Date,,"18,210",Yes,fixed,,Nil,Nil,CONSTRUCTION OF DRAIN AND CULVERT WITH COVER SLAB OF OM NAGAR ROAD FROM NH 26 TOWARDS TITLAGARH ROAD IN WARD NO 06,CONSTRUCTION OF DRAIN AND CULVERT WITH COVER SLAB OF OM NAGAR ROAD FROM NH 26 TOWARDS TITLAGARH ROAD IN WARD NO 06,Please refer Tender documents. ,NA ,"18,20,168",Civil Works - Others,NA ,Rate Contract,90.0,60.0,KESINGA NAC,766012.0,NA ,NA ,NA ,"OFFICE OF THE NOTIFIED AREA COUNCIL,KESINGA",No ,No,"EXECUTIVE OFFICER,NAC,KESINGA","NAC,Kesinga,Dist-Kalahandi",1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,Municipal Bodies||Kesinga NAC,KSNG-NAC-1/2025-26,2025_ORULB_115144_12,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,16-Aug-2025 10:00 AM,04-Sep-2025 11:00 AM,16-Aug-2025 10:00 AM,03-Sep-2025 05:00 PM,NA ,NA ,16-Aug-2025 10:00 AM,03-Sep-2025 05:00 PM,AOC
,,,,,,,2,3062023,AYUSH KUMAR,03-Sep-2025 08:45 AM,Rejected-Finance,As per tender committee,08-Nov-2025 01:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,AOC
,,,,,,,3,3049823,BIKRAM SAGAR,26-Aug-2025 05:36 PM,Rejected-Finance,As per tender committee,08-Nov-2025 01:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,3050534,BIMAL BAG,27-Aug-2025 11:16 AM,Rejected-Finance,As per tender committee,08-Nov-2025 01:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,3062031,BIRAJA SANKAR DAS,03-Sep-2025 09:13 AM,Rejected-Finance,As per tender committee,08-Nov-2025 01:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,3061689,DHANANJAYA MAHANANDA,03-Sep-2025 12:29 PM,Accepted-AOC,As per tender committee,08-Nov-2025 01:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,3062568,POOJA MITTAL,03-Sep-2025 03:17 PM,Rejected-Finance,As per tender committee,08-Nov-2025 01:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,3056252,PRIYANKA SAHU,30-Aug-2025 02:02 PM,Rejected-Finance,As per tender committee,08-Nov-2025 01:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,3061931,RASHMI RANJAN SARANGI,02-Sep-2025 11:16 PM,Rejected-Finance,As per tender committee,08-Nov-2025 01:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,3062373,"Smt Niharika Bhoi, Proprietor of M/s R.D. Construction and Supplier",03-Sep-2025 02:00 PM,Rejected-Finance,As per tender committee,08-Nov-2025 01:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
