S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,12-Aug-2025 10:00 AM,22-Aug-2025 11:00 AM,12-Aug-2025 10:00 AM,21-Aug-2025 05:30 PM,12-Aug-2025 10:00 AM ,21-Aug-2025 05:30 PM ,12-Aug-2025 10:00 AM,21-Aug-2025 05:30 PM,"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||SUNDARGARH",SE MID SNG 03/2025-26,2025_CEMIB_116685_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"S.E. M.I. Division, Sundargarh","O/o the Superintending Engineer, MI Division, Sundargarh, At/PO- Mahesdihi",Improvement to Main canal of Baraguda MIP in Lahunipara Block of Sundargarh District under Critical Grant 2025-26.,Improvement to Main canal of Baraguda MIP in Lahunipara Block of Sundargarh District under Critical Grant 2025-26.,B and C class contractor ,NA ,"29,66,079",Civil Works - Others,Impvt. to MIP ,Tender,90.0,120.0,Lahunipara Block,770040.0,NA ,NA ,NA ,"O/o the Superintending Engineer, MID, Sundargarh",No ,No,"29,661",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Affidavit, PAN, GSTIN, CDMS License, No Relation Certificate, Labour License",AOC,1,3043355,BIJAN KUMAR PRUSETH,21-Aug-2025 02:46 PM,Rejected-AOC,Rejected,20-Nov-2025 10:49 AM,14-Oct-2025,"INR 2,521,463.92",120.0,DHIRENDRA KUMAR NAIK,20-Nov-2025 10:49 AM,baraguda.pdf (807.00 KB),The tender of Trilokh Nath Construction B class Gen. contractor decided in Transparent Lottery Amounting to Rs 2521463.92 being 14.99 percent less than the Tendered value is accepted,"Er. Dhirendra Ku. Naik SE MI Division, Sundargarh",Internal,"Sri Raghvendra Singh DAO, Sri S. Lakra AEE(Estr), Smt N. Soreng AE(Estr),G.Bhitria JE (Estr)",DHIRENDRA KUMAR NAIK,17-Sep-2025 05:53 PM,techsummary_548966.pdf (1412.69 KB),"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||SUNDARGARH",2025_CEMIB_116685_4,SE MID SNG 03/2025-26,Improvement to Main canal of Baraguda MIP in Lahunipara Block of Sundargarh District under Critical Grant 2025-26.,"Er. D.K. Naik, SE MI Division, Sundargarh",Internal,"Sri R. Singh DAO, Sri S. Lakra AEE (Estr), Smt N. Soreng AE (Estr), Miss G. Bhitria JE (Estr)",DHIRENDRA KUMAR NAIK,19-Sep-2025 11:06 AM,finsummary_548966.pdf (1412.69 KB),Finance,All the 12 nos bidders have submitted the required bid cost and fulfilled the required criteria. Hence all the valid tenders have been taken into CS.,DHIRENDRA KUMAR NAIK,17-Sep-2025 05:31 PM,finance_548966.pdf,BOQ Comparative Chart,1.0,3043003.0,"TRILOK NATH CONSTRUCTION ,PROPRIETOR - ANAND CHANDEL",INR,"2,521,463.92",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,AOC,2,3043325,BISWANATH BARIK,21-Aug-2025 11:50 AM,Rejected-AOC,Rejected,20-Nov-2025 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3043565,HEMANTA SAHU,21-Aug-2025 02:22 PM,Rejected-AOC,Rejected,20-Nov-2025 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3043257,JHUNI BEHERA,21-Aug-2025 02:12 PM,Rejected-AOC,Rejected,20-Nov-2025 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3043363,Kamal Muduli,21-Aug-2025 12:08 PM,Rejected-AOC,Rejected,20-Nov-2025 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3042840,LOKANATH KUANAR,20-Aug-2025 05:16 PM,Rejected-AOC,Rejected,20-Nov-2025 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3043107,NIBHA MISHRA,20-Aug-2025 09:54 PM,Rejected-AOC,Rejected,20-Nov-2025 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3042979,PRAVEEN KUMAR,20-Aug-2025 07:31 PM,Rejected-AOC,Rejected,20-Nov-2025 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3043502,ROBERT BODRA,21-Aug-2025 04:35 PM,Rejected-AOC,Rejected,20-Nov-2025 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3043667,SANJAY JHA,21-Aug-2025 04:49 PM,Rejected-AOC,Rejected,20-Nov-2025 10:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
