EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"21,350",Yes,fixed,,Nil,Nil,PHEO||SEPH-CIRCLE-BERHAMPUR||EEPH-DIVN-CHHATRAPUR,22/03/SPH(C)/ 2025 -26 dt. 15.09.2025,2025_PHEO_118284_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,Procurement installation testing and commissioning of Multijet water meter at Consumer end of Chikiti NAC under AAP- 2025-26 SUJAL (Ch.HHC),Procurement installation testing and commissioning of Multijet water meter at Consumer end of Chikiti NAC under AAP- 2025-26 SUJAL (Ch.HHC),Please refer Tender documents. ,NA ,"21,35,000",Civil Works - Water Works,NA ,Tender,120.0,90.0,Chikiti,761010.0,NA ,NA ,NA ,Chatrapur,No ,No,1.0,ICICI BANK,20-Sep-2025 11:00 AM,06-Oct-2025 01:00 PM,20-Sep-2025 11:00 AM,04-Oct-2025 05:30 PM,20-Sep-2025 11:00 AM ,03-Oct-2025 05:30 PM ,20-Sep-2025 11:00 AM,04-Oct-2025 05:30 PM,Superintending Engineer P.H,"Superintending Engineer, P.H.Division, Bhanjanagar at Chatrapur, Near L.I.C.Colony, Chatrapur, Orissa -761020",1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of Tender Paper, EMD, PAN, GSTIN, Affidavits as per DTCN","6,000",0.0,Nil,Nil,Yes,AOC,27-Nov-2025,"INR 1,814,955",90.0,Prasanta Kumar Das,27-Nov-2025 04:49 PM,Order.pdf (640.00 KB),The L1 Bidder is Dibya Darsani Panigrahi,Additional Chief EngineerPH,Internal,"Additional Chief Engineer PH , DAO, Estimator",Prasanta Kumar Das,27-Nov-2025 04:39 PM,finsummary_553140.pdf (742.70 KB),Finance,4(Four) no Tender participated online,Prasanta Kumar Das,27-Nov-2025 04:26 PM,finance_553140.pdf,BOQ Comparative Chart,1,3109727,DEEPAK RANJAN SAHU,04-Oct-2025 04:26 PM,Rejected-AOC,1stlowest,27-Nov-2025 04:50 PM,1.0,3109735.0,DIBYA DARSANI PANIGRAHI,INR,"1,814,955",PHEO||SEPH-CIRCLE-BERHAMPUR||EEPH-DIVN-CHHATRAPUR,2025_PHEO_118284_1,22/03/SPH(C)/ 2025 -26 dt. 15.09.2025,Procurement installation testing and commissioning of Multijet water meter at Consumer end of Chikiti NAC under AAP- 2025-26 SUJAL (Ch.HHC),Additional Chief Engineer PH,Internal,"Additional Chief Engineer PH, DAO, Estimator",Prasanta Kumar Das,27-Nov-2025 04:30 PM,techsummary_553140.pdf (742.70 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,.pdf,"Certificates, Formats, Schedules and other documents if any as per DTCN",,,,,,AOC,,,,,,,,,,,,,,,,,,,,2,3109735,DIBYA DARSANI PANIGRAHI,04-Oct-2025 04:37 PM,Accepted-AOC,1stlowest,27-Nov-2025 04:50 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,AOC,,,,,,,,,,,,,,,,,,,,3,3109717,RABI KUMAR TARAI,04-Oct-2025 04:30 PM,Rejected-AOC,1stlowest,27-Nov-2025 04:50 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,4,3109817,RAMA CHANDRA NAYAK,04-Oct-2025 05:09 PM,Rejected-AOC,2nd lowest,27-Nov-2025 04:50 PM,,,,,,,,,,,,,,,,AOC
