Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"DTCN,Regd Certificates,GSTIN,PAN etc...",02-Apr-2025 10:00 AM,15-Apr-2025 11:00 AM,02-Apr-2025 10:00 AM,11-Apr-2025 05:00 PM,NA ,NA ,02-Apr-2025 10:00 AM,11-Apr-2025 05:00 PM,1.0,ICICI BANK,Municipal Bodies||Umerkote Municipality,UKTM-MUN- 01/2025-26(1),2025_ORULB_111985_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Executive Officer,Umerkote Municipality,"4,000",0.0,Nil,Nil,No,"6,140",Yes,fixed,,Nil,Nil,Construction of Paver Block road from School Road to Ashok Mandal house and CC drain near Prabhat Talukdar house in Ward No 01,Civil Work,Please refer to Tender Documents ,NA ,,Civil Works - Roads,NA ,Tender,180.0,60.0,Umerkote Municipality,764073.0,NA ,NA ,NA ,Umerkote Municipality,No ,No,AOC,Municipal Bodies||Umerkote Municipality,2025_ORULB_111985_1,UKTM-MUN- 01/2025-26(1),Construction of Paver Block road from School Road to Ashok Mandal house and CC drain near Prabhat Talukdar house in Ward No 01,Smt. Radha Bhatra,Internal,Chairperson Umerkote Municipality BDO Umerkote E.O Umerkote Municipality M.E Umerkote Municipality A.E Umerkote Municipality Accountant Umerkote Municipality,Aswini Kumar Patnaik,13-Oct-2025 09:16 PM,finsummary_534614.pdf (1713.72 KB),Finance,total thirteen nos of bidders found in bidding......,ALAK KUMAR ANUGULIA,25-Jul-2025 01:02 PM,,BOQ Comparative Chart,1.0,2879274.0,HATIA ROUT,INR,"520,276",29-Oct-2025,"INR 520,276",60.0,Aswini Kumar Patnaik,20-Nov-2025 01:02 PM,AOC.pdf (439.00 KB),LOA issued in favour of HATIA ROUT as he is qualified as L1 bidder......,1,2880244,BALIRAM MANGARAJ,09-Apr-2025 11:02 PM,Rejected-Finance,L2 bidder,13-Oct-2025 09:16 PM,Smt. Radha Bhatra,Internal,Chairperson Umerkote Municipality BDO Umerkote E.O Umerkote Municipality M.E Umerkote Municipality J.E Umerkote Municipality Accountant Umerkote Municipality,ALAK KUMAR ANUGULIA,26-Jul-2025 09:16 PM,techsummary_534614.pdf (14371.10 KB),AOC
,,.xls,FINANCE BID(BOQ),,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2882526,BIKRABDEV SARKAR,11-Apr-2025 04:24 PM,Rejected-Finance,L2 bidder,13-Oct-2025 09:16 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2879274,HATIA ROUT,08-Apr-2025 07:34 PM,Accepted-AOC,qualified as L1 bidder......,20-Nov-2025 01:02 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2876966,KUSHA SAHU,06-Apr-2025 05:56 AM,Rejected-Finance,L2 bidder,13-Oct-2025 09:16 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2881540,MOHAMMAD WASHIQ LATHIYA,11-Apr-2025 03:04 AM,Rejected-Finance,L2 bidder,13-Oct-2025 09:16 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2881041,NARAYAN PANIGRAHI,10-Apr-2025 09:17 PM,Rejected-Finance,L2 bidder,13-Oct-2025 09:16 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2881788,NARENDRA NAYAK,11-Apr-2025 11:09 AM,Rejected-Finance,L2 bidder,13-Oct-2025 09:16 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2879792,PRASANTA KUMAR PARIDA,09-Apr-2025 05:41 PM,Rejected-Finance,L2 bidder,13-Oct-2025 09:16 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2878268,SATRUGHAN LENKA,07-Apr-2025 07:25 PM,Rejected-Finance,L2 bidder,13-Oct-2025 09:16 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2877443,SEBIKA SARKAR,08-Apr-2025 10:40 PM,Rejected-Technical,Invalid PAN and GST,26-Jul-2025 09:16 PM,,,,,,,AOC
