Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,ONLINE TRANSFER TOWARDS COST OF BID DOCUMENTS AND EMD,"Construction of Need Based Infrastructure of Paddy Procurement Centre at-Badadalima under Badadalima Lampcs,Tiring Block in the District of Mayurbhanj for the year of 2025-26",BUILDING WORK,Please refer Tender documents. ,NA ,"75,62,700",Civil Works - Buildings,NA ,Tender,90.0,120.0,RAIRANGPUR,757043.0,NA ,NA ,NA ,O/O THE S.E RAIRANGPUR R AND B DIVISION,No ,No,EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-RAIRANGPUR,IFB SE 17 OF 2025-26,2025_EICCL_116729_12,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"75,700",Yes,fixed,,Nil,Nil,S.E RAIRANGPUR R AND B DIVISION,O/O THE S.E RAIRANGPUR R AND B DIVISION,18-Aug-2025 10:00 AM,30-Aug-2025 11:00 AM,18-Aug-2025 10:00 AM,29-Aug-2025 04:00 PM,18-Aug-2025 10:00 AM ,29-Aug-2025 04:00 PM ,18-Aug-2025 10:00 AM,29-Aug-2025 04:00 PM,22-Sep-2025 11:00 AM,"10,000",0.0,Nil,Nil,No,AOC,Finance,TWO NOS BIDS OPENED FOR EVALUATION,S. AMARNATH SUBUDHI,13-Nov-2025 01:44 PM,,BOQ Comparative Chart,SUMIT SAURAV SAHU,Internal,SAMIRAN NANDY AMARNATH SUBUDHI,S. AMARNATH SUBUDHI,18-Sep-2025 04:45 PM,22-Sep-2025 11:00 AM,techsummary_549096.pdf (5018.08 KB),Technical,FIVE NOS BIDS OPENED FOR EVALUATION,S. AMARNATH SUBUDHI,31-Aug-2025 02:20 PM,,SUMIT SAURAV SAHU,Internal,SAMIRAN NANDY AMARNATH SUBUDHI,S. AMARNATH SUBUDHI,13-Nov-2025 01:50 PM,finsummary_549096.pdf (599.28 KB),13-Nov-2025,"INR 6,429,049",120.0,S. AMARNATH SUBUDHI,13-Nov-2025 01:56 PM,WO.pdf (406.00 KB),WORK ORDER ISSUED TO SRI MANORANJAN MANDAL,EIC-CIVIL||SERNB-CIRCLE-EASTERN||EERNB-DIVN-RAIRANGPUR,2025_EICCL_116729_12,IFB SE 17 OF 2025-26,"Construction of Need Based Infrastructure of Paddy Procurement Centre at-Badadalima under Badadalima Lampcs,Tiring Block in the District of Mayurbhanj for the year of 2025-26",1.0,3051060.0,MANARANJAN MANDAL,INR,"6,429,049",1,3052873,JITENDRA MANDAL,28-Aug-2025 04:46 PM,Rejected-Technical,DISQUALIFIED,18-Sep-2025 04:45 PM,AOC
,,.pdf,"COPY OF LICENCE, GSTIN AND PAN CARD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3051060,MANARANJAN MANDAL,27-Aug-2025 05:35 PM,Accepted-AOC,L1 LOTTERY WINNER,13-Nov-2025 01:56 PM,AOC
,,.pdf,MACHINERIES AND OTHER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3054621,SABYASACHI MOHANTY,29-Aug-2025 03:30 PM,Rejected-AOC,L1,13-Nov-2025 01:56 PM,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3047402,SATYA SUNDAR DAS,25-Aug-2025 11:33 AM,Rejected-Technical,DISQUALIFIED,18-Sep-2025 04:45 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3055020,SHYAM CHARAN SOREN,29-Aug-2025 03:57 PM,Rejected-Technical,DISQUALIFIED,18-Sep-2025 04:45 PM,AOC
