Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Stage
Sanjib Kumar Tripathy,Internal,,SANJIB KUMAR TRIPATHY,25-Oct-2025 11:19 AM,techsummary_554442.pdf (8619.45 KB),1,3130043,BIJAY KUMAR PANDA,15-Oct-2025 07:37 PM,Rejected-AOC,Was not selected through lottery,07-Nov-2025 09:23 PM,07-Nov-2025,"INR 2,146,025",120.0,SANJIB KUMAR TRIPATHY,07-Nov-2025 09:23 PM,stljajpuragreement.pdf (1401.00 KB),1.0,3128281.0,SURESH KUMAR SETHY,INR,"2,146,025",Finance,10 bids received,SANJIB KUMAR TRIPATHY,19-Oct-2025 05:41 PM,finance_554442.pdf,BOQ Comparative Chart,Sanjib Kumar Tripathy,Internal,,SANJIB KUMAR TRIPATHY,07-Nov-2025 08:52 PM,finsummary_554442.pdf (985.87 KB),Directorate of Agriculture and Food Production||SE Agriculture Central Zone||Executive Engineer (Agril) Kendrpara,2025_AGRIL_118825_3,05/2025-26,"Extension of soil testing Lab, Sample processing unit and Repair of portico, Jajpur",AOC,"Extension of soil testing Lab, Sample processing unit and Repair of portico, Jajpur","Extension of soil testing Lab, Sample processing unit and Repair of portico, Jajpur",Please refer Tender documents. ,NA ,"25,24,438",Civil Works - Buildings,NA ,Tender,120.0,120.0,Jajpur,755001.0,NA ,NA ,NA ,"E.E.(Agril.), AE Division, Kendrapara",No ,No,"E.E.(Agril.), AE Division, Kendrapara","E.E.(Agril.), AE Division, Kendrapara",03-Oct-2025 10:00 AM,18-Oct-2025 11:00 AM,03-Oct-2025 10:00 AM,16-Oct-2025 05:00 PM,NA ,NA ,03-Oct-2025 10:00 AM,16-Oct-2025 05:00 PM,Directorate of Agriculture and Food Production||SE Agriculture Central Zone||Executive Engineer (Agril) Kendrpara,05/2025-26,2025_AGRIL_118825_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Offline,No,No,No,"6,000",0.0,"E.E.(Agril.), AE Division, Kendrapara",Kendrapara,No,"25,300",Yes,fixed,,"E.E.(Agril.), AE Division, Kendrapara",Kendrapara,1.0,Fee/PreQual/Technical/Finance,.pdf,"Affidavit, GST, PAN, Registration, and other as per DTCN",1.0,DD - Demand Draft,AOC
,,,,,,2,3131063,JANGYADATTA TRIPATHY,16-Oct-2025 02:06 PM,Rejected-AOC,Was not selected through lottery,07-Nov-2025 09:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,2.0,TD- Term Deposit,AOC
,,,,,,3,3127324,KALANDI DAS,16-Oct-2025 11:13 AM,Rejected-AOC,Was not selected through lottery,07-Nov-2025 09:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3131346,M/S BISHNU CHARAN MALLIK,16-Oct-2025 04:30 PM,Rejected-Technical,Experience for similar nature of work has not been submitted,25-Oct-2025 11:19 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3127716,M/S PAYAL ENGINEERING,14-Oct-2025 01:58 PM,Rejected-Technical,Experience for similar nature of work has not been submitted,25-Oct-2025 11:19 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3128949,M/S RANJAN KUMAR BEHERA,15-Oct-2025 11:50 AM,Rejected-AOC,Was not selected through lottery,07-Nov-2025 09:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3130601,SARATA CHANDRA MISHRA,16-Oct-2025 10:41 AM,Rejected-AOC,Was not selected through lottery,07-Nov-2025 09:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3127471,SUBHENDU KUMAR PATI,14-Oct-2025 12:36 PM,Rejected-AOC,Was not selected through lottery,07-Nov-2025 09:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3128281,SURESH KUMAR SETHY,14-Oct-2025 07:41 PM,Accepted-AOC,Selected through Lottery,07-Nov-2025 09:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3129400,UMAKANTA MUDULI,15-Oct-2025 02:12 PM,Rejected-AOC,Was not selected through lottery,07-Nov-2025 09:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
