Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2771639,BANAMALI MISHRA,24-Jan-2025 07:43 PM,Rejected-Finance,Unsuccessful,10-Apr-2025 06:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2787324,BANSHIDHAR JENA,29-Jan-2025 06:25 PM,Rejected-Technical,not qualified,24-Feb-2025 01:26 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2785471,BIBHU PRASAD SWAIN,29-Jan-2025 07:47 AM,Rejected-Technical,not qualified,24-Feb-2025 01:26 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2786267,BIKASH KUMAR SAHOO,29-Jan-2025 01:17 PM,Rejected-Finance,Unsuccessful,10-Apr-2025 06:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2788555,DEBASHIS PATRA,30-Jan-2025 11:06 AM,Rejected-Finance,Unsuccessful,10-Apr-2025 06:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2786033,DEEPAK RANJAN DASH,29-Jan-2025 12:23 PM,Rejected-Finance,Unsuccessful,10-Apr-2025 06:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2779210,DEVIPRASAD DASH,26-Jan-2025 10:21 PM,Rejected-Finance,Unsuccessful,10-Apr-2025 06:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2777106,DEVI PRASAD RANA,26-Jan-2025 08:32 PM,Rejected-Finance,Unsuccessful,10-Apr-2025 06:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2785672,DHARMENDRA KUMAR RAM,29-Jan-2025 10:14 AM,Rejected-Technical,not qualified,24-Feb-2025 01:26 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,2789951,DIBYASUNDAR SAHOO,30-Jan-2025 04:45 PM,Rejected-Technical,not qualified,24-Feb-2025 01:26 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,2771812,FAKIR MOHAN DALEI,22-Jan-2025 11:54 PM,Rejected-Finance,Unsuccessful,10-Apr-2025 06:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2783976,Gobinda Sethi,30-Jan-2025 11:08 AM,Rejected-Finance,Unsuccessful,10-Apr-2025 06:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2785971,GYANA RANJAN DASH,29-Jan-2025 12:12 PM,Rejected-Technical,not qualified,24-Feb-2025 01:26 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2789689,JITENDRA KUMAR DASH,30-Jan-2025 03:44 PM,Rejected-Technical,not qualified,24-Feb-2025 01:26 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,2787896,JYOTIRANJAN BEHERA,29-Jan-2025 09:52 PM,Rejected-Technical,not qualified,24-Feb-2025 01:26 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2789175,LAXMIDHAR MUDULI,30-Jan-2025 01:16 PM,Rejected-Finance,Unsuccessful,10-Apr-2025 06:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2786179,LWEET PATTANAYAK,29-Jan-2025 01:13 PM,Rejected-Finance,Unsuccessful,10-Apr-2025 06:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2789059,MADHUSUDAN SAHOO,30-Jan-2025 12:48 PM,Rejected-Finance,Unsuccessful,10-Apr-2025 06:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2789673,MANAS KUMAR BEHERA,30-Jan-2025 03:36 PM,Rejected-Finance,Unsuccessful,10-Apr-2025 06:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2785520,MANORANJAN RAUTARA,29-Jan-2025 08:54 AM,Accepted-AOC,AWARD OF CONTRACT,27-Nov-2025 06:21 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2789070,MATRUDATTA DAS,30-Jan-2025 04:56 PM,Rejected-Finance,Unsuccessful,10-Apr-2025 06:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2789931,M/s ULLASH CHANDRA TARAI,30-Jan-2025 04:39 PM,Rejected-Finance,Unsuccessful,10-Apr-2025 06:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,2788782,NAMITA SAHOO,30-Jan-2025 11:38 AM,Rejected-Finance,Unsuccessful,10-Apr-2025 06:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2785799,PRADIP KUMAR SAHOO,29-Jan-2025 11:38 AM,Rejected-Technical,not qualified,24-Feb-2025 01:26 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2777405,PRASANTA KUMAR DASH,25-Jan-2025 08:57 PM,Rejected-Finance,Unsuccessful,10-Apr-2025 06:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2788165,PRASANTA KUMAR PATI,30-Jan-2025 12:33 AM,Rejected-Finance,Unsuccessful,10-Apr-2025 06:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,2775615,PRASANT KUMAR GURU,28-Jan-2025 11:42 AM,Rejected-Finance,Unsuccessful,10-Apr-2025 06:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,2789380,PURUSOTTAM BEHERA,30-Jan-2025 02:34 PM,Rejected-Finance,Unsuccessful,10-Apr-2025 06:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,2786535,RADHAKANT SETHI,29-Jan-2025 02:17 PM,Rejected-Finance,Unsuccessful,10-Apr-2025 06:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,2787819,RADHAMADHAB SAHOO,29-Jan-2025 09:26 PM,Rejected-Finance,Unsuccessful,10-Apr-2025 06:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,2783176,RAJESH KANAR,29-Jan-2025 11:48 AM,Rejected-Finance,Unsuccessful,10-Apr-2025 06:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,2776978,RAJESH KUMAR PRADHAN,26-Jan-2025 07:28 PM,Rejected-Finance,Unsuccessful,10-Apr-2025 06:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,2784738,RAKESH KUMAR SAHOO,28-Jan-2025 07:51 PM,Rejected-Finance,Unsuccessful,10-Apr-2025 06:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,2787962,RASESH DAS,30-Jan-2025 01:27 PM,Rejected-Technical,not qualified,24-Feb-2025 01:26 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,2789278,RASHMIRANJAN BARIK,30-Jan-2025 04:34 PM,Rejected-Finance,Unsuccessful,10-Apr-2025 06:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,2788415,SAGAR SWAIN,30-Jan-2025 09:15 AM,Rejected-Finance,Unsuccessful,10-Apr-2025 06:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,2787042,SAIBIKASH PRUSTY,29-Jan-2025 04:23 PM,Rejected-Finance,Unsuccessful,10-Apr-2025 06:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,2787241,SAI SOUMYA SHUBHANKAR,29-Jan-2025 05:34 PM,Rejected-Technical,not qualified,24-Feb-2025 01:26 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,2786212,SAMEER PATTANAIK,30-Jan-2025 03:16 PM,Rejected-Technical,not qualified,24-Feb-2025 01:26 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,2786689,SANJUKTA DEI,29-Jan-2025 02:57 PM,Rejected-Finance,Unsuccessful,10-Apr-2025 06:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,2787740,SANTANU KUMAR RANASINGH,29-Jan-2025 08:45 PM,Rejected-Technical,not qualified,24-Feb-2025 01:26 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,2789338,Sarthak Mohapatra,30-Jan-2025 03:27 PM,Rejected-Technical,not qualified,24-Feb-2025 01:26 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,2789013,SATYA SUNDAR PARIDA,30-Jan-2025 12:35 PM,Rejected-Finance,Unsuccessful,10-Apr-2025 06:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,2788786,SHUBHASISH NAYAK,30-Jan-2025 12:14 PM,Rejected-Finance,Unsuccessful,10-Apr-2025 06:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,2785354,SMRUTI RANJAN MOHANTY,29-Jan-2025 12:35 AM,Rejected-Finance,Unsuccessful,10-Apr-2025 06:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,2788666,SOURAV KUMAR NANDA,30-Jan-2025 01:01 PM,Rejected-Finance,Unsuccessful,10-Apr-2025 06:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,2784665,SRADHANJALI BISWAL,29-Jan-2025 07:45 AM,Rejected-Finance,Unsuccessful,10-Apr-2025 06:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,2787818,SRIKANTA KUMAR GURU,29-Jan-2025 09:55 PM,Rejected-Finance,Unsuccessful,10-Apr-2025 06:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,2765042,SUBAL KHUNTIA,19-Jan-2025 08:48 PM,Rejected-Finance,Unsuccessful,10-Apr-2025 06:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,2787573,SUBASHIS SAHOO,29-Jan-2025 08:37 PM,Rejected-Finance,Unsuccessful,10-Apr-2025 06:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,2785692,SUBHAM ROUT,29-Jan-2025 10:31 AM,Rejected-Finance,Unsuccessful,10-Apr-2025 06:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,2787192,SUBHA NARAYAN SAHOO,29-Jan-2025 05:24 PM,Rejected-Finance,Unsuccessful,10-Apr-2025 06:01 PM,,,,,,,,,,,,,,AOC
