Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Stage
"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE,Sundargarh Irr.Divn,Sundargarh",2025_CEBBU_115404_11,SID-01/2025-26,"Construction of wall canal lining at RD 1250m, RD 2525m, RD 6750m and canal lining at RD 5735 m at Saraphgarh distributary of Saraphgarh Irrigation Project",1.0,3008582.0,MAHENDRA SUNIANI,INR,"663,998",1.0,3008582.0,MAHENDRA SUNIANI,24-Jul-2025 01:33 PM,Accepted-AOC,1st Lowest,14-Nov-2025 04:49 PM,14-Nov-2025,"INR 663,998",150.0,Gobinda Chandra Majhi,14-Nov-2025 04:49 PM,13P1202526.pdf (5075.00 KB),WORK ORDER AND AGREEMENT COPY,Finance,Bid Opening Summary,Gobinda Chandra Majhi,13-Aug-2025 03:48 PM,finance_545744.pdf,BOQ Comparative Chart,SEDAOAEEAE,Internal,SEDAOAEEAE,Gobinda Chandra Majhi,14-Nov-2025 04:42 PM,finsummary_545744.pdf (1084.15 KB),SEDAOAEEAE,Internal,SEDAOAEEAE,Gobinda Chandra Majhi,14-Nov-2025 04:40 PM,techsummary_545744.pdf (1084.15 KB),AOC,"4,000",0.0,Nil,Nil,No,"7,811",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"CE-BM,UM Basin,Burla||SE,Hirakud Dam Circle,Burla||EE,Sundargarh Irr.Divn,Sundargarh",SID-01/2025-26,2025_CEBBU_115404_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Construction of wall canal lining at RD 1250m, RD 2525m, RD 6750m and canal lining at RD 5735 m at Saraphgarh distributary of Saraphgarh Irrigation Project","Construction of wall canal lining at RD 1250m, RD 2525m, RD 6750m and canal lining at RD 5735 m at Saraphgarh distributary of Saraphgarh Irrigation Project",Please refer Tender documents. ,NA ,"7,81,082",Civil Works - Canal,NA ,Tender,90.0,150.0,SUNDARGARH,770020.0,NA ,NA ,NA ,"O/O THE SE, SID, SUNDARGARH",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Receipt of Tender Paper Cost and EMD,11-Jul-2025 10:00 AM,28-Jul-2025 11:00 AM,11-Jul-2025 10:00 AM,24-Jul-2025 05:30 PM,11-Jul-2025 10:00 AM ,24-Jul-2025 05:30 PM ,11-Jul-2025 10:00 AM,24-Jul-2025 05:30 PM,"O/O THE SE, SID, SUNDARGARH","O/O THE SE, SID, SUNDARGARH AT/PO-SANKARA DIST-SUNDARGARH PIN-770020",AOC
,,,,,,,,,2.0,3010578.0,SANJEEB KUMAR CHHATRIA,24-Jul-2025 01:45 PM,Rejected-AOC,2nd Lowest,14-Nov-2025 04:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"GSTIN, PAN Card, Contractor Registration Certificate, Affidavits towards authenticity.",,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"No Relation Certificate, Other document as per DTCN.",,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"SIGNING OF BID The Online bidder shall digitally sign on all statements, documents by the bidder",,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,AOC
