S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
1.0,2969755.0,PRATAP CHANDRA NAYAK,INR,"45,547,691",CE RW I||RWCIRCLE-BALASORE,2025_CERWI_114308_3,CCE-BLS-NCB-07 OF 2025-26,Construction of Flood resilient road from Maitapur to Abjana road under SDMF in the District of Balasore for the year 2025-26,Technical,9 Numbers bidder admitted,Durjyodhan Behera,18-Jun-2025 02:44 PM,technical_542550.pdf,CCE RW CIRCLE BALASORE,Internal,"PA TO CCE RW CIRCLE BALASORE AND JE ESTIMATOR CCE RW CIRCLE BALASORE AND DAO R.W. DIVISION-II, BALASORE",Durjyodhan Behera,13-Aug-2025 01:14 PM,finsummary_542550.pdf (46.29 KB),CCE RW CIRCLE BALASORE,Internal,"AE Estimator , R.W. Circle,Balasore, PA to CCE, R.W. Circle,Balasore,DAO,R.W Divisin-II, Balasore",Durjyodhan Behera,30-Jul-2025 08:00 PM,04-Aug-2025 11:00 AM,techsummary_542550.pdf (1982.42 KB),Finance,8 Numbers bidder admitted,Durjyodhan Behera,04-Aug-2025 03:44 PM,,BOQ Comparative Chart,1,2968213,BHAGABAN MOHANTY,17-Jun-2025 11:48 AM,Rejected-AOC,L3,07-Nov-2025 01:06 PM,07-Nov-2025,"INR 45,547,691",360.0,Durjyodhan Behera,07-Nov-2025 01:06 PM,4436Maitapur.pdf (1507.00 KB),Work awarded to 1st lowest bidder,AOC,09-Jun-2025 09:00 AM,18-Jun-2025 11:00 AM,09-Jun-2025 09:00 AM,17-Jun-2025 05:00 PM,09-Jun-2025 09:00 AM ,16-Jun-2025 05:00 PM ,09-Jun-2025 09:00 AM,17-Jun-2025 05:00 PM,04-Aug-2025 11:00 AM,"5,21,020",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,Construction of Flood resilient road from Maitapur to Abjana road under SDMF in the District of Balasore for the year 2025-26,Construction of Flood resilient road from Maitapur to Abjana road under SDMF in the District of Balasore for the year 2025-26,Please refer DTCN ,NA ,"5,21,02,000",Civil Works - Roads,NA ,Tender,90.0,360.0,Balasore,756001.0,NA ,NA ,NA ,"O/o The CCE R.W.CIRCLE,BALASORE",No ,No,"10,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BALASORE,CCE-BLS-NCB-07 OF 2025-26,2025_CERWI_114308_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"TENDER PAPER COST,EMD,CONTRACTOR REGISTRATION CERTIFICATE,PAN,GSTIN,AFFIDAVIT,ETC","CCE R.W.CIRCLE,BALASORE","O/o The CCE R.W.CIRCLE,BALASORE",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2970315,JAGANNTH BEHERA,17-Jun-2025 01:33 PM,Rejected-AOC,L3,07-Nov-2025 01:06 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"WORK EXPERIENCE,ATO,PROFFIT LOSS ACCOUNT ,MACHINERIES,ETC",,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2968410,KRISHNA MOHAPATRA,16-Jun-2025 07:03 PM,Rejected-AOC,L3,07-Nov-2025 01:06 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER DOCUMENTS AS PER DTCN,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2970868,MURALIDHAR SAHOO,17-Jun-2025 04:49 PM,Rejected-Technical,"1. Insufficient Similar nature of work experience, 2) Insufficient ATO",30-Jul-2025 08:00 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITY,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2970990,nalini kanta barik,17-Jun-2025 04:15 PM,Rejected-AOC,L5,07-Nov-2025 01:06 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2969755,PRATAP CHANDRA NAYAK,17-Jun-2025 04:42 PM,Accepted-AOC,L1,07-Nov-2025 01:06 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2968950,PURNA CHANDRA PANDA,17-Jun-2025 04:47 PM,Rejected-AOC,L2,07-Nov-2025 01:06 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2967825,RAJESH KUMAR NATH,17-Jun-2025 03:33 PM,Rejected-AOC,L3,07-Nov-2025 01:06 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2970305,RAMA CHANDRA MAHAKUD,17-Jun-2025 02:16 PM,Rejected-Finance,L4,13-Aug-2025 01:14 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
