Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
CCE Rand B CIRCLE BALANGIR,Office Of the CCE Rand B CIRCLE BALANGIR,"10,000",0.0,Nil,Nil,No,"8,14,000",Yes,fixed,,Nil,Nil,1.0,corrigendum 4,Other,,Widening and Strengthening of Dahimal to Kalahandi Border 0/00 to 5/400 Km in the district of Balangir under state plan for the year 2024-25.,road work,Please refer tender documents ,NA ,"8,13,61,579",Civil Works - Roads,NA ,Tender,90.0,300.0,balangir,767001.0,NA ,NA ,NA ,Office Of the CCE Rand B CIRCLE BALANGIR,No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Online proof copy of tender paper cost and EMD, GSTIN, PAN, RC and Affidavit.",19-Nov-2024 06:55 PM,04-Dec-2024 11:00 AM,19-Nov-2024 06:55 PM,03-Dec-2024 05:00 PM,19-Nov-2024 06:55 PM ,26-Nov-2024 05:00 PM ,19-Nov-2024 06:55 PM,03-Dec-2024 05:00 PM,31-Jan-2025 11:00 AM,EIC-CIVIL||SERNB-CIRCLE-BOLANGIR,CCE (R and B) BGR-02-2024-25,2024_EICCL_107245_5,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,EIC-CIVIL||SERNB-CIRCLE-BOLANGIR,2024_EICCL_107245_5,CCE (R and B) BGR-02-2024-25,Widening and Strengthening of Dahimal to Kalahandi Border 0/00 to 5/400 Km in the district of Balangir under state plan for the year 2024-25.,Technical,The Technical bids of 28 (Twenty Eight) Nos. of bidders are opened for further consideration.,Roshan Tigga,04-Dec-2024 02:47 PM,technical_516951.pdf,Roshan tigga,Internal,,Roshan Tigga,10-Mar-2025 08:08 PM,finsummary_516951.pdf (3113.74 KB),1.0,2674917.0,Ashok Kumar Jalan,INR,"69,165,478",06-Jun-2025,"INR 69,165,478",300.0,Tapan Kumar Behera,14-Nov-2025 08:22 PM,aoc.pdf (1044.00 KB),1,2678974,ANUP BUILDERS,03-Dec-2024 04:07 PM,Rejected-Finance,Lost by transparent lottery system,10-Mar-2025 08:08 PM,Roshan tigga,Internal,,Roshan Tigga,30-Jan-2025 08:20 PM,31-Jan-2025 11:00 AM,techsummary_516951.pdf (4109.86 KB),Finance,The Financial bids of 27 (Twenty-seven) Nos. of bidders are opened for further consideration.,Roshan Tigga,31-Jan-2025 01:05 PM,finance_516951.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Machineries and work Experience.,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2674917,Ashok Kumar Jalan,02-Dec-2024 05:30 PM,Accepted-AOC,Agreement done by agency,14-Nov-2025 08:22 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN.,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2660263,ATUL KUMAR JAIN,22-Nov-2024 08:14 PM,Rejected-Finance,Lost by transparent lottery system,10-Mar-2025 08:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity.,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2677752,B. K. Construction Co.,03-Dec-2024 09:23 AM,Rejected-Finance,Lost by transparent lottery system,10-Mar-2025 08:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2676838,Dhiraj Kumar Agrawal,03-Dec-2024 03:15 PM,Rejected-Finance,Lost by transparent lottery system,10-Mar-2025 08:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2676094,ER. MOHIT KUMAR JAIN,02-Dec-2024 04:04 PM,Rejected-Finance,Lost by transparent lottery system,10-Mar-2025 08:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2671664,Haresh Kumar Agrawal,02-Dec-2024 08:55 PM,Rejected-Finance,Lost by transparent lottery system,10-Mar-2025 08:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2678404,JAI BAJRANGBALI INFRA,03-Dec-2024 01:03 PM,Rejected-Finance,Lost by transparent lottery system,10-Mar-2025 08:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2679098,JAY PRAKASH SHARMA,03-Dec-2024 04:58 PM,Rejected-Finance,Lost by transparent lottery system,10-Mar-2025 08:08 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2678572,KAMALA AGRAWAL,03-Dec-2024 01:50 PM,Rejected-Finance,Lost by transparent lottery system,10-Mar-2025 08:08 PM,,,,,,,,,,,,,,AOC
