S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
1.0,2980807.0,SANDEEP KUMAR MAHAPATRA,INR,"1,654,536",Finance,s,Sanjib Kumar Behera,30-Jun-2025 12:54 PM,,BOQ Comparative Chart,SANJIB KUMAR BEHERA,Internal,,Sudipta Panda,09-Nov-2025 06:41 AM,finsummary_543718.pdf (419.68 KB),EIC-CIVIL||SERNB-CIRCLE-KHURDA||EE Nayagarh Rnb Division,2025_EICCL_114636_1,eTCN02,Expansion of Existing Building of District Diagnostic Laboratory (DDL) at Nayagarh for 2024-25,SANJIB KUMAR BEHERA,Internal,,Sudipta Panda,09-Nov-2026 06:49 PM,techsummary_543718.pdf (303.07 KB),10-Nov-2025,"INR 1,654,536",60.0,Sudipta Panda,09-Nov-2025 06:44 AM,FINANCIALDDL.pdf (420.00 KB),1,2981119,ANANDA PRADHAN,27-Jun-2025 02:25 PM,Rejected-Finance,Selected through transparency lottery,09-Nov-2025 06:41 AM,AOC,S.E,Nayagarh RandB Division,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,EIC-CIVIL||SERNB-CIRCLE-KHURDA||EE Nayagarh Rnb Division,eTCN02,2025_EICCL_114636_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Expansion of Existing Building of District Diagnostic Laboratory (DDL) at Nayagarh for 2024-25,Expansion of Existing Building of District Diagnostic Laboratory (DDL) at Nayagarh for 2024-25,Please refer Tender documents. ,NA ,"19,46,296",Civil Works - Buildings,NA ,Tender,90.0,60.0,Nayagarh,752069.0,NA ,NA ,NA ,Nayagarh RandB Division,No ,No,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"19,463",Yes,percentage,1.0%,Nil,Nil,20-Jun-2025 02:00 PM,28-Jun-2025 11:00 AM,20-Jun-2025 02:00 PM,27-Jun-2025 05:00 PM,NA ,NA ,20-Jun-2025 02:00 PM,27-Jun-2025 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2980493,BIJAYA KUMAR SETHI,26-Jun-2025 11:36 AM,Rejected-Finance,Selected through transparency lottery,09-Nov-2025 06:41 AM,AOC,,,,,.pdf,"DTCN, LICENCE, PAN, GST, affidavit ETC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2980501,ROJALIN ROUT,26-Jun-2025 06:01 PM,Rejected-Finance,Selected through transparency lottery,09-Nov-2025 06:41 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2980807,SANDEEP KUMAR MAHAPATRA,26-Jun-2025 04:10 PM,Accepted-AOC,AOC,09-Nov-2025 06:44 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2979857,SAROJ KUMAR PRADHAN,27-Jun-2025 02:03 PM,Rejected-Finance,Selected through transparency lottery,09-Nov-2025 06:41 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2981266,SUCHITRA NAYAK,27-Jun-2025 12:18 PM,Rejected-Finance,Selected through transparency lottery,09-Nov-2025 06:41 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
