Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Finance,11 NO OF BIDDER FOUND,Debashis Mohanty,12-Nov-2025 03:04 PM,finance_550368.pdf,BOQ Comparative Chart,Collector-Cum-Chairman,Internal,CSO-Cum-DM D.L.O D.S.W.O R.T.O Collector-Cum-Chairman,Debashis Mohanty,23-Oct-2025 01:29 PM,24-Oct-2025 11:00 AM,techsummary_550368.pdf (3807.62 KB),12-Nov-2025,"INR 3,243,837",506.0,Debashis Mohanty,24-Nov-2025 03:57 PM,award_of_contract.pdf (1677.00 KB),1,3067296,A DHANURJAYA NAIDU,07-Sep-2025 05:57 PM,Rejected-Finance,Transparent system of lottery,12-Nov-2025 03:49 PM,1.0,3065321.0,BIMAL KUMAR JAIN,INR,"2,757,586",Collector-Cum-Chairman,Internal,"DLO, DSWO, RTO, CSO-Cum-DM",Debashis Mohanty,12-Nov-2025 03:49 PM,finsummary_550368.pdf (543.88 KB),Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Nawrangpur,2025_OSCSC_117279_1,20/2025-26,TRANSPORTATION OF CUSTOM MILLED RICE (CMR) FROM RICE RECIVING CENTRE (RRC) TO RETAIL CENTRE (FPS) FOR DABUGAM BLOCK,Technical,THIRTEEN NOS BIDDER FOUND,Baratam Srikant,09-Sep-2025 04:15 PM,,AOC,1.0,Fee/PreQual/Technical,.pdf,NIT,1.0,ICICI BANK,23-Aug-2025 05:00 PM,09-Sep-2025 11:00 AM,24-Aug-2025 10:00 AM,08-Sep-2025 05:00 PM,24-Aug-2025 10:00 AM ,08-Sep-2025 05:00 PM ,24-Aug-2025 10:00 AM,08-Sep-2025 05:00 PM,24-Oct-2025 11:00 AM,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Nawrangpur,20/2025-26,2025_OSCSC_117279_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,"1,62,192",Yes,fixed,,Nil,Nil,"DM OSCSC LTD., NABARANGPUR","OFFICE OF THE CSO-CUM-DM OSCSC LTD, NABARANGPUR","5,900",0.0,Nil,Nil,No,TRANSPORTATION OF CUSTOM MILLED RICE (CMR) FROM RICE RECIVING CENTRE (RRC) TO RETAIL CENTRE (FPS) FOR DABUGAM BLOCK,TRANSPORTATION OF CUSTOM MILLED RICE (CMR) FROM RICE RECIVING CENTRE (RRC) TO RETAIL CENTRE (FPS) FOR DABUGAM BLOCK,AS PER DTCN ,NA ,,Handling and Transportation,NA ,Tender,180.0,584.0,DABUGAM BLOCK,764072.0,OFFICE OF THE DM OSCSC LTD NABARANGPUR ,"OFFICE OF THE CSO-CUM-DM OSCSC LTD, NABARANGPUR ",30-Aug-2025 11:00 AM ,COLLECTORATE NABARANGPUR,No ,No,AOC
,,,,,,,,,,,,,,,,,,,2,3065321,BIMAL KUMAR JAIN,07-Sep-2025 09:44 PM,Accepted-AOC,Transparent Lottery System,24-Nov-2025 03:57 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,DTCN,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,3066988,HEMANT KUMAR CHOURASIYA,07-Sep-2025 06:09 PM,Rejected-Finance,Transparent system of lottery,12-Nov-2025 03:49 PM,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,3068166,IKRAM MOHAMMAD,08-Sep-2025 03:31 PM,Rejected-Technical,"Though the vehicle are in the name of the tenderer but the VLTD are in the name of others, hence, disqualified as per clause no 4.12 of Tender Document",23-Oct-2025 01:29 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,3068730,MAA BANADURGA AGENCY PRO.TAPAN KUMAR RATH,08-Sep-2025 04:40 PM,Rejected-Finance,Transparent system of lottery,12-Nov-2025 03:49 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,3050414,PRAKASH CHANDRA MOHAPATRA,08-Sep-2025 02:06 PM,Rejected-Technical,"As the tenderer not furnished the required VLTD, hence, disqualified as per clause no 4.12 of Tender Document",23-Oct-2025 01:29 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,3065180,PRASANNA KUMAR PATNAIK,06-Sep-2025 07:57 PM,Rejected-Finance,Transparent system of lottery,12-Nov-2025 03:49 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,3069070,RANJANI RANJAN DASH,08-Sep-2025 02:53 PM,Rejected-Finance,Transparent system of lottery,12-Nov-2025 03:49 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,3068907,SHRI GOURI SANKAR PATNAIK,08-Sep-2025 02:03 PM,Rejected-Finance,Transparent system of lottery,12-Nov-2025 03:49 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,3068219,SRI K. RABI,08-Sep-2025 04:13 PM,Rejected-Finance,Transparent system of lottery,12-Nov-2025 03:49 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
