S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
1.0,3037938.0,AGRAWALLA POWER INFRASTRUCTURE,INR,"898,363",Finance,Received,Narendra Kumar Ghadei,18-Nov-2025 05:46 PM,,BOQ Comparative Chart,Sri N.K.Ghadai S.E.,Internal,Sri S.K.Mishra Sr.D.A.O M.Rath AEEstimator,Narendra Kumar Ghadei,18-Nov-2025 05:54 PM,finsummary_548800.pdf (1396.04 KB),EIC-CIVIL||SERNB-CIRCLE-CENTRAL||EERNB-DIVN-III-BBSR,2025_EICCL_116641_1,eTCN-19 of 2025-26,Installation of Sub-station for Power Supply to Swabhaba Kabi Gangadhar Meher Bhawan at C.S.Pur Bhubaneswar,Sri N.K.Ghadai S.E.,Internal,Sri S.K.Mishra Sr.D.A.O M.Rath AE Estimator,Narendra Kumar Ghadei,18-Nov-2025 05:51 PM,techsummary_548800.pdf (1445.97 KB),1.0,1st Corrigendum of eTCN 19 of 2025-26,Revoked,18-Nov-2025 04:41 PM,SwabhabaKabiAyush.pdf ,1379.94,Technical Opening,18-Nov-2025,"INR 898,363",30.0,Narendra Kumar Ghadei,18-Nov-2025 06:09 PM,SwabhabaKabiAyush.pdf (1396.00 KB),Work awarded,1,3037938,AGRAWALLA POWER INFRASTRUCTURE,16-Aug-2025 11:46 AM,Accepted-AOC,Awarded through transparent lottery,18-Nov-2025 06:09 PM,AOC,Installation of Sub-station for Power Supply to Swabhaba Kabi Gangadhar Meher Bhawan at C.S.Pur Bhubaneswar,Installation of Sub-station for Power Supply to Swabhaba Kabi Gangadhar Meher Bhawan at C.S.Pur Bhubaneswar,Pl refer DTCN ,NA ,"10,56,772",Electrical Works,Sub Station installation ,Tender,90.0,30.0,Bhubaneswar,751001.0,NA ,NA ,NA ,O.O.S.E.BBSR RandB Divn No.3,No ,No,S.E.BBSR RandB Divn No.3 Bhubaneswar,Infront of Nirman Soudha Unit 5 Bhubaneswar Dist Khordha Odisha,EIC-CIVIL||SERNB-CIRCLE-CENTRAL||EERNB-DIVN-III-BBSR,eTCN-19 of 2025-26,2025_EICCL_116641_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"On line proof copy of Tender cost and EMD, GSTIN, PAN, RC and Affidavit as per DTCN","10,568",Yes,fixed,,Nil,Nil,08-Aug-2025 03:55 PM,18-Aug-2025 11:30 AM,08-Aug-2025 03:55 PM,16-Aug-2025 05:30 PM,NA ,NA ,08-Aug-2025 03:55 PM,16-Aug-2025 05:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3038657,AYUSH POWER INFRASTRUCTURE,16-Aug-2025 05:03 PM,Rejected-Finance,Disqualified through transparent lottery,18-Nov-2025 05:54 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,.xls,BoQ,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3038165,ISWAR CHANDRA PARIDA,16-Aug-2025 01:30 PM,Rejected-Finance,Disqualified through transparent lottery,18-Nov-2025 05:54 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3038153,M/s BASANTI ELECTRICALS AND CONSTRUCTION,16-Aug-2025 01:34 PM,Rejected-Finance,Disqualified through transparent lottery,18-Nov-2025 05:54 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3034875,M/S KALINGA ELECTRICAL CONSTRUCTION CORPORATION,13-Aug-2025 04:22 PM,Rejected-Finance,Disqualified through transparent lottery,18-Nov-2025 05:54 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3038397,"M/S ORISSA TRADING HOUSE, PROP. RITU MODI",16-Aug-2025 03:13 PM,Rejected-Finance,Disqualified through transparent lottery,18-Nov-2025 05:54 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
