Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Superintending Engineer,Internal,Sr DAO AEE Estimator JE Estimator,JAYANTA PRASAD NAIK,10-Sep-2025 11:12 AM,techsummary_547880.pdf (779.27 KB),1,3025565,Ahalya Rout,06-Aug-2025 12:45 PM,Rejected-AOC,disqualified in transparent lottery,20-Nov-2025 12:03 PM,20-Nov-2025,"INR 2,230,397",90.0,JAYANTA PRASAD NAIK,20-Nov-2025 12:03 PM,1404.pdf (835.00 KB),Agreement as on Dtd.25.10.2025,1.0,3034947.0,ROSALIN NAYAK,INR,"1,896,061",Finance,Opened,JAYANTA PRASAD NAIK,14-Aug-2025 05:25 PM,finance_547880.pdf,BOQ Comparative Chart,Superintending Engineer,Internal,Sr DAO AEE Estimator JE Estimator,JAYANTA PRASAD NAIK,16-Sep-2025 07:11 AM,finsummary_547880.pdf (25.08 KB),EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB-DIVN-DHENKANAL,2025_EICCL_116264_1,SE DKL (R and B) 13/ 2025-26,Construction of Compound wall and Pathway with Paver Block for Mission Sakti Bhawan at District level Dhenkanal,AOC,"23,000",Yes,fixed,,Nil,Nil,Construction of Compound wall and Pathway with Paver Block for Mission Sakti Bhawan at District level Dhenkanal,Construction of Compound wall and Pathway with Paver Block for Mission Sakti Bhawan at District level Dhenkanal,Please refer tender documents  ,NA ,"22,30,397",Civil Works - Others,NA ,Tender,90.0,90.0,Dhenkanal,759001.0,NA ,NA ,NA ,SE Dhenkanal R and B Division,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,GSTIN EMD PAN Valid RC Affidavit as per DTC,1.0,ICICI BANK,31-Jul-2025 09:00 AM,14-Aug-2025 11:00 AM,31-Jul-2025 09:00 AM,13-Aug-2025 05:00 PM,NA ,NA ,31-Jul-2025 09:00 AM,13-Aug-2025 05:00 PM,SE Dhenkanal R and B Division,SE Dhenkanal R and B Division,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB-DIVN-DHENKANAL,SE DKL (R and B) 13/ 2025-26,2025_EICCL_116264_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,2,3025409,Ajoy Kumar Baisak,06-Aug-2025 01:45 PM,Rejected-AOC,disqualified in transparent lottery,20-Nov-2025 12:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3034103,Amit Kumar Sahoo,13-Aug-2025 10:18 AM,Rejected-AOC,disqualified in transparent lottery,20-Nov-2025 12:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3029812,Ashok Kumar Guru,10-Aug-2025 10:31 AM,Rejected-AOC,disqualified in transparent lottery,20-Nov-2025 12:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3033869,BODHINATH JAGADISH CHANDRA,12-Aug-2025 07:34 PM,Rejected-AOC,disqualified in transparent lottery,20-Nov-2025 12:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3032400,Chnadra Bhanupratap Singh,12-Aug-2025 11:26 PM,Rejected-AOC,disqualified in transparent lottery,20-Nov-2025 12:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3025157,Debadarshan Debasish Behera,05-Aug-2025 09:34 PM,Rejected-AOC,disqualified in transparent lottery,20-Nov-2025 12:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3034346,DILLIP KUMAR JENA,13-Aug-2025 11:32 AM,Rejected-AOC,disqualified in transparent lottery,20-Nov-2025 12:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3034431,FAKIRA MOHAN MOHAPATRA,13-Aug-2025 12:07 PM,Rejected-AOC,disqualified in transparent lottery,20-Nov-2025 12:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3034459,Gobinda Chandra Rout,13-Aug-2025 12:23 PM,Rejected-AOC,disqualified in transparent lottery,20-Nov-2025 12:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
