Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"10,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - I,OnlineTender/02/SERWDG-I/25-26,2025_CERWI_115694_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Tender Cost, E.M.D., PAN, GSTIN, Affidavit, Contractor R.C. and all other documents as per DTCN",Construction of Bapuji pathagar to High School road Sunathara Road in the District of Ganjam under MMSY - TRIP,Construction of Bapuji pathagar to High School road Sunathara Road in the District of Ganjam under MMSY - TRIP,Please refer Tender documents. ,NA ,"81,02,000",Civil Works - Roads,NA ,Tender,90.0,180.0,Berhampur,760010.0,NA ,NA ,NA ,"O/o the S.E., R.W. Division-I, Ganjam, Berhampur",No ,No,"82,500",Yes,fixed,,Nil,Nil,"O/o the S.E., R.W. Division-I, Ganjam, Berhampur","O/o the S.E., R.W. Division-I, In-front of De-paul school, Engineering School Road, Berhampur, Ganjam, 760010",1.0,ICICI BANK,17-Jul-2025 06:00 PM,24-Jul-2025 11:00 AM,17-Jul-2025 06:00 PM,23-Jul-2025 06:00 PM,17-Jul-2025 06:00 PM ,22-Jul-2025 03:00 PM ,17-Jul-2025 06:00 PM,23-Jul-2025 06:00 PM,13-Aug-2025 06:00 PM,AOC,1,3004041,AKASH KUMAR PANDA,19-Jul-2025 01:30 PM,Rejected-AOC,After drawl of transparent lottery,01-Nov-2025 04:55 PM,01-Nov-2025,"INR 6,880,426",180.0,Rasmita Kumari Sahu,01-Nov-2025 04:55 PM,AOC.pdf (418.00 KB),16P1 / 2025-26,Finance,Bid opening Summary,Rasmita Kumari Sahu,01-Nov-2025 04:37 PM,finance_546347.pdf,BOQ Comparative Chart,"Executive Engineer, R.W. Division No.-I, Ganjam, Berhampur",Internal,"Divisional Accountant, J.E. (Estr) of R.W. Division No.-I, Ganjam, Berhampur",Sarita Kumari Charchi,08-Aug-2025 06:57 PM,13-Aug-2025 06:00 PM,techsummary_546347.pdf (223.57 KB),"Executive Engineer, R.W. Division No.-I, Ganjam, Berhampur",Internal,"Divisional Accountant, J.E. (Estr) of R.W. Division No.-I, Ganjam, Berhampur",Rasmita Kumari Sahu,01-Nov-2025 04:51 PM,finsummary_546347.pdf (482.26 KB),CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - I,2025_CERWI_115694_1,OnlineTender/02/SERWDG-I/25-26,Construction of Bapuji pathagar to High School road Sunathara Road in the District of Ganjam under MMSY - TRIP,Technical,Bid opening Summary,Sarita Kumari Charchi,08-Aug-2025 06:48 PM,technical_546347.pdf,1.0,3009931.0,MADAN GOUDA,INR,"6,880,426",AOC
,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,AOC,2,3010085,Ashok Kumar Patro,23-Jul-2025 03:34 PM,Rejected-AOC,After drawl of transparent lottery,01-Nov-2025 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3004382,ASISH KUMAR PANDA,21-Jul-2025 10:16 AM,Rejected-AOC,After drawl of transparent lottery,01-Nov-2025 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3010156,HARI HARA SWAIN,23-Jul-2025 04:12 PM,Rejected-AOC,After drawl of transparent lottery,01-Nov-2025 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3009931,MADAN GOUDA,23-Jul-2025 02:58 PM,Accepted-AOC,After drawl of transparent lottery,01-Nov-2025 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3008455,Neelakantha Swain,22-Jul-2025 04:22 PM,Rejected-AOC,After drawl of transparent lottery,01-Nov-2025 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3010101,Santosh Kumar Panda,23-Jul-2025 03:40 PM,Rejected-AOC,After drawl of transparent lottery,01-Nov-2025 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3004345,shivangi kumari,19-Jul-2025 05:06 PM,Rejected-AOC,After drawl of transparent lottery,01-Nov-2025 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3009831,SUBHANKAR PANIGRAHI,23-Jul-2025 02:02 PM,Rejected-AOC,After drawl of transparent lottery,01-Nov-2025 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3007807,Sunil Kumar Panda,22-Jul-2025 07:36 AM,Rejected-AOC,After drawl of transparent lottery,01-Nov-2025 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
