Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Sanjib Kumar Tripathy,Internal,,SANJIB KUMAR TRIPATHY,23-Oct-2025 04:56 PM,techsummary_554420.pdf (8619.45 KB),11-Nov-2025,"INR 2,840,994",120.0,SANJIB KUMAR TRIPATHY,11-Nov-2025 04:51 PM,adokend.pdf (496.00 KB),1,3130877,ARUNDHATI PRIYADARSHINI,16-Oct-2025 01:01 PM,Accepted-AOC,Turned up for agreement,11-Nov-2025 04:51 PM,1.0,3130877.0,ARUNDHATI PRIYADARSHINI,INR,"2,840,994",Finance,03 bids received,SANJIB KUMAR TRIPATHY,19-Oct-2025 10:27 AM,finance_554420.pdf,BOQ Comparative Chart,Sanjib Kumar Tripathy,Internal,,SANJIB KUMAR TRIPATHY,11-Nov-2025 04:43 PM,finsummary_554420.pdf (985.87 KB),Directorate of Agriculture and Food Production||SE Agriculture Central Zone||Executive Engineer (Agril) Kendrpara,2025_AGRIL_118825_1,05/2025-26,"Construction of first floor and Construction and vertical Extension of boundary wall of ADO Office, Kendrapara",AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"Affidavit, GST, PAN, Registration, and other as per DTCN","6,000",0.0,"E.E.(Agril.), AE Division, Kendrapara",Kendrapara,No,Directorate of Agriculture and Food Production||SE Agriculture Central Zone||Executive Engineer (Agril) Kendrpara,05/2025-26,2025_AGRIL_118825_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Offline,No,No,No,03-Oct-2025 10:00 AM,18-Oct-2025 11:00 AM,03-Oct-2025 10:00 AM,16-Oct-2025 05:00 PM,NA ,NA ,03-Oct-2025 10:00 AM,16-Oct-2025 05:00 PM,"E.E.(Agril.), AE Division, Kendrapara","E.E.(Agril.), AE Division, Kendrapara",1.0,DD - Demand Draft,"33,500",Yes,fixed,,"E.E.(Agril.), AE Division, Kendrapara",Kendrapara,"Construction of first floor and Construction and vertical Extension of boundary wall of ADO Office, Kendrapara","Construction of first floor and Construction and vertical Extension of boundary wall of ADO Office, Kendrapara",Please refer Tender documents. ,NA ,"33,41,953",Civil Works - Buildings,NA ,Tender,120.0,NA ,Kendrapara,754211.0,NA ,NA ,NA ,"E.E.(Agril.), AE Division, Kendrapara",No ,No,AOC
,,,,,,,,,,,,2,3127773,PRADIP KUMAR SETHY,14-Oct-2025 02:38 PM,Rejected-AOC,not interested,11-Nov-2025 04:51 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,TD- Term Deposit,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,3130606,SRIKANT MALLIK,16-Oct-2025 12:23 PM,Rejected-AOC,Not interetsred,11-Nov-2025 04:51 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
