Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
"SUPERINTENDING ENGINEER, MECHANICAL DIVISION, JAGATPUR, CUTTACK",Internal,,BISHNU NARAYAN MOHAPATRA,01-Nov-2025 12:19 PM,techsummary_545326.pdf (822.71 KB),01-Nov-2025,"INR 476,978",30.0,BISHNU NARAYAN MOHAPATRA,01-Nov-2025 06:13 PM,83A.pdf (1182.00 KB),1,3000167,ABHISEKH ENTERPRISERS,15-Jul-2025 05:53 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 12:19 PM,1.0,3000399.0,M/S KALINGA METAL PRODUCT (PROP. SMT BASANTILATA MOHANTY,INR,"476,978",Finance,All bid documents are downloaded successfully.,BISHNU NARAYAN MOHAPATRA,17-Jul-2025 01:26 PM,,BOQ Comparative Chart,"SUPERINTENDING ENGINEER, MECHANICAL DIVISION, JAGATPUR, CUTTACK",Internal,,BISHNU NARAYAN MOHAPATRA,01-Nov-2025 01:46 PM,finsummary_545326.pdf (1035.17 KB),Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Cuttack,2025_CEMWR_115220_1,SE/MDC-08(03)/2025-26,"Supply, Fitting and Fixing of Mechanical Gate of check Dam near village Chardia of Kujanga Block under SE, Drainage Division Jagatsinghpur for the year 2025-26.",AOC,"5,700",No,fixed,,Nil,Nil,"Superintending EngineerMechanicalDivision,Cuttack","OFFICE OF THE SUPERINTENDING ENGINEER, MECHANICAL DIVISION, JAGATPUR, CUTTACK",Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Cuttack,SE/MDC-08(03)/2025-26,2025_CEMWR_115220_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,08-Jul-2025 11:00 AM,17-Jul-2025 11:00 AM,08-Jul-2025 11:00 AM,16-Jul-2025 05:00 PM,08-Jul-2025 11:00 AM ,16-Jul-2025 05:00 PM ,08-Jul-2025 11:00 AM,16-Jul-2025 05:00 PM,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,GST,PAN,AFFIDAVIT AND ALL OTHER DOCUMENTS AS PER DTCN",1.0,ICICI BANK,"Supply, Fitting and Fixing of Mechanical Gate of check Dam near village Chardia of Kujanga Block under SE, Drainage Division Jagatsinghpur for the year 2025-26.","Supply, Fitting and Fixing of Mechanical Gate of check Dam near village Chardia of Kujanga Block under SE, Drainage Division Jagatsinghpur for the year 2025-26.",Please refer Tender documents. ,NA ,"5,61,084",Mechanical Works,NA ,Tender,90.0,30.0,Kujanga,754141.0,NA ,NA ,NA ,CUTTACK,No ,No,AOC
,,,,,,,,,,,,2,2997137,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",12-Jul-2025 09:35 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 12:19 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,2999619,LAXMIDHRA BHUYAN,16-Jul-2025 12:15 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 12:19 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,2993713,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,15-Jul-2025 01:04 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 12:19 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,2993727,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,15-Jul-2025 01:10 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 12:19 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,3000691,M/S JAGANNATH AGRICULTURAL IMPLEMENTS WORKSHOP,16-Jul-2025 12:47 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 12:19 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,3000399,M/S KALINGA METAL PRODUCT (PROP. SMT BASANTILATA MOHANTY,15-Jul-2025 09:33 PM,Accepted-AOC,SUCESSFUL BIDDER AND WINNER OF LOTTERY,01-Nov-2025 06:13 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,3000329,"M/S MOHANTY INDUSTRIAL ENTERPRISERS -PROPRIETOR ,MALAYA KUMAR MOHANTY",15-Jul-2025 09:01 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 12:19 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,2993809,M/S SAIKRUPA ENTERPRISERS (PROP.UMESH CHANDRA SWAIN),15-Jul-2025 07:34 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 12:19 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,2996134,M/S SHREE INDUSTRIES,12-Jul-2025 12:29 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 12:19 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,11,2999499,ORIFEB INDUSTRIES,15-Jul-2025 06:10 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 12:19 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,12,2997079,PRAGATI ENGINEERING,12-Jul-2025 12:12 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 12:19 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,13,2996894,"Shree Jagannath Steel Industries, Prop. KRUSHNA CHANDRA SASMAL",11-Jul-2025 10:20 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 12:19 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,14,2993693,SPS INDUSTRY,15-Jul-2025 07:32 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 12:19 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,15,3000064,SRI SRI JAGANNATH MECHANICAL WORKS,15-Jul-2025 04:12 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 12:19 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,16,2993677,SUSHIL KUMAR DAS,15-Jul-2025 07:27 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 12:19 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
