Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Cuttack",2023_OLIC_97440_4,Bid Id No.13 Dt. 18.11.23,INSTALLATION AND ENERGISATION OF KANTAPADA LI PROJECT,EE LI CUTTACK,Internal,EE LI CUTTACK AND OTHERS,BHAGIRATHI MISHRA,29-Nov-2025 04:50 PM,finsummary_476045.pdf (224.08 KB),1.0,2348710.0,ARABINDA SWAIN,INR,"1,908,728",29-Nov-2025,"INR 1,908,728",90.0,BHAGIRATHI MISHRA,29-Nov-2025 04:53 PM,KANTAPADA4.pdf (1121.00 KB),WORK COMPLETED,P PARIDA,Internal,EE LI CUTTACK AND OTHERS,PABITRA PARIDA,09-Feb-2024 10:03 AM,techsummary_476045.pdf (545.70 KB),1,2348710,ARABINDA SWAIN,07-Dec-2023 03:51 PM,Accepted-AOC,OK,29-Nov-2025 04:53 PM,Finance,4 BIDDERS PARTICIPATION,SHDHANA BEHERA,08-Dec-2023 01:04 PM,,BOQ Comparative Chart,AOC,INSTALLATION AND ENERGISATION OF KANTAPADA LI PROJECT,INSTALLATION AND ENERGISATION OF KANTAPADA LI PROJECT,Please refer Tender documents. ,NA ,"19,08,728",Civil Works - Lift Irrigation Schemes,NA ,Rate Contract,90.0,365.0,BIRIDI BLOCK,754001.0,NA ,NA ,NA ,"EE LI DIVISION, CUTTACK",No ,No,28-Nov-2023 10:00 AM,08-Dec-2023 10:00 AM,28-Nov-2023 10:00 AM,07-Dec-2023 05:00 PM,28-Nov-2023 10:00 AM ,07-Dec-2023 04:00 PM ,28-Nov-2023 10:00 AM,07-Dec-2023 05:00 PM,"6,000",0.0,Nil,Nil,No,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Cuttack",Bid Id No.13 Dt. 18.11.23,2023_OLIC_97440_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"EE LI DIVISION, CUTTACK","O/O EE LI DIVISION, CUTTACK",1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER COST, EMD AND ALL OTHER DOCUMENTS AS PER DTCN","19,087",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2347497,BATAKRUSHNA SETHY,06-Dec-2023 11:11 PM,Rejected-Technical,OK,09-Feb-2024 10:03 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2349371,HAREKRUSHNA ROUT,07-Dec-2023 03:55 PM,Rejected-Technical,OK,09-Feb-2024 10:03 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2347377,NIRUPAMA BEHERA,06-Dec-2023 09:34 PM,Rejected-Technical,OK,09-Feb-2024 10:03 AM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
