Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
SUPERINTENDING ENGINEER,"O/O THE S.E. M.I.DIVISION,ANANDAPUR, AT/PO-SALAPAD",1.0,Fee/PreQual/Technical/Finance,.pdf,"License, PAN, GST, EMD, Affidavits,Other relevant documents as per DTCN",Repair to Jhadeswar MIP in Anandapur block of Keonjhar District under Critical scheme for the year 2025-26,Repair to Jhadeswar MIP in Anandapur block of Keonjhar District under Critical scheme for the year 2025-26,Please refer Tender documents. ,NA ,"15,81,000",Civil Works - Others,NA ,Rate Contract,90.0,120.0,ANANDAPUR,758020.0,NA ,NA ,NA ,"O/O THE S.E. M.I.DIVISION,ANANDAPUR, AT/PO-SALAPAD",No ,No,"6,000",0.0,Nil,Nil,No,11-Aug-2025 10:00 AM,21-Aug-2025 10:00 AM,11-Aug-2025 10:05 AM,20-Aug-2025 05:00 PM,NA ,NA ,11-Aug-2025 10:10 AM,20-Aug-2025 05:00 PM,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||M I Division Anandapur",e- Procurement Notice Bid Identification No-06/MIDA/2025-26,2025_CEMIB_116657_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"15,900",Yes,fixed,,Nil,Nil,AOC,SE,Internal,,Ashok Kumar Sethi,22-Nov-2025 08:33 PM,finsummary_548876.pdf (215.99 KB),"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||M I Division Anandapur",2025_CEMIB_116657_3,e- Procurement Notice Bid Identification No-06/MIDA/2025-26,Repair to Jhadeswar MIP in Anandapur block of Keonjhar District under Critical scheme for the year 2025-26,1.0,3038981.0,SUDHIR KUMAR SWAIN,INR,"1,342,477.45",Finance,SUMMARY,Ashok Kumar Sethi,17-Nov-2025 01:44 PM,finance_548876.pdf,BOQ Comparative Chart,1,3042655,ABHAYA KUMAR NAYAK,20-Aug-2025 03:21 PM,Rejected-Finance,Lottery,22-Nov-2025 08:33 PM,22-Nov-2025,"INR 1,342,477.45",120.0,Ashok Kumar Sethi,22-Nov-2025 08:41 PM,jAHDESWARCRITICAL.pdf (216.00 KB),SE,Internal,,Ashok Kumar Sethi,18-Nov-2025 01:23 PM,techsummary_548876.pdf (215.99 KB),AOC
,,,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3035171,BICHITRANANDA JENA,13-Aug-2025 08:06 PM,Rejected-Finance,Lottery,22-Nov-2025 08:33 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3037743,CHAMPABATI TARAI,17-Aug-2025 06:33 PM,Rejected-Finance,Lottery,22-Nov-2025 08:33 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3042493,CHINMAYA BEHERA,20-Aug-2025 01:49 PM,Rejected-Finance,Lottery,22-Nov-2025 08:33 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3040562,CHITTARANJAN RANA,18-Aug-2025 07:13 PM,Rejected-Finance,Lottery,22-Nov-2025 08:33 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3039538,DURYODHAN SAHOO,17-Aug-2025 11:44 PM,Rejected-Finance,Lottery,22-Nov-2025 08:33 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3042308,GITA RANI SAHOO,20-Aug-2025 01:26 PM,Rejected-Finance,Lottery,22-Nov-2025 08:33 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3042055,GOLAP SAHOO,19-Aug-2025 11:57 PM,Rejected-Finance,Lottery,22-Nov-2025 08:33 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3038661,HITESH KUMAR PRUSTY,16-Aug-2025 04:46 PM,Rejected-Finance,Lottery,22-Nov-2025 08:33 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3042054,ISWAR CHANDRA ROUTRAY,20-Aug-2025 09:34 AM,Rejected-Finance,Lottery,22-Nov-2025 08:33 PM,,,,,,,,,,,,,AOC
