Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
Sri Sanjeet Kumar Naik,Internal,,Sanjeet Kumar Naik,17-Nov-2025 11:10 AM,techsummary_550639.pdf (82.43 KB),17-Nov-2025,"INR 213,984",30.0,Sanjeet Kumar Naik,17-Nov-2025 11:16 AM,5429.pdf (82.00 KB),1,3059089,AGASTYAPRATAP MAHAKUD,05-Sep-2025 05:02 PM,Rejected-AOC,Lottery,17-Nov-2025 11:17 AM,1.0,3069344.0,RAMU MAJHI,INR,"213,984",Finance,open,Sanjeet Kumar Naik,17-Nov-2025 11:07 AM,finance_550639.pdf,BOQ Comparative Chart,Sri Sanjeet Kumar Naik,Internal,,Sanjeet Kumar Naik,17-Nov-2025 11:13 AM,finsummary_550639.pdf (82.43 KB),CE RW I||RWCIRCLE-BARIPADA||RW Division Rairangpur,2025_CERWI_117446_1,RD 07,Maintenance of non residential building 1 no E type cashier qtr for at Bahalda for the year 2025-26,AOC,"2,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BARIPADA||RW Division Rairangpur,RD 07,2025_CERWI_117446_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"2,520",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,PAN GSTIN affidavit agreement as per DTCN,27-Aug-2025 11:00 AM,09-Sep-2025 11:30 AM,27-Aug-2025 11:00 AM,08-Sep-2025 05:00 PM,27-Aug-2025 11:00 AM ,06-Sep-2025 05:00 PM ,27-Aug-2025 11:00 AM,08-Sep-2025 05:00 PM,Maintenance of non residential building 1 no E type cashier qtr for at Bahalda for the year 2025-26,Maintenance of non residential building 1 no E type cashier qtr for at Bahalda for the year 2025-26,NA ,NA ,"2,51,717",Civil Works - Buildings,NA ,Tender,90.0,30.0,Mayurbhanj,757043.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, RAIRANGPUR",No ,No,Divisional Officer,"RURAL WORKS DIVISION, RAIRANGPUR",AOC
,,,,,,,,,,,,2,3067916,BISWAJIT BARIK,07-Sep-2025 09:00 PM,Rejected-AOC,Lottery,17-Nov-2025 11:17 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,3067689,DEV KUMAR MANDAL,07-Sep-2025 06:19 PM,Rejected-AOC,Lottery,17-Nov-2025 11:17 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,3064401,JAGATLAL SAHU,05-Sep-2025 02:07 PM,Rejected-AOC,Lottery,17-Nov-2025 11:17 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,3065147,JEETENDRA KUMAR MALLICK,05-Sep-2025 10:43 PM,Rejected-AOC,Lottery,17-Nov-2025 11:17 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,3066349,JYOTI PRAKASH AGARWALLA,06-Sep-2025 06:46 PM,Rejected-AOC,Lottery,17-Nov-2025 11:17 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,3066695,LIPIRANI GOCHHAYAT,07-Sep-2025 11:11 AM,Rejected-AOC,Lottery,17-Nov-2025 11:17 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,3066887,MAHASWETA DHADA,07-Sep-2025 11:11 AM,Rejected-AOC,Lottery,17-Nov-2025 11:17 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,3066635,MONALI SAHU,06-Sep-2025 09:28 PM,Rejected-AOC,Lottery,17-Nov-2025 11:17 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,3064491,NIMAI TUDU,05-Sep-2025 04:29 PM,Rejected-AOC,Lottery,17-Nov-2025 11:17 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
