Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost, EMD, GSTIN, PAN, Registration Certificate, Affidavit, and other as per DTCN","Executive Engineer, L.I. Division, Bargarh","O/o the Executive Engineer, L.I. Division, Bargarh",1.0,ICICI BANK,1.0,Modified Clause,Other,,"4,720",0.0,Nil,Nil,No,"6,689",Yes,percentage,1.0%,Nil,Nil,Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Bargarh,EE/OLIC/BGH-04/2025-26,2025_OLIC_119145_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Execution of Reinforcement work of Kutenpali-V R.L. Project under Bheden Block in Bargarh District.,Irrigation Work,Please refer Tender documents. ,NA ,"6,68,899",Civil Works - Lift Irrigation Schemes,NA ,Tender,60.0,60.0,Bargarh,768028.0,NA ,NA ,NA ,"O/o the Executive Engineer, L.I. Division, Bargarh",No ,No,10-Oct-2025 10:00 AM,23-Oct-2025 11:00 AM,10-Oct-2025 10:00 AM,22-Oct-2025 05:00 PM,10-Oct-2025 10:00 AM ,20-Oct-2025 05:00 PM ,10-Oct-2025 10:00 AM,22-Oct-2025 05:00 PM,AOC,1,3124578,Arati Sahu,21-Oct-2025 07:30 PM,Rejected-Technical,Unsuccessful bidder,29-Nov-2025 05:14 PM,29-Nov-2025,"INR 568,631",60.0,SRIKANTA ROUT,29-Nov-2025 05:45 PM,Pkg_1_3_Saibalaji.pdf (614.00 KB),Successful bidder,S N Tripathy,Internal,"S Rout, R C Beshra",SRIKANTA ROUT,29-Nov-2025 05:30 PM,finsummary_555161.pdf (466.92 KB),Finance,Open,SRIKANTA ROUT,23-Oct-2025 11:31 AM,finance_555161.pdf,BOQ Comparative Chart,S N Tripathy,Internal,"S Rout, R C Beshra",SRIKANTA ROUT,29-Nov-2025 05:14 PM,techsummary_555161.pdf (466.92 KB),1.0,3140504.0,M/S SAI BALAJI CONSTRUCTION,INR,"568,631",Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Bargarh,2025_OLIC_119145_1,EE/OLIC/BGH-04/2025-26,Execution of Reinforcement work of Kutenpali-V R.L. Project under Bheden Block in Bargarh District.,AOC
,,.xls,BOW,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3141972,KHARABELA KHAMARI,22-Oct-2025 03:50 PM,Rejected-Technical,Unsuccessful bidder,29-Nov-2025 05:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3140504,M/S SAI BALAJI CONSTRUCTION,22-Oct-2025 03:39 PM,Accepted-AOC,Awarded,29-Nov-2025 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3133098,PRADEEP KUMAR CHHANDA,17-Oct-2025 07:07 PM,Rejected-Technical,Unsuccessful bidder,29-Nov-2025 05:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3140802,SURAVI MEHER,21-Oct-2025 07:24 PM,Rejected-Technical,Unsuccessful bidder,29-Nov-2025 05:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
