EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"2,025",Yes,fixed,,Nil,Nil,"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE Mahanadi Barrage Division Cuttack",e Procurement Notice No.04/2025-26,2025_CELBB_114432_12,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"2,000",0.0,Nil,Nil,No,12) Repair and Maintenance to Dulupur Sub-Minor of Chitrotpala Right Branch Canal for the year 2025-26. (MBD34/2025-26),Repair and Maintenance to Dulupur Sub-Minor of Chitrotpala Right Branch Canal for the year 2025-26. (MBD34/2025-26),Please refer Tender documents. ,NA ,"2,00,125",Civil Works - Canal,NA ,Tender,90.0,15.0,Cuttack,753003.0,NA ,NA ,NA ,"Superintending Engineer, Mahanadi Barrage Division",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,PAN,GST,NRC andBID SECURITY","Superintending Engineer, Mahanadi Barrage Division","Superintending Engineer, Mahanadi Barrage Division ,Gandarpur,Cuttack 753003",13-Jun-2025 10:00 AM,23-Jun-2025 11:00 AM,13-Jun-2025 10:00 AM,23-Jun-2025 10:00 AM,13-Jun-2025 10:00 AM ,23-Jun-2025 10:00 AM ,13-Jun-2025 10:00 AM,23-Jun-2025 10:00 AM,AOC,SEMBD,Internal,DOA,CHANDRA SEKHARA SETHY,18-Jul-2025 01:30 PM,techsummary_543002.pdf (1066.05 KB),SEMBD,Internal,DAO,Kartika Samal,30-Jul-2025 06:00 PM,finsummary_543002.pdf (679.30 KB),Finance,Total 15nos bidders are Participated.,CHANDRA SEKHARA SETHY,03-Jul-2025 02:21 PM,,BOQ Comparative Chart,1.0,2977602.0,NIRUPAMA BEHERA,INR,"170,127","CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE Mahanadi Barrage Division Cuttack",2025_CELBB_114432_12,e Procurement Notice No.04/2025-26,12) Repair and Maintenance to Dulupur Sub-Minor of Chitrotpala Right Branch Canal for the year 2025-26. (MBD34/2025-26),1,2977327,Alekha Chandra Bastia,22-Jun-2025 12:31 PM,Rejected-Finance,being unsuccessful tenderer on lottery system,30-Jul-2025 06:00 PM,15-Aug-2025,"INR 170,127",15.0,Kartika Samal,12-Nov-2025 12:43 PM,WO34.pdf (603.00 KB),"Work has been awarded to Nirupama Behera(ph).The date of commencement/contract may please be recorded as dt.15.07.2025.The deposit towards EMD and ISD has been received in favour of SE MBD, Cuttack",AOC
,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2975557,BICHITRA NANDA DAS,22-Jun-2025 01:18 PM,Rejected-Finance,being unsuccessful tenderer on lottery system,30-Jul-2025 06:00 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2977336,DHANANJAY BARIK,21-Jun-2025 09:01 PM,Rejected-Finance,being unsuccessful tenderer on lottery system,30-Jul-2025 06:00 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2977896,JAYASHREE MOHAPATRA,23-Jun-2025 08:00 AM,Rejected-Finance,being unsuccessful tenderer on lottery system,30-Jul-2025 06:00 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2977554,KALPANA PARIJA,22-Jun-2025 01:15 PM,Rejected-Finance,being unsuccessful tenderer on lottery system,30-Jul-2025 06:00 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2977914,"LAXMI CONSTRUCTION,PROP.-PRADIPTA RANJAN DALAI",23-Jun-2025 08:57 AM,Rejected-Finance,being unsuccessful tenderer on lottery system,30-Jul-2025 06:00 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2977602,NIRUPAMA BEHERA,22-Jun-2025 02:06 PM,Accepted-AOC,Lottery Winner,12-Nov-2025 12:43 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2974484,PRAKASH CHANDRA BHUYAN,19-Jun-2025 10:03 PM,Rejected-Finance,being unsuccessful tenderer on lottery system,30-Jul-2025 06:00 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2977496,PRATAP KUMAR PRADHAN,22-Jun-2025 05:45 PM,Rejected-Finance,being unsuccessful tenderer on lottery system,30-Jul-2025 06:00 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2977177,SAMARJEET SWAIN,22-Jun-2025 11:55 AM,Rejected-Finance,being unsuccessful tenderer on lottery system,30-Jul-2025 06:00 PM,,,,,,,,AOC
