Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
Finance,-,SUDHA KIRAN PADHI,01-Nov-2025 01:43 PM,finance_523804.pdf,BOQ Comparative Chart,04-Nov-2025,"INR 432,250",60.0,SUDHA KIRAN PADHI,04-Nov-2025 01:41 PM,31.pdf (289.00 KB),"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||GANJAM II",2025_CEMIB_109016_31,GMID-II/08/2024_25,Improvement to Check dam over Karananala_II in Purushottampur block near village Sikula,1.0,2744478.0,Pramod Kumar Nahak,INR,"432,250",1,2745008,DIGAMBAR NAYAK,12-Jan-2025 05:40 PM,Rejected-AOC,-,04-Nov-2025 01:41 PM,SE MI DIVN GANJAM II BAM,Internal,,SUDHA KIRAN PADHI,01-Nov-2025 01:46 PM,techsummary_523804.pdf (196.34 KB),SE MI DIVN GANJAM II BAM,Internal,,SUDHA KIRAN PADHI,01-Nov-2025 01:47 PM,finsummary_523804.pdf (196.34 KB),AOC,1.0,ICICI BANK,SE M I Division Ganjam II Berhampur,SE M I Division Ganjam II Berhampur,"5,100",Yes,fixed,,Nil,Nil,04-Jan-2025 06:00 PM,15-Jan-2025 11:30 AM,04-Jan-2025 06:00 PM,13-Jan-2025 05:00 PM,NA ,NA ,04-Jan-2025 06:00 PM,13-Jan-2025 05:00 PM,Improvement to Check dam over Karananala_II in Purushottampur block near village Sikula,Improvement to Check dam over Karananala_II in Purushottampur block near village Sikula,Please refer Tender documents. ,NA ,"5,08,000",Civil Works - Others,NA ,Tender,90.0,60.0,SE M I Division Ganjam II Berhampur,760010.0,NA ,NA ,NA ,SE M I Division Ganjam II Berhampur,No ,No,"4,000",0.0,Nil,Nil,No,"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||GANJAM II",GMID-II/08/2024_25,2025_CEMIB_109016_31,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Scan copy of valid licence GSTN PAN affidavit and other document as per DTCN,AOC
,,,,,,,,,,,,,,,,,,,,,2,2744689,G.Mohan Dora,12-Jan-2025 09:05 PM,Rejected-AOC,-,04-Nov-2025 01:41 PM,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,,,,,,3,2742814,K PRATAP CHANDRA MOHAPATRA,10-Jan-2025 04:34 PM,Rejected-AOC,-,04-Nov-2025 01:41 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,4,2744478,Pramod Kumar Nahak,12-Jan-2025 01:49 PM,Accepted-AOC,winner,04-Nov-2025 01:41 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,5,2744965,Sasmita Nayak,12-Jan-2025 09:23 PM,Rejected-AOC,-,04-Nov-2025 01:41 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
